,Area Codes,All Ages
17762,E01022008,2118
17763,E01022033,1472
17764,E01022034,1611
17765,E01022035,1481
17766,E01021975,1530
17767,E01021976,1558
17768,E01021977,2460
17769,E01022022,1561
17770,E01022044,1588
17771,E01022042,1531
17772,E01022043,2021
17773,E01022048,1533
17774,E01022049,1463
17775,E01022050,1819
17776,E01022023,1459
17777,E01022024,1646
17778,E01022030,1654
17779,E01022031,1481
17780,E01022032,1958
17781,E01021970,1812
17782,E01022025,1906
17783,E01022026,1716
17784,E01022027,1712
17785,E01021968,1892
17786,E01021969,1642
17787,E01022036,1244
17788,E01022037,1429
17789,E01022038,1476
17790,E01021988,2110
17791,E01021989,1495
17792,E01021990,1620
17793,E01022045,1701
17794,E01022047,1461
17795,E07000077,89179
17796,E01022057,1830
17797,E01022075,1869
17798,E01022077,1638
17799,E01022094,1821
17800,E01022074,1600
17801,E01022076,1792
17802,E01022078,1601
17803,E01022079,2350
17804,E01022080,1561
17805,E01022081,2660
17806,E01022082,2073
17807,E01022061,1639
17808,E01022071,1694
17809,E01022072,1976
17810,E01022073,1557
17811,E01022098,1597
17812,E01022092,1754
17813,E01022093,2255
17814,E01022097,1905
17815,E01022099,2595
17816,E01022062,2239
17817,E01022063,2039
17818,E01022083,1760
17819,E01022084,1690
17820,E01022085,1669
17821,E01022087,2873
17822,E01022089,1602
17823,E01022086,1667
17824,E01022090,3261
17825,E01022091,3879
17826,E01022095,1647
17827,E01022067,1860
17828,E01022068,1632
17829,E01033054,1303
17830,E01033055,1785
17831,E01033056,1518
17832,E01022058,1665
17833,E01022064,1804
17834,E01022069,1670
17835,E01022088,1687
17836,E01033052,2086
17837,E01033053,2249
17838,E01022059,1649
17839,E01022060,2070
17840,E01022070,2055
17841,E01022096,2053
17842,E07000095,96876
17843,E01023316,1363
17844,E01023317,2565
17845,E01023318,1543
17846,E01023319,1527
17847,E01023327,1391
17848,E01023328,1379
17849,E01023329,1357
17850,E01023330,1552
17851,E01023331,1603
17852,E01023320,2206
17853,E01023321,2096
17854,E01023322,1836
17855,E01023323,1748
17856,E01023289,1496
17857,E01023290,1650
17858,E01023291,1570
17859,E01023292,1552
17860,E01023340,1895
17861,E01023341,1776
17862,E01023342,3052
17863,E01023343,2228
17864,E01023344,1648
17865,E01023307,1574
17866,E01023308,1633
17867,E01023309,1635
17868,E01023310,2853
17869,E01023311,1665
17870,E01023312,1639
17871,E01023313,1612
17872,E01023315,1834
17873,E01023302,1484
17874,E01023303,1595
17875,E01023304,1533
17876,E01023305,1384
17877,E01023306,1483
17878,E01023314,1543
17879,E01023324,1323
17880,E01023325,1384
17881,E01023326,1623
17882,E01023297,1312
17883,E01023298,1483
17884,E01023299,1720
17885,E01023300,1492
17886,E01023301,1770
17887,E01023293,1710
17888,E01023294,1641
17889,E01023295,1432
17890,E01023296,1794
17891,E01023332,2160
17892,E01023333,2117
17893,E01023334,1711
17894,E01023335,1685
17895,E01023336,2219
17896,E01023337,1880
17897,E01023338,2372
17898,E01023339,1548
17899,E07000096,154280
17900,E01023430,1210
17901,E01023431,1306
17902,E01023432,1682
17903,E01023433,1507
17904,E01023423,1425
17905,E01023424,1486
17906,E01023425,1344
17907,E01023426,1701
17908,E01023418,1473
17909,E01023419,2117
17910,E01023420,1609
17911,E01023352,2411
17912,E01023421,1490
17913,E01023422,1341
17914,E01023434,1668
17915,E01023435,1527
17916,E01023436,1235
17917,E01023437,1563
17918,E01023355,1498
17919,E01023356,1123
17920,E01023416,1517
17921,E01023417,1360
17922,E01023393,1741
17923,E01023394,1467
17924,E01023395,1732
17925,E01023396,1577
17926,E01023397,1446
17927,E01023401,1797
17928,E01023402,1670
17929,E01023403,1553
17930,E01023404,1361
17931,E01023405,1550
17932,E01023361,1823
17933,E01023362,1851
17934,E01023363,1591
17935,E01023364,1316
17936,E01023390,2180
17937,E01023391,1726
17938,E01023399,1800
17939,E01023392,1628
17940,E01023427,1685
17941,E01023428,1516
17942,E01023429,1972
17943,E01023369,1516
17944,E01023370,1751
17945,E01023371,1711
17946,E01023372,1645
17947,E01023345,1749
17948,E01023346,1972
17949,E01023347,1419
17950,E01023348,1724
17951,E01023365,1261
17952,E01023366,1474
17953,E01023367,1204
17954,E01023368,1769
17955,E01023349,2013
17956,E01023350,1829
17957,E01023351,1637
17958,E01023398,3783
17959,E01023400,2101
17960,E01023383,1589
17961,E01023384,1989
17962,E01023385,1667
17963,E01023409,1813
17964,E01023410,1383
17965,E01023411,1530
17966,E01023412,1298
17967,E01023413,1291
17968,E01023354,2143
17969,E01023379,1594
17970,E01023380,1104
17971,E01023381,1199
17972,E01023382,1475
17973,E01033022,1965
17974,E01033023,2047
17975,E01023386,1520
17976,E01023387,1396
17977,E01023388,1577
17978,E01023389,1697
17979,E01023357,1800
17980,E01023358,1515
17981,E01023359,1941
17982,E01023360,1472
17983,E01023414,2107
17984,E01023415,1314
17985,E01023373,2132
17986,E01023374,1440
17987,E01023375,1558
17988,E01023376,1260
17989,E01023377,1314
17990,E01023378,1679
17991,E01023406,1988
17992,E01023407,1718
17993,E01023408,1632
17994,E07000242,148105
17995,E01023462,1357
17996,E01023464,3119
17997,E01023465,1512
17998,E01023466,2065
17999,E01023467,2403
18000,E01023494,1370
18001,E01023495,1287
18002,E01023508,1634
18003,E01023509,1446
18004,E01023452,1336
18005,E01023453,1619
18006,E01023454,1270
18007,E01023455,1349
18008,E01023463,1233
18009,E01023493,2508
18010,E01023449,1842
18011,E01023450,2344
18012,E01023451,2322
18013,E01023438,1584
18014,E01023439,1468
18015,E01023440,1755
18016,E01023441,1623
18017,E01023442,2457
18018,E01023498,2777
18019,E01023506,1586
18020,E01023507,1750
18021,E01023443,1445
18022,E01023444,1699
18023,E01023445,1854
18024,E01023446,2612
18025,E01023447,1293
18026,E01023448,1914
18027,E01023456,1402
18028,E01023457,1548
18029,E01023458,1460
18030,E01023459,1359
18031,E01023460,1363
18032,E01023461,1505
18033,E01023491,1377
18034,E01023492,2012
18035,E01023496,1329
18036,E01023497,1620
18037,E01023485,2299
18038,E01023486,2583
18039,E01033609,2750
18040,E01023499,2219
18041,E01023500,1805
18042,E01023501,1567
18043,E01023502,1818
18044,E01023503,1708
18045,E01023512,2117
18046,E01023513,1502
18047,E01023514,2095
18048,E01023518,2241
18049,E01023519,1881
18050,E01023520,1632
18051,E01023510,1633
18052,E01023511,1652
18053,E01023515,1651
18054,E01023516,2024
18055,E01023517,1542
18056,E01023470,1864
18057,E01023471,1436
18058,E01023472,1393
18059,E01023473,1740
18060,E01023474,1616
18061,E01023487,1523
18062,E01023488,1425
18063,E01023489,1369
18064,E01023490,1278
18065,E01023482,1971
18066,E01023483,2429
18067,E01023484,1535
18068,E01023475,1492
18069,E01023476,1645
18070,E01023477,2251
18071,E01023478,2537
18072,E01023479,1591
18073,E01023468,1439
18074,E01023469,1448
18075,E01023480,1623
18076,E01023481,1795
18077,E01023504,1502
18078,E01023505,1676
18079,E07000098,104205
18080,E01023576,1537
18081,E01023577,1703
18082,E01023578,1706
18083,E01023579,1444
18084,E01023580,1924
18085,E01023567,2004
18086,E01023568,1516
18087,E01023569,1692
18088,E01023570,1539
18089,E01023571,1550
18090,E01023572,1512
18091,E01023573,1288
18092,E01023574,1647
18093,E01023575,1646
18094,E01023581,1316
18095,E01023582,1680
18096,E01023583,1371
18097,E01023584,1090
18098,E01023523,1698
18099,E01023524,1482
18100,E01023525,1720
18101,E01023526,1740
18102,E01023527,1518
18103,E01023534,1694
18104,E01023535,1834
18105,E01023536,1616
18106,E01023537,2016
18107,E01023538,1779
18108,E01023529,1544
18109,E01023530,1373
18110,E01023531,2111
18111,E01023532,1694
18112,E01023533,1686
18113,E01023552,1641
18114,E01023553,2381
18115,E01023554,1741
18116,E01023555,1756
18117,E01023544,1174
18118,E01023545,1633
18119,E01023546,1775
18120,E01023547,1769
18121,E01023528,1525
18122,E01023564,1746
18123,E01023565,1833
18124,E01023566,1490
18125,E01023539,3078
18126,E01023540,1835
18127,E01023541,2213
18128,E01023542,1804
18129,E01023543,1346
18130,E01023558,1603
18131,E01023559,1460
18132,E01023560,1900
18133,E01023561,1715
18134,E01023562,1625
18135,E01023563,1712
18136,E01023548,1840
18137,E01023549,1636
18138,E01023550,1743
18139,E01023551,1474
18140,E01023556,1595
18141,E01023557,1492
18142,E07000099,133214
18143,E01023660,2462
18144,E01023661,1344
18145,E01023662,2000
18146,E01023654,1555
18147,E01023655,1949
18148,E01023656,2228
18149,E01023657,2439
18150,E01023658,1628
18151,E01023659,1344
18152,E01023635,1417
18153,E01023636,1836
18154,E01023637,1699
18155,E01023638,1699
18156,E01023587,1109
18157,E01023588,1348
18158,E01023589,1719
18159,E01023590,1813
18160,E01023591,1473
18161,E01023592,1626
18162,E01023593,1488
18163,E01023585,1172
18164,E01023586,1541
18165,E01023597,1228
18166,E01023598,1440
18167,E01023600,1396
18168,E01023663,2136
18169,E01033024,1569
18170,E01033025,1427
18171,E01033026,1612
18172,E01033027,1848
18173,E01023630,2163
18174,E01023631,1676
18175,E01023632,1752
18176,E01023633,1431
18177,E01023634,1211
18178,E01023649,1368
18179,E01023650,1569
18180,E01023651,1282
18181,E01023652,1441
18182,E01023644,1661
18183,E01023645,1614
18184,E01023646,1539
18185,E01023647,1411
18186,E01023648,1268
18187,E01023639,1278
18188,E01023640,1237
18189,E01023641,1381
18190,E01023642,1279
18191,E01023643,1261
18192,E01023601,2349
18193,E01023602,1647
18194,E01023603,1612
18195,E01023604,1337
18196,E01023605,1534
18197,E01023617,1559
18198,E01023618,1739
18199,E01023619,1756
18200,E01023620,1387
18201,E01023621,1370
18202,E01023611,1688
18203,E01023612,1850
18204,E01023613,1661
18205,E01023614,2018
18206,E01023615,1867
18207,E01023616,2493
18208,E01023606,1734
18209,E01023607,1503
18210,E01023608,1575
18211,E01023609,1683
18212,E01023610,1383
18213,E01023594,2262
18214,E01023622,1163
18215,E01023623,1532
18216,E01023624,1485
18217,E01023625,1100
18218,E01023653,2362
18219,E01023595,1605
18220,E01023596,1074
18221,E01023626,2152
18222,E01023627,1780
18223,E01023628,1777
18224,E01023629,1810
18225,E07000240,147373
18226,E01023690,1715
18227,E01023691,1542
18228,E01023692,1413
18229,E01023693,1523
18230,E01023694,1669
18231,E01023685,1704
18232,E01023686,1633
18233,E01023687,1559
18234,E01023688,1524
18235,E01023689,1545
18236,E01023699,1517
18237,E01023700,1427
18238,E01023701,1814
18239,E01023702,1756
18240,E01023703,1562
18241,E01023746,1550
18242,E01023747,1783
18243,E01023748,1400
18244,E01023749,1835
18245,E01023695,1570
18246,E01023696,1736
18247,E01023697,1824
18248,E01023698,1522
18249,E01023722,1475
18250,E01023723,1735
18251,E01023724,1650
18252,E01023725,1525
18253,E01023713,1948
18254,E01023734,1593
18255,E01023735,1713
18256,E01023736,1558
18257,E01023709,1753
18258,E01023710,1605
18259,E01023711,1580
18260,E01023712,1819
18261,E01023669,1747
18262,E01023670,2080
18263,E01023671,1968
18264,E01023672,1967
18265,E01023673,1456
18266,E01023714,1781
18267,E01023715,1642
18268,E01023716,2148
18269,E01023666,1911
18270,E01023674,1908
18271,E01023675,1348
18272,E01023676,2886
18273,E01023726,1837
18274,E01023727,2242
18275,E01023728,2232
18276,E01023729,2535
18277,E01023664,1802
18278,E01023665,1676
18279,E01023667,1500
18280,E01023668,1471
18281,E01023742,1886
18282,E01023743,1946
18283,E01023744,1574
18284,E01023745,1885
18285,E01023677,1436
18286,E01023678,1881
18287,E01023679,1559
18288,E01023680,1456
18289,E01023681,1751
18290,E01023682,1750
18291,E01023683,1746
18292,E01023684,1642
18293,E01023737,1368
18294,E01023738,1579
18295,E01023739,1600
18296,E01023740,1389
18297,E01023741,1668
18298,E01023704,1583
18299,E01023705,1715
18300,E01023706,1701
18301,E01023708,1516
18302,E01033028,1533
18303,E01033029,1786
18304,E01023718,1760
18305,E01023719,1256
18306,E01023720,1962
18307,E01023721,1435
18308,E01023717,1263
18309,E01023730,1704
18310,E01023731,1474
18311,E01023732,1739
18312,E01023733,1616
18313,E07000243,87754
18314,E01023787,1500
18315,E01023788,1603
18316,E01023789,2723
18317,E01023790,1768
18318,E01023776,2862
18319,E01023777,1858
18320,E01023778,1675
18321,E01023799,1340
18322,E01023800,2142
18323,E01023801,2410
18324,E01023771,1572
18325,E01023772,1699
18326,E01023773,1382
18327,E01023774,1638
18328,E01023767,1409
18329,E01023768,1597
18330,E01023769,1664
18331,E01023770,1504
18332,E01023795,1620
18333,E01023796,1523
18334,E01023797,1349
18335,E01023798,1513
18336,E01023775,2219
18337,E01023779,1857
18338,E01023780,1420
18339,E01023781,1949
18340,E01023782,1357
18341,E01023759,1493
18342,E01023760,1581
18343,E01023761,2292
18344,E01023762,1564
18345,E01023755,1608
18346,E01023756,1705
18347,E01023757,1953
18348,E01023758,2413
18349,E01023750,1204
18350,E01023751,1141
18351,E01023752,1363
18352,E01023753,1667
18353,E01023754,1332
18354,E01023791,1643
18355,E01023792,1681
18356,E01023793,1518
18357,E01023794,1579
18358,E01023783,1647
18359,E01023784,1600
18360,E01023785,1878
18361,E01023786,1757
18362,E01023763,1517
18363,E01023764,1377
18364,E01023765,1474
18365,E01023766,1614
18366,E07000102,93045
18367,E01023802,1712
18368,E01023803,1540
18369,E01023804,1482
18370,E01023807,1554
18371,E01023808,2626
18372,E01023829,1780
18373,E01023830,1461
18374,E01023832,1820
18375,E01023833,3688
18376,E01023834,1614
18377,E01023823,1670
18378,E01023824,2198
18379,E01023831,2172
18380,E01023854,1872
18381,E01023812,1492
18382,E01023813,1564
18383,E01023814,1198
18384,E01023851,1901
18385,E01023815,1591
18386,E01023816,1295
18387,E01023817,1486
18388,E01023818,1460
18389,E01023819,1706
18390,E01023820,1390
18391,E01023821,1307
18392,E01023822,1384
18393,E01023825,2354
18394,E01023826,1624
18395,E01023847,1882
18396,E01023848,1817
18397,E01023850,1588
18398,E01023852,1562
18399,E01023853,2101
18400,E01023827,2428
18401,E01023828,1611
18402,E01023845,1815
18403,E01023846,1559
18404,E01023835,1389
18405,E01023836,1353
18406,E01023837,1589
18407,E01023838,1270
18408,E01023805,1742
18409,E01023809,1835
18410,E01023810,1778
18411,E01023811,1538
18412,E01023839,2229
18413,E01023840,2167
18414,E01023841,1682
18415,E01023849,1393
18416,E01023806,2321
18417,E01023842,1744
18418,E01023843,2070
18419,E01023844,1641
18420,E07000103,96767
18421,E01023904,2021
18422,E01023905,2089
18423,E01023906,1510
18424,E01023907,1759
18425,E01023890,1257
18426,E01023891,1442
18427,E01023892,1304
18428,E01023893,1716
18429,E01023894,1372
18430,E01023873,1303
18431,E01023874,1277
18432,E01023875,2105
18433,E01023876,1947
18434,E01023877,1652
18435,E01023868,1810
18436,E01023869,1325
18437,E01023870,1543
18438,E01023871,1693
18439,E01023872,1618
18440,E01023895,1717
18441,E01023896,1232
18442,E01023897,1459
18443,E01023898,1508
18444,E01023855,2024
18445,E01023856,2405
18446,E01023857,1677
18447,E01023858,1822
18448,E01023878,2055
18449,E01023879,3079
18450,E01023880,2070
18451,E01023881,1611
18452,E01023886,2924
18453,E01023887,1682
18454,E01023888,1723
18455,E01023889,1748
18456,E01023859,2592
18457,E01023860,1985
18458,E01023861,3203
18459,E01023862,2576
18460,E01023899,1863
18461,E01023900,1482
18462,E01023901,2106
18463,E01023902,1738
18464,E01023903,1665
18465,E01023863,1722
18466,E01023864,1632
18467,E01023865,1751
18468,E01023866,1502
18469,E01023867,2624
18470,E01023882,1514
18471,E01023883,1681
18472,E01023884,1858
18473,E01023885,1794
18474,E07000241,122746
18475,E01023965,1418
18476,E01023966,1658
18477,E01023967,1539
18478,E01023971,1640
18479,E01023968,1337
18480,E01023969,1389
18481,E01023970,1805
18482,E01033310,1829
18483,E01033313,1555
18484,E01023959,1444
18485,E01023960,1635
18486,E01023961,1553
18487,E01023962,1480
18488,E01023912,1499
18489,E01023913,1340
18490,E01023914,1687
18491,E01023915,1613
18492,E01023950,1618
18493,E01023951,1683
18494,E01023952,1674
18495,E01023953,1496
18496,E01023916,1773
18497,E01023917,1769
18498,E01023918,1904
18499,E01023919,1660
18500,E01023954,2248
18501,E01023955,1399
18502,E01023956,1411
18503,E01023957,1567
18504,E01023958,1561
18505,E01023943,1594
18506,E01023944,2200
18507,E01023945,1602
18508,E01023946,1830
18509,E01023939,1293
18510,E01023940,1908
18511,E01023941,2996
18512,E01023942,1876
18513,E01023929,1749
18514,E01023930,1743
18515,E01023938,2898
18516,E01033308,3766
18517,E01033311,1645
18518,E01033314,2653
18519,E01023924,1904
18520,E01023925,1482
18521,E01023926,1842
18522,E01023927,2020
18523,E01023920,1910
18524,E01023921,2560
18525,E01023922,2127
18526,E01023923,2387
18527,E01023932,2168
18528,E01023934,1964
18529,E01023935,2876
18530,E01023936,2601
18531,E01023937,1857
18532,E01023933,1650
18533,E01023963,2473
18534,E01023964,1655
18535,E01023908,1587
18536,E01023909,1349
18537,E01023910,1380
18538,E01023911,1651
18539,E01023947,1647
18540,E01023948,1660
18541,E01023949,2059
18542,E07000143,139329
18543,E01026436,2379
18544,E01026461,1567
18545,E01026483,1200
18546,E01033042,2297
18547,E01026442,2214
18548,E01026443,2107
18549,E01026445,2357
18550,E01026462,2379
18551,E01026428,2649
18552,E01026429,1467
18553,E01026430,2331
18554,E01026431,1203
18555,E01026446,2075
18556,E01026452,1679
18557,E01026453,1593
18558,E01026454,1614
18559,E01026425,1964
18560,E01026426,2511
18561,E01026427,2558
18562,E01026432,1378
18563,E01026433,1507
18564,E01026434,1938
18565,E01026479,1538
18566,E01026480,1504
18567,E01026481,1212
18568,E01026484,1548
18569,E01026485,1175
18570,E01026455,2610
18571,E01026456,1169
18572,E01026457,1338
18573,E01026458,1549
18574,E01026459,1543
18575,E01026437,1207
18576,E01026438,1041
18577,E01026451,2247
18578,E01026495,1380
18579,E01026496,1078
18580,E01026486,1587
18581,E01026487,1885
18582,E01026488,1425
18583,E01026489,1406
18584,E01026490,1745
18585,E01026419,1288
18586,E01026420,1119
18587,E01026464,1275
18588,E01026491,2157
18589,E01033040,2323
18590,E01033041,1172
18591,E01026422,2503
18592,E01026423,1883
18593,E01026447,1771
18594,E01026449,1961
18595,E01026450,1830
18596,E01026424,2190
18597,E01026444,2060
18598,E01026492,1303
18599,E01026493,1274
18600,E01026421,1688
18601,E01026435,2260
18602,E01026448,2494
18603,E01026439,1652
18604,E01026440,1243
18605,E01026441,1562
18606,E01026494,2339
18607,E01026465,2013
18608,E01026466,2057
18609,E01026467,2479
18610,E01026468,2561
18611,E01026469,1738
18612,E01026470,3185
18613,E01026471,1294
18614,E01026472,1219
18615,E01026473,1446
18616,E01026474,2091
18617,E01026475,1479
18618,E01026476,1666
18619,E01026477,1697
18620,E01026478,1903
18621,E07000144,129464
18622,E01026499,1565
18623,E01026500,1553
18624,E01026501,1570
18625,E01026502,1985
18626,E01026503,1756
18627,E01026522,1400
18628,E01026523,1885
18629,E01026524,1516
18630,E01026525,1256
18631,E01026547,1413
18632,E01026548,1327
18633,E01026514,1623
18634,E01026515,1154
18635,E01026516,1200
18636,E01026517,1574
18637,E01026533,1254
18638,E01026534,1749
18639,E01026535,2124
18640,E01026536,1701
18641,E01026537,1584
18642,E01026549,1813
18643,E01026550,1095
18644,E01026551,1173
18645,E01026552,1407
18646,E01026562,1249
18647,E01026563,1599
18648,E01026564,1713
18649,E01026565,1100
18650,E01026566,1490
18651,E01026567,1570
18652,E01026568,1511
18653,E01026518,1202
18654,E01026519,1657
18655,E01026520,1084
18656,E01026521,1407
18657,E01026545,1956
18658,E01026546,1445
18659,E01026578,2009
18660,E01026579,1548
18661,E01026580,1845
18662,E01026540,1405
18663,E01026541,2566
18664,E01026542,1445
18665,E01026543,1452
18666,E01026544,1628
18667,E01026526,1366
18668,E01026527,1476
18669,E01026528,1409
18670,E01026529,1562
18671,E01026530,1811
18672,E01026531,1751
18673,E01026532,1838
18674,E01026553,1377
18675,E01026554,1135
18676,E01026555,1477
18677,E01026556,1440
18678,E01026557,1316
18679,E01026558,1316
18680,E01026559,1585
18681,E01026560,1325
18682,E01026561,2268
18683,E01026504,1543
18684,E01026505,1573
18685,E01026506,1454
18686,E01026507,1358
18687,E01026512,1311
18688,E01026513,1435
18689,E01026569,1442
18690,E01026570,1589
18691,E01026571,1447
18692,E01026572,1453
18693,E01026573,1337
18694,E01026574,1732
18695,E01026575,1811
18696,E01026576,2122
18697,E01026577,1628
18698,E01026508,1408
18699,E01026509,1839
18700,E01026510,1732
18701,E01026511,1174
18702,E01026497,1448
18703,E01026498,1392
18704,E01026538,1562
18705,E01026539,1664
18706,E07000145,99370
18707,E01026605,1701
18708,E01026606,1497
18709,E01026607,1613
18710,E01026627,1350
18711,E01026628,1404
18712,E01026629,1473
18713,E01026608,1376
18714,E01026609,1157
18715,E01026636,1564
18716,E01026637,1974
18717,E01026638,1514
18718,E01026589,1373
18719,E01026590,1422
18720,E01026591,1654
18721,E01026592,1403
18722,E01026593,1333
18723,E01026594,1913
18724,E01026599,1351
18725,E01026639,1633
18726,E01026640,1522
18727,E01026641,1474
18728,E01026595,1833
18729,E01026596,1688
18730,E01026597,2129
18731,E01026598,1997
18732,E01026622,1679
18733,E01026623,1847
18734,E01026624,2056
18735,E01026625,1875
18736,E01026626,2112
18737,E01026600,1514
18738,E01026633,1945
18739,E01026634,1654
18740,E01026635,2396
18741,E01026581,1600
18742,E01026582,2070
18743,E01026583,1343
18744,E01026584,1392
18745,E01026601,1441
18746,E01026602,1489
18747,E01026603,1606
18748,E01026604,1628
18749,E01026632,1785
18750,E01026610,1402
18751,E01026611,1529
18752,E01026612,2425
18753,E01026630,1680
18754,E01026631,1762
18755,E01026617,1162
18756,E01026618,1613
18757,E01026619,1521
18758,E01026620,1468
18759,E01026621,1560
18760,E01026613,1253
18761,E01026614,1569
18762,E01026615,1278
18763,E01026616,1232
18764,E01026585,1203
18765,E01026586,1031
18766,E01026587,2374
18767,E01026588,2528
18768,E07000146,151811
18769,E01026680,1502
18770,E01026681,1282
18771,E01026682,1184
18772,E01026683,1287
18773,E01026645,1277
18774,E01026646,1584
18775,E01026656,1826
18776,E01026695,2165
18777,E01026676,1589
18778,E01026677,1483
18779,E01026678,1569
18780,E01026701,1663
18781,E01026702,1237
18782,E01026703,1137
18783,E01026653,1730
18784,E01026654,1561
18785,E01026655,1353
18786,E01026718,2251
18787,E01026691,1206
18788,E01026692,1196
18789,E01026708,1327
18790,E01026709,2003
18791,E01026710,1201
18792,E01026669,1519
18793,E01026670,1648
18794,E01026671,1372
18795,E01026672,1379
18796,E01026673,1434
18797,E01026687,1795
18798,E01026688,1670
18799,E01026689,1657
18800,E01026690,1575
18801,E01026647,2151
18802,E01026711,1540
18803,E01026712,1655
18804,E01026713,1731
18805,E01026666,2021
18806,E01026667,1427
18807,E01026668,1662
18808,E01026693,2219
18809,E01026662,2945
18810,E01026663,1837
18811,E01026664,2274
18812,E01026714,2287
18813,E01026698,2287
18814,E01026699,1538
18815,E01026700,1626
18816,E01026704,1920
18817,E01026705,1797
18818,E01026706,1913
18819,E01026665,2315
18820,E01026674,1056
18821,E01026675,1252
18822,E01026694,2523
18823,E01026684,1233
18824,E01026685,1332
18825,E01026719,2357
18826,E01026720,1319
18827,E01026721,1328
18828,E01026642,1379
18829,E01026643,1401
18830,E01026644,2576
18831,E01026723,1662
18832,E01026724,1798
18833,E01026725,1430
18834,E01026696,1186
18835,E01026697,1204
18836,E01026722,2553
18837,E01026726,2133
18838,E01026659,1666
18839,E01026660,1632
18840,E01026661,1512
18841,E01026715,1524
18842,E01026716,1884
18843,E01026717,1535
18844,E01026686,2383
18845,E01026707,2162
18846,E01033036,1392
18847,E01033037,1773
18848,E01033038,2138
18849,E01033039,1080
18850,E01026679,2395
18851,E01026727,2614
18852,E01026728,2400
18853,E01026648,1554
18854,E01026649,1658
18855,E01026650,1305
18856,E01026651,2312
18857,E01026652,1363
18858,E07000147,104552
18859,E01026770,1994
18860,E01026771,1576
18861,E01026772,1745
18862,E01026773,2106
18863,E01026739,1982
18864,E01026763,1402
18865,E01026764,1279
18866,E01026765,1335
18867,E01026734,1149
18868,E01026735,1164
18869,E01026736,1269
18870,E01026777,1188
18871,E01026778,1504
18872,E01026779,1454
18873,E01026741,1706
18874,E01026742,1802
18875,E01026743,2254
18876,E01026762,2558
18877,E01026766,2355
18878,E01026781,2122
18879,E01026731,1075
18880,E01026732,1293
18881,E01026733,2433
18882,E01026737,2327
18883,E01026738,2461
18884,E01026750,1337
18885,E01026751,1404
18886,E01026752,1475
18887,E01026729,2257
18888,E01026730,2622
18889,E01026788,1229
18890,E01026780,2738
18891,E01026782,2111
18892,E01026787,1021
18893,E01026753,1639
18894,E01026754,1428
18895,E01026755,1195
18896,E01026756,1258
18897,E01026757,1436
18898,E01026758,1394
18899,E01026759,1401
18900,E01026760,1526
18901,E01026761,1501
18902,E01026745,1796
18903,E01026746,1717
18904,E01026747,1299
18905,E01026748,1458
18906,E01026749,1589
18907,E01026740,2427
18908,E01026767,1667
18909,E01026768,2101
18910,E01026789,1232
18911,E01026790,1241
18912,E01026774,1622
18913,E01026775,1276
18914,E01026776,1822
18915,E01026786,2135
18916,E01026744,2217
18917,E01026769,2136
18918,E01026783,1832
18919,E01026784,1129
18920,E01026785,1351
18921,E07000148,141137
18922,E01026797,2615
18923,E01026798,1521
18924,E01026799,1474
18925,E01026800,2151
18926,E01026801,1699
18927,E01026802,1601
18928,E01026828,1777
18929,E01026829,2169
18930,E01026830,1352
18931,E01026831,1269
18932,E01026832,1502
18933,E01026833,1546
18934,E01026834,1529
18935,E01026841,1422
18936,E01026842,1683
18937,E01026843,1781
18938,E01026844,1838
18939,E01026845,1508
18940,E01026846,1756
18941,E01026803,1496
18942,E01026804,1494
18943,E01026805,1513
18944,E01026806,1456
18945,E01026807,1211
18946,E01026808,1282
18947,E01026809,1411
18948,E01026791,1470
18949,E01026792,1371
18950,E01026793,1917
18951,E01026794,1968
18952,E01026796,1919
18953,E01033435,1964
18954,E01033436,1511
18955,E01026863,1917
18956,E01026864,1560
18957,E01026865,2106
18958,E01026866,1666
18959,E01026867,1646
18960,E01026868,1775
18961,E01026869,1523
18962,E01026822,2479
18963,E01026823,2209
18964,E01026824,1647
18965,E01026825,1340
18966,E01026826,1542
18967,E01026827,1649
18968,E01026835,1602
18969,E01026836,1547
18970,E01026837,1502
18971,E01026838,1570
18972,E01026839,1676
18973,E01026840,1702
18974,E01026858,1699
18975,E01026859,1638
18976,E01026860,5438
18977,E01026861,2091
18978,E01026862,1601
18979,E01026852,1321
18980,E01026853,1921
18981,E01026855,1728
18982,E01026856,1964
18983,E01026857,1555
18984,E01033434,1337
18985,E01033437,1502
18986,E01026810,1478
18987,E01026811,1474
18988,E01026812,1479
18989,E01026813,1413
18990,E01026814,1550
18991,E01026815,1459
18992,E01026816,1901
18993,E01026817,1420
18994,E01026818,1397
18995,E01026819,1459
18996,E01026820,1702
18997,E01026821,1502
18998,E01033438,1873
18999,E01033439,1729
19000,E01033440,1348
19001,E01033441,1647
19002,E01026848,1843
19003,E01026849,1825
19004,E01026850,2009
19005,E07000149,138017
19006,E01026916,2030
19007,E01026917,1430
19008,E01026918,1674
19009,E01026924,1515
19010,E01026925,2689
19011,E01033538,5203
19012,E01033540,1548
19013,E01026881,1834
19014,E01026882,3253
19015,E01026883,1878
19016,E01026895,1613
19017,E01026896,1178
19018,E01026905,1084
19019,E01026906,1679
19020,E01026907,1918
19021,E01026908,1696
19022,E01026909,1461
19023,E01026910,1641
19024,E01026947,1349
19025,E01026948,2153
19026,E01026870,1618
19027,E01026871,1230
19028,E01026921,1336
19029,E01026922,1475
19030,E01026875,1146
19031,E01026876,1547
19032,E01026926,2385
