,Area Codes,All Ages
4057,E01005945,2167
4058,E01005946,1569
4059,E01005947,1594
4060,E01005954,1622
4061,E01005956,1355
4062,E01005957,1561
4063,E01005958,1481
4064,E01005959,1898
4065,E01005933,1502
4066,E01005934,1463
4067,E01005935,1506
4068,E01005949,1628
4069,E01005960,1725
4070,E01005941,1984
4071,E01005942,1651
4072,E01005943,1735
4073,E01005944,1635
4074,E01006060,1453
4075,E01006064,1644
4076,E01006065,1464
4077,E01006066,1402
4078,E01006067,1857
4079,E01006068,1628
4080,E01006069,1769
4081,E01006073,1887
4082,E01005993,1353
4083,E01005995,1340
4084,E01005996,1997
4085,E01005997,1504
4086,E01006000,1616
4087,E01005994,1493
4088,E01005999,2202
4089,E01006002,1354
4090,E01006004,1419
4091,E01006005,1368
4092,E01006007,1491
4093,E01005998,1710
4094,E01006001,1449
4095,E01006003,1493
4096,E01006006,1402
4097,E01005948,2168
4098,E01005950,2166
4099,E01005951,1660
4100,E01005952,2390
4101,E01005953,2260
4102,E01005961,2535
4103,E01005962,1426
4104,E01005968,1375
4105,E01005969,1268
4106,E01006022,1809
4107,E01006023,1532
4108,E01006070,1368
4109,E01006071,1563
4110,E01006072,1621
4111,E01006009,1343
4112,E01006017,1390
4113,E01006018,1361
4114,E01006021,1344
4115,E01006008,1511
4116,E01006010,1468
4117,E01006012,1831
4118,E01006015,1365
4119,E01006016,2001
4120,E01006011,1655
4121,E01006013,1317
4122,E01006014,1310
4123,E01006019,1518
4124,E01006020,1561
4125,E01005963,1113
4126,E01005964,1489
4127,E01005965,1453
4128,E01005966,1453
4129,E01005967,1418
4130,E01006031,1805
4131,E01006032,1331
4132,E01006033,1696
4133,E01006034,2212
4134,E01006035,2027
4135,E01006036,2078
4136,E01005970,1373
4137,E01005972,1673
4138,E01005974,1694
4139,E01005975,1597
4140,E01006024,1812
4141,E01006026,1631
4142,E01006037,1496
4143,E01006038,1662
4144,E01006047,1290
4145,E01006048,1533
4146,E01006049,1497
4147,E01006051,1625
4148,E01005985,1512
4149,E01005987,1528
4150,E01005988,1591
4151,E01005990,1330
4152,E01005991,1352
4153,E01005971,1348
4154,E01005986,1207
4155,E01005989,1152
4156,E01005992,1256
4157,E01005973,1361
4158,E01005976,1436
4159,E01005977,1547
4160,E01005978,1355
4161,E01006025,1510
4162,E01006027,1839
4163,E01006050,1825
4164,E01006052,1525
4165,E01006028,1742
4166,E01006029,1943
4167,E01006030,1931
4168,E01006039,1458
4169,E01006040,1857
4170,E01006041,1658
4171,E01005979,1617
4172,E01005980,1445
4173,E01005981,1548
4174,E01005982,1216
4175,E01005983,1547
4176,E01005984,1579
4177,E01006042,1565
4178,E01006043,1499
4179,E01006044,1486
4180,E01006045,1217
4181,E01006046,1484
4182,E08000009,236370
4183,E01006109,1273
4184,E01006110,1796
4185,E01006111,1831
4186,E01006112,1925
4187,E01006185,2416
4188,E01006188,1693
4189,E01006116,1385
4190,E01006117,1689
4191,E01006118,1481
4192,E01006119,1587
4193,E01006121,1508
4194,E01006141,1695
4195,E01006186,1986
4196,E01006187,2547
4197,E01006189,2300
4198,E01006113,1518
4199,E01006114,1769
4200,E01006115,1624
4201,E01006145,1951
4202,E01006146,1770
4203,E01006122,1768
4204,E01006123,1696
4205,E01006124,1429
4206,E01006128,1824
4207,E01006131,1607
4208,E01006155,1605
4209,E01006157,1774
4210,E01006159,1872
4211,E01006182,1545
4212,E01006183,1706
4213,E01006125,1468
4214,E01006126,1778
4215,E01006127,1582
4216,E01006130,1755
4217,E01006132,1516
4218,E01006156,1693
4219,E01006158,1723
4220,E01006179,1765
4221,E01006184,1799
4222,E01006198,1494
4223,E01006199,1667
4224,E01006200,1479
4225,E01006201,1550
4226,E01006202,1411
4227,E01006120,1401
4228,E01006129,1397
4229,E01006133,1393
4230,E01006197,1476
4231,E01006203,1369
4232,E01006142,1779
4233,E01006143,1694
4234,E01006144,1403
4235,E01006180,1883
4236,E01006181,1644
4237,E01006147,1443
4238,E01006149,1599
4239,E01006150,1871
4240,E01006154,1533
4241,E01006165,2062
4242,E01006166,1542
4243,E01006169,1640
4244,E01006170,1557
4245,E01006171,1811
4246,E01006098,1358
4247,E01006099,1302
4248,E01006164,1801
4249,E01006174,1832
4250,E01006178,1943
4251,E01006097,1949
4252,E01006160,2184
4253,E01006161,2389
4254,E01006162,1728
4255,E01006163,1922
4256,E01006148,1772
4257,E01006151,1552
4258,E01006152,1618
4259,E01006153,1541
4260,E01006172,1520
4261,E01006104,1501
4262,E01006105,2251
4263,E01006106,1569
4264,E01006107,1533
4265,E01006108,1783
4266,E01006102,1409
4267,E01006173,1513
4268,E01006175,1722
4269,E01006176,1736
4270,E01006177,1766
4271,E01006091,2789
4272,E01006092,1406
4273,E01006095,1801
4274,E01006167,1639
4275,E01006168,1979
4276,E01006090,2258
4277,E01006094,1596
4278,E01006096,1643
4279,E01006100,1547
4280,E01006103,1627
4281,E01006101,1473
4282,E01006190,1713
4283,E01006195,1799
4284,E01006196,1845
4285,E01006210,1736
4286,E01006204,1580
4287,E01006206,1911
4288,E01006207,1707
4289,E01006208,1630
4290,E01006211,1590
4291,E01006093,1595
4292,E01006191,1554
4293,E01006192,1477
4294,E01006205,1344
4295,E01006209,1659
4296,E01006078,2188
4297,E01006080,1986
4298,E01006089,1888
4299,E01006193,1563
4300,E01006194,2497
4301,E01006074,1712
4302,E01006075,2284
4303,E01006076,1727
4304,E01006079,2451
4305,E01006087,1495
4306,E01006083,1319
4307,E01006084,1780
4308,E01006088,1639
4309,E01006139,1904
4310,E01006140,1774
4311,E01006077,1693
4312,E01006081,1399
4313,E01006082,1657
4314,E01006085,1613
4315,E01006086,1716
4316,E01006134,1513
4317,E01006135,1753
4318,E01006136,1642
4319,E01006137,1426
4320,E01006138,1912
4321,E08000010,326088
4322,E01006315,1172
4323,E01006316,1694
4324,E01006317,1520
4325,E01006319,1394
4326,E01006229,1416
4327,E01006230,1536
4328,E01006233,1435
4329,E01006237,1689
4330,E01006238,1543
4331,E01006259,1226
4332,E01006312,1396
4333,E01006313,1302
4334,E01006314,1768
4335,E01006318,1417
4336,E01006320,1316
4337,E01006321,1663
4338,E01006231,1455
4339,E01006232,1946
4340,E01006234,1195
4341,E01006235,1558
4342,E01006253,1649
4343,E01006254,1578
4344,E01006255,1513
4345,E01006256,1413
4346,E01006260,1539
4347,E01006370,1687
4348,E01006372,1717
4349,E01006373,1495
4350,E01006374,1581
4351,E01006390,1597
4352,E01006236,1505
4353,E01006388,1592
4354,E01006389,1311
4355,E01006391,1634
4356,E01006257,1275
4357,E01006258,1658
4358,E01006369,1693
4359,E01006371,1534
4360,E01006375,1630
4361,E01006306,1616
4362,E01006307,1446
4363,E01006386,1447
4364,E01006387,1540
4365,E01006392,1587
4366,E01006350,1949
4367,E01006351,2226
4368,E01006357,2025
4369,E01006360,1795
4370,E01006361,1772
4371,E01006356,1531
4372,E01006396,1447
4373,E01006397,1075
4374,E01006398,1027
4375,E01006399,1531
4376,E01006305,1896
4377,E01006308,1713
4378,E01006309,1758
4379,E01006310,1699
4380,E01006311,1674
4381,E01006269,1796
4382,E01006271,1685
4383,E01006272,1703
4384,E01006273,1518
4385,E01006276,2300
4386,E01006353,1537
4387,E01006354,1525
4388,E01006355,1544
4389,E01006358,2186
4390,E01006359,1498
4391,E01006349,2064
4392,E01006352,1949
4393,E01006404,1821
4394,E01006405,1543
4395,E01006411,1649
4396,E01006270,1556
4397,E01006274,1541
4398,E01006275,1584
4399,E01006277,1844
4400,E01006286,1426
4401,E01006239,2104
4402,E01006240,1575
4403,E01006241,2112
4404,E01006287,1188
4405,E01006289,1837
4406,E01006362,1735
4407,E01006363,1514
4408,E01006364,2095
4409,E01006365,2213
4410,E01006366,1790
4411,E01006367,1706
4412,E01006368,1790
4413,E01006278,1706
4414,E01006279,1642
4415,E01006280,1401
4416,E01006281,1679
4417,E01006285,1804
4418,E01006406,1422
4419,E01006407,1458
4420,E01006408,1730
4421,E01006409,1346
4422,E01006410,1334
4423,E01006393,1389
4424,E01006394,1538
4425,E01006395,2701
4426,E01006400,1857
4427,E01006401,1468
4428,E01006402,1120
4429,E01006403,1718
4430,E01006290,1409
4431,E01006291,1500
4432,E01006292,1571
4433,E01006293,1682
4434,E01006242,1783
4435,E01006243,2089
4436,E01006244,1580
4437,E01006245,2657
4438,E01006213,1684
4439,E01006215,1691
4440,E01006217,2483
4441,E01006218,2204
4442,E01006219,1229
4443,E01006288,1867
4444,E01006294,1878
4445,E01006295,1626
4446,E01006377,1745
4447,E01006378,1300
4448,E01006212,1442
4449,E01006214,1413
4450,E01006216,2230
4451,E01006322,1609
4452,E01006329,1624
4453,E01006282,1766
4454,E01006283,1556
4455,E01006284,1583
4456,E01006336,1793
4457,E01006337,1591
4458,E01006376,1813
4459,E01006381,2117
4460,E01006382,1342
4461,E01006383,1635
4462,E01006384,1385
4463,E01006250,1729
4464,E01006251,1535
4465,E01006379,1480
4466,E01006380,1764
4467,E01006385,1445
4468,E01006328,1401
4469,E01006333,1911
4470,E01006334,1695
4471,E01006338,1624
4472,E01006248,1723
4473,E01006249,1646
4474,E01006330,1553
4475,E01006331,1596
4476,E01006332,2026
4477,E01006262,1601
4478,E01006263,1572
4479,E01006266,1339
4480,E01006267,1619
4481,E01006268,1737
4482,E01006323,1543
4483,E01006324,1361
4484,E01006325,1631
4485,E01006326,1345
4486,E01006327,1857
4487,E01006246,1547
4488,E01006247,1334
4489,E01006252,1478
4490,E01006297,1694
4491,E01006335,1587
4492,E01006220,1870
4493,E01006221,1565
4494,E01006222,1576
4495,E01006224,1512
4496,E01006226,1746
4497,E01006223,1555
4498,E01006225,1562
4499,E01006261,1520
4500,E01006264,1245
4501,E01006265,1451
4502,E01006296,1581
4503,E01006298,1420
4504,E01006299,2064
4505,E01006300,1366
4506,E01006301,1519
4507,E01006227,1530
4508,E01006228,1851
4509,E01006342,1570
4510,E01006344,1499
4511,E01006346,2161
4512,E01006339,1298
4513,E01006340,1428
4514,E01006343,1696
4515,E01006345,1449
4516,E01006348,1834
4517,E01006302,1639
4518,E01006303,1399
4519,E01006304,1483
4520,E01006341,1615
4521,E01006347,1597
4522,E07000117,88527
4523,E01024859,1450
4524,E01024861,1089
4525,E01024862,1451
4526,E01024891,1878
4527,E01024892,1435
4528,E01024894,1471
4529,E01024893,1620
4530,E01024896,1235
4531,E01024897,1382
4532,E01024898,1666
4533,E01024856,1774
4534,E01024875,1660
4535,E01024876,1562
4536,E01024877,1722
4537,E01024878,1827
4538,E01024895,1508
4539,E01024883,1453
4540,E01024884,1604
4541,E01024885,1712
4542,E01024886,1437
4543,E01024889,1244
4544,E01024890,1560
4545,E01024879,1278
4546,E01024880,1565
4547,E01024912,1318
4548,E01024913,1235
4549,E01024914,1353
4550,E01024881,1427
4551,E01024882,1401
4552,E01024902,1598
4553,E01024911,1765
4554,E01024855,1441
4555,E01024857,1572
4556,E01024858,1424
4557,E01024864,1524
4558,E01024863,1492
4559,E01024865,1397
4560,E01024866,1641
4561,E01024867,1439
4562,E01024860,1347
4563,E01024868,1216
4564,E01024869,1348
4565,E01024870,1113
4566,E01024872,1447
4567,E01024899,1560
4568,E01024900,1728
4569,E01024907,1214
4570,E01024908,1272
4571,E01024909,1637
4572,E01024874,1094
4573,E01024887,1505
4574,E01024888,1633
4575,E01024901,1709
4576,E01024904,1699
4577,E01024906,1903
4578,E01024910,1397
4579,E01024871,1369
4580,E01024873,1287
4581,E01024903,1260
4582,E01024905,1179
4583,E07000118,116821
4584,E01024951,1227
4585,E01024952,1347
4586,E01024953,1364
4587,E01024954,1591
4588,E01024921,1979
4589,E01024978,1327
4590,E01024979,1361
4591,E01024980,1429
4592,E01024946,1179
4593,E01024947,1364
4594,E01024955,1443
4595,E01024956,1625
4596,E01024957,2204
4597,E01024958,1352
4598,E01024948,1636
4599,E01024949,3375
4600,E01024950,1418
4601,E01024977,2518
4602,E01024967,1200
4603,E01024968,2057
4604,E01024969,1277
4605,E01024970,1305
4606,E01024971,1239
4607,E01024972,1129
4608,E01024929,1261
4609,E01024930,1470
4610,E01024931,1446
4611,E01024932,1007
4612,E01024933,1233
4613,E01024937,1457
4614,E01024964,1590
4615,E01024974,1537
4616,E01024975,3220
4617,E01024976,1713
4618,E01024919,5533
4619,E01024920,1919
4620,E01024934,1599
4621,E01024935,1343
4622,E01024925,1788
4623,E01024926,2421
4624,E01024927,1732
4625,E01024928,1430
4626,E01024936,1615
4627,E01024938,2037
4628,E01024939,2194
4629,E01024940,1931
4630,E01024941,1918
4631,E01024923,1271
4632,E01024924,1462
4633,E01024963,1583
4634,E01024965,1414
4635,E01024966,1964
4636,E01024942,1791
4637,E01024943,2309
4638,E01024944,2061
4639,E01024945,3258
4640,E01024922,1432
4641,E01024959,1942
4642,E01024960,1735
4643,E01024961,1582
4644,E01024962,1574
4645,E01024915,2552
4646,E01024916,1867
4647,E01024917,1798
4648,E01024918,1749
4649,E01024973,2137
4650,E07000119,79770
4651,E01024993,1527
4652,E01025026,1367
4653,E01025027,1811
4654,E01025028,1630
4655,E01025031,1566
4656,E01025007,1503
4657,E01025008,1150
4658,E01025009,1525
4659,E01025011,1540
4660,E01025012,2517
4661,E01025013,1748
4662,E01025019,1632
4663,E01024998,1866
4664,E01025010,1837
4665,E01025014,1668
4666,E01025015,1478
4667,E01025004,1392
4668,E01025006,1306
4669,E01025023,1288
4670,E01025024,1538
4671,E01025025,1651
4672,E01025001,1805
4673,E01025002,1386
4674,E01025005,1544
4675,E01025016,2485
4676,E01025018,1231
4677,E01024984,1404
4678,E01024985,1347
4679,E01024986,1612
4680,E01024987,1453
4681,E01024988,1629
4682,E01024989,1511
4683,E01024996,1210
4684,E01024997,1447
4685,E01024999,1465
4686,E01025000,1228
4687,E01025029,2298
4688,E01025030,1794
4689,E01024981,1355
4690,E01024982,1401
4691,E01024983,1527
4692,E01024994,1595
4693,E01024995,1336
4694,E01025003,1660
4695,E01025017,1446
4696,E01024990,1389
4697,E01024991,1100
4698,E01024992,1472
4699,E01025020,1502
4700,E01025021,1434
4701,E01025022,2164
4702,E07000120,80815
4703,E01025060,1523
4704,E01025061,1414
4705,E01025062,1575
4706,E01025063,1532
4707,E01025064,1622
4708,E01025065,1682
4709,E01025066,1542
4710,E01025032,1425
4711,E01025033,2169
4712,E01025034,1677
4713,E01025048,1489
4714,E01025049,1596
4715,E01025050,1486
4716,E01025053,1517
4717,E01025070,1160
4718,E01025071,1353
4719,E01025072,1293
4720,E01025073,1212
4721,E01025074,1361
4722,E01025051,1542
4723,E01025052,1583
4724,E01025057,1657
4725,E01025058,1496
4726,E01025059,1678
4727,E01025067,1455
4728,E01025068,1473
4729,E01025069,1399
4730,E01025044,1263
4731,E01025045,1302
4732,E01025046,1189
4733,E01025081,1636
4734,E01025041,1693
4735,E01025042,2250
4736,E01025082,1793
4737,E01025083,2277
4738,E01025084,1576
4739,E01033231,3186
4740,E01025055,1479
4741,E01025075,1726
4742,E01025076,1323
4743,E01025077,1351
4744,E01025078,1409
4745,E01025035,1426
4746,E01025036,1499
4747,E01025037,1435
4748,E01025038,1275
4749,E01025039,1155
4750,E01025040,1551
4751,E01025054,1657
4752,E01025056,1234
4753,E01025079,1604
4754,E01025080,1615
4755,E07000121,144246
4756,E01025088,1106
4757,E01025096,1601
4758,E01025097,1564
4759,E01025098,1283
4760,E01025148,2022
4761,E01025168,1057
4762,E01025169,1189
4763,E01025130,2110
4764,E01025132,1525
4765,E01025166,1219
4766,E01025167,1271
4767,E01025089,1393
4768,E01025090,1636
4769,E01025158,1418
4770,E01025159,1349
4771,E01025160,1413
4772,E01025085,1357
4773,E01025086,1425
4774,E01025087,1284
4775,E01025161,1093
4776,E01025108,1417
4777,E01025109,1153
4778,E01025131,1600
4779,E01025133,1471
4780,E01025112,1635
4781,E01025136,1685
4782,E01025138,1457
4783,E01025139,1758
4784,E01025140,1453
4785,E01025111,1749
4786,E01025113,1537
4787,E01025118,1150
4788,E01025119,1479
4789,E01025110,1526
4790,E01025116,1271
4791,E01025117,1394
4792,E01025120,1636
4793,E01025170,1621
4794,E01025171,1891
4795,E01025172,1499
4796,E01025173,1683
4797,E01025149,2121
4798,E01025150,1513
4799,E01025151,1565
4800,E01025152,1570
4801,E01025154,1291
4802,E01025091,1557
4803,E01025092,1221
4804,E01025095,2583
4805,E01025126,2043
4806,E01025093,2137
4807,E01025094,1408
4808,E01025099,1691
4809,E01033071,1725
4810,E01033073,1894
4811,E01025125,1584
4812,E01025128,1434
4813,E01025129,1410
4814,E01025147,1513
4815,E01025114,1569
4816,E01025115,1553
4817,E01025121,2098
4818,E01025122,1662
4819,E01025123,2649
4820,E01025124,1657
4821,E01033072,2450
4822,E01025100,2144
4823,E01025101,1487
4824,E01025102,1746
4825,E01025103,1320
4826,E01025144,2059
4827,E01025146,1940
4828,E01025127,1433
4829,E01025141,1443
4830,E01025143,1441
4831,E01025145,1495
4832,E01025105,6432
4833,E01025106,2040
4834,E01025107,1609
4835,E01025142,1391
4836,E01025137,1375
4837,E01025162,1374
4838,E01025163,1355
4839,E01025164,1356
4840,E01025165,1488
4841,E01025153,1287
4842,E01025155,1309
4843,E01025156,1261
4844,E01025157,1183
4845,E07000122,91405
4846,E01025191,1283
4847,E01025192,1480
4848,E01025193,1261
4849,E01025194,1321
4850,E01025195,1148
4851,E01025196,1608
4852,E01025197,1241
4853,E01025198,1447
4854,E01025199,1707
4855,E01025200,1497
4856,E01025201,1545
4857,E01025202,1366
4858,E01025205,1430
4859,E01025206,1131
4860,E01025207,1177
4861,E01025208,1214
4862,E01025220,1690
4863,E01025221,1376
4864,E01025222,1514
4865,E01025223,1419
4866,E01025178,1844
4867,E01025179,1555
4868,E01025180,1861
4869,E01025203,1628
4870,E01025226,1534
4871,E01025227,2068
4872,E01025228,1581
4873,E01025174,1398
4874,E01025175,1474
4875,E01025176,2041
4876,E01025177,1713
4877,E01025204,1660
4878,E01025211,1389
4879,E01025181,1556
4880,E01025182,1630
4881,E01025183,1756
4882,E01025184,1879
4883,E01025188,2114
4884,E01025189,1691
4885,E01025210,1893
4886,E01025217,1631
4887,E01025218,1300
4888,E01025219,1488
4889,E01025224,2293
4890,E01025225,1712
4891,E01025229,2425
4892,E01025230,1983
4893,E01025187,1588
4894,E01025190,1605
4895,E01025209,1686
4896,E01025216,2243
4897,E01025185,2088
4898,E01025186,1760
4899,E01025212,1376
4900,E01025213,1240
4901,E01025214,1398
4902,E01025215,1469
4903,E07000123,141818
4904,E01025278,2594
4905,E01025279,2076
4906,E01025282,1556
4907,E01025257,1299
4908,E01025277,1693
4909,E01025280,2385
4910,E01025281,1428
4911,E01025256,1487
4912,E01025258,1400
4913,E01025259,2207
4914,E01025299,1457
4915,E01025301,1077
4916,E01025302,1173
4917,E01025253,1689
4918,E01025254,1135
4919,E01025255,1464
4920,E01025300,1001
4921,E01025303,1295
4922,E01025260,1583
4923,E01025262,1541
4924,E01025263,1464
4925,E01025264,1409
4926,E01025239,1334
4927,E01025241,1539
4928,E01025242,1541
4929,E01025243,1909
4930,E01025251,1533
4931,E01025234,1424
4932,E01025235,1735
4933,E01025237,1529
4934,E01025238,1471
4935,E01025245,2648
4936,E01025252,1325
4937,E01025233,1271
4938,E01025240,1524
4939,E01025261,1275
4940,E01025266,1178
4941,E01025309,1229
4942,E01025236,1541
4943,E01025283,1755
4944,E01025284,1707
4945,E01025285,1343
4946,E01025286,1839
4947,E01025287,2044
4948,E01025270,1548
4949,E01025272,1672
4950,E01025273,1274
4951,E01025288,1817
4952,E01025246,1659
4953,E01025274,1816
4954,E01025275,1642
4955,E01025294,1879
4956,E01025276,1757
4957,E01025308,1573
4958,E01025310,1437
4959,E01025311,1238
4960,E01025312,1570
4961,E01025313,2378
4962,E01025314,2893
4963,E01025231,1290
4964,E01025232,1476
4965,E01025265,1375
4966,E01025267,1345
4967,E01025268,1823
4968,E01025269,1837
4969,E01025271,1484
4970,E01025295,2730
4971,E01025296,2031
4972,E01025297,1994
4973,E01025298,1687
4974,E01025244,1611
4975,E01025292,3528
4976,E01025293,2179
4977,E01025247,1720
4978,E01025248,1380
4979,E01025249,966
4980,E01025250,1717
4981,E01025304,1802
4982,E01025305,1563
4983,E01025289,1585
4984,E01025290,1547
4985,E01025291,1217
4986,E01025306,1915
4987,E01033223,2437
4988,E01033224,1134
4989,E01033226,1185
4990,E07000124,60057
4991,E01025315,1578
4992,E01025320,1305
4993,E01025331,1362
4994,E01025348,1594
4995,E01025349,1446
4996,E01025334,1581
4997,E01025344,1360
4998,E01025345,1548
4999,E01025346,1565
5000,E01025347,1682
5001,E01025329,2200
5002,E01025330,1429
5003,E01025335,1344
5004,E01025338,1585
5005,E01025339,1985
5006,E01025322,1466
5007,E01025326,1395
5008,E01025327,1425
5009,E01025342,1586
5010,E01025321,1287
5011,E01025340,1407
5012,E01025341,1204
5013,E01025343,1545
5014,E01025354,1850
5015,E01025316,1592
5016,E01025317,1164
5017,E01025325,1684
5018,E01025328,1374
5019,E01025318,1219
5020,E01025319,2087
5021,E01025333,1477
5022,E01025350,1473
5023,E01025351,2765
5024,E01025323,1151
5025,E01025324,1368
5026,E01025332,1006
5027,E01025336,1054
5028,E01025337,1461
5029,E01025352,1399
5030,E01025353,1054
5031,E07000125,70895
5032,E01025355,2424
5033,E01025361,2091
5034,E01025362,2076
5035,E01025393,1377
5036,E01025363,1409
5037,E01025364,1300
5038,E01025366,1561
5039,E01025395,1552
5040,E01025396,1407
5041,E01025397,1792
5042,E01025398,1479
5043,E01025367,1821
5044,E01025368,1620
5045,E01025369,1257
5046,E01025381,1495
5047,E01025382,1786
5048,E01025383,2871
5049,E01025356,1507
5050,E01025373,1740
5051,E01025385,1254
5052,E01025387,1652
5053,E01033281,2789
5054,E01025377,1571
5055,E01025378,1520
5056,E01025379,1476
5057,E01025380,1528
5058,E01025357,1386
5059,E01025358,2240
5060,E01025365,1493
5061,E01025384,1245
5062,E01025359,1702
5063,E01025360,2118
5064,E01025375,1625
5065,E01025376,2368
5066,E01025371,1497
5067,E01025374,1449
5068,E01025391,1519
5069,E01025392,1264
5070,E01025394,1612
5071,E01025370,1170
5072,E01025388,1502
5073,E01025389,1271
5074,E01025390,1079
5075,E07000126,110527
5076,E01025424,1277
5077,E01025425,1320
5078,E01025426,1222
5079,E01025466,1533
5080,E01025413,1794
5081,E01025414,1498
5082,E01025456,1275
5083,E01025458,1492
5084,E01025408,1471
5085,E01025409,1269
5086,E01025410,1344
5087,E01025467,1907
5088,E01025403,2204
5089,E01025457,1377
5090,E01025463,1351
5091,E01025464,1243
5092,E01025465,1122
5093,E01025411,2212
5094,E01025448,1499
5095,E01025449,1034
5096,E01025450,946
5097,E01025412,1445
5098,E01025427,1276
5099,E01025428,1638
5100,E01025429,1506
5101,E01025404,1148
5102,E01025405,1051
5103,E01025406,1176
5104,E01025407,2036
5105,E01025399,1566
5106,E01025400,2031
5107,E01025401,1405
5108,E01025402,1778
5109,E01025442,1057
5110,E01025443,1230
5111,E01025444,1230
5112,E01025461,1972
5113,E01025462,1795
5114,E01025439,1472
5115,E01025453,1597
5116,E01025454,1327
5117,E01025455,1558
5118,E01025436,2190
5119,E01025437,1966
5120,E01025438,1340
5121,E01025440,1355
5122,E01025441,1426
5123,E01025417,1523
5124,E01025418,1464
5125,E01025419,1510
5126,E01025420,2963
5127,E01025421,2629
5128,E01025422,1480
5129,E01025431,1928
5130,E01025433,1566
5131,E01025416,1493
5132,E01025451,1868
5133,E01025452,1727
5134,E01025415,2073
5135,E01025423,1300
5136,E01025435,1498
5137,E01025446,1487
5138,E01025430,1936
5139,E01025434,1880
5140,E01032928,2877
5141,E01032929,1025
5142,E01025445,1442
5143,E01025447,1213
5144,E01025459,1682
5145,E01025460,2002
5146,E07000127,113949
5147,E01025496,1170
5148,E01025497,1483
5149,E01025498,1320
5150,E01025530,1493
5151,E01025532,1583
5152,E01025533,1632
5153,E01025507,1838
5154,E01025508,1496
5155,E01025509,1203
5156,E01025513,1993
5157,E01025531,1083
5158,E01025474,1223
5159,E01025495,2066
5160,E01025514,2266
5161,E01025515,1702
5162,E01025483,2447
5163,E01025484,2018
5164,E01025485,1639
5165,E01025486,1531
5166,E01025487,1629
5167,E01025510,1353
5168,E01025511,1151
5169,E01025512,1298
5170,E01025538,1575
5171,E01025539,1321
5172,E01025499,1380
5173,E01025501,1079
5174,E01025502,1513
5175,E01025516,1464
5176,E01025517,1595
5177,E01025519,1235
5178,E01025488,2290
5179,E01025489,1451
5180,E01025490,2604
5181,E01025500,1708
5182,E01025518,1509
5183,E01025479,1918
5184,E01025491,2475
5185,E01025506,1933
5186,E01025468,1601
5187,E01025469,1520
5188,E01025470,1572
5189,E01025522,1151
5190,E01025471,1529
5191,E01025480,1330
5192,E01025481,1468
5193,E01025482,1510
5194,E01025520,1223
5195,E01025521,1720
5196,E01025523,1684
5197,E01025524,1517
5198,E01025525,1645
5199,E01025526,1521
5200,E01025472,1458
5201,E01025473,1406
5202,E01025475,1404
5203,E01025476,1432
5204,E01025477,1206
5205,E01025478,1149
5206,E01025492,1306
5207,E01025527,1365
5208,E01025528,1828
5209,E01025529,2014
5210,E01025493,1665
5211,E01025494,1659
5212,E01025503,1349
5213,E01025504,1200
5214,E01025505,1348
5215,E01025534,1806
5216,E01025535,1631
5217,E01025536,1443
5218,E01025537,1468
5219,E01025540,1154
5220,E07000128,111223
5221,E01025573,1319
5222,E01025574,1541
5223,E01025581,1238
5224,E01025582,1226
5225,E01025583,1268
5226,E01025584,1382
5227,E01025605,1323
5228,E01025606,1276
5229,E01025607,1734
5230,E01025608,1642
5231,E01025590,1584
5232,E01025591,1567
5233,E01025592,1361
5234,E01025593,1791
5235,E01025563,1138
5236,E01025564,1838
5237,E01025565,1567
5238,E01025586,1559
5239,E01025587,1481
5240,E01025588,1423
5241,E01025589,1226
5242,E01025557,1548
5243,E01025575,1644
5244,E01025578,1630
5245,E01025579,1393
5246,E01025580,1242
5247,E01025547,2061
5248,E01025549,2440
5249,E01025609,2287
5250,E01025548,1552
5251,E01025553,2784
5252,E01025558,1670
5253,E01025559,1912
5254,E01025560,1316
5255,E01025554,1462
5256,E01025556,1594
5257,E01025570,1221
5258,E01025571,1400
5259,E01025572,1434
5260,E01025604,1435
5261,E01025561,1489
5262,E01025562,2193
5263,E01025585,2682
5264,E01025542,1711
5265,E01025555,1427
5266,E01025601,1369
5267,E01025602,1589
5268,E01025603,1488
5269,E01025541,2271
5270,E01025543,1835
5271,E01025544,1528
5272,E01025576,2382
5273,E01025577,1457
5274,E01025550,1599
5275,E01025552,1280
5276,E01025594,1548
5277,E01025595,1435
5278,E01025596,2076
5279,E01025597,1149
5280,E01025545,1965
5281,E01025546,1595
5282,E01025551,1244
5283,E01025567,1577
5284,E01025598,1405
5285,E01025566,2185
5286,E01025568,1881
5287,E01025569,1887
5288,E01025599,951
5289,E01025600,1516
5290,E08000011,149571
5291,E01006448,1992
5292,E01006492,1329
5293,E01006493,1113
5294,E01006494,1506
5295,E01006495,2115
5296,E01006454,1194
5297,E01006456,1533
5298,E01006457,1173
5299,E01006458,1430
5300,E01006490,2788
5301,E01006491,2060
5302,E01006415,2097
5303,E01006417,1265
5304,E01006436,1523
5305,E01006437,1156
5306,E01006447,1439
5307,E01006455,1774
5308,E01006506,1408
5309,E01006507,1444
5310,E01006508,1346
5311,E01006509,1734
5312,E01006510,1283
5313,E01006416,1501
5314,E01006418,1346
5315,E01006434,1544
5316,E01006435,1466
5317,E01006438,1224
5318,E01006439,1563
5319,E01006446,1450
5320,E01006412,1568
5321,E01006413,1578
5322,E01006414,1406
5323,E01006441,2747
5324,E01006460,1601
5325,E01006461,1479
5326,E01006463,2476
5327,E01006464,1565
