area_code,groupCount
W01001595,1.0
W01001596,0.0
W01001597,1.0
W01001598,0.0
W01001599,0.0
W01001600,0.0
W01001601,0.0
W01001602,0.0
W01001603,0.0
W01001604,0.0
W01001605,0.0
W01001606,0.0
W01001607,0.0
W01001608,0.0
W01001609,0.0
W01001610,0.0
W01001611,0.0
W01001612,0.0
W01001613,0.0
W01001614,0.0
W01001615,0.0
W01001616,0.0
W01001617,0.0
W01001618,0.0
W01001619,0.0
W01001620,0.0
W01001621,0.0
W01001622,0.0
W01001623,0.0
W01001624,0.0
W01001625,0.0
W01001626,0.0
W01001627,0.0
W01001628,0.0
W01001629,0.0
W01001630,0.0
W01001631,0.0
W01001632,0.0
W01001633,0.0
W01001634,0.0
W01001635,0.0
W01001636,0.0
W01001637,0.0
W01001638,0.0
W01001639,0.0
W01001640,0.0
W01001641,0.0
W01001642,0.0
W01001643,0.0
W01001644,0.0
W01001645,0.0
W01001646,0.0
W01001647,0.0
W01001648,0.0
W01001649,0.0
W01001650,0.0
W01001651,0.0
W01001652,0.0
W01001653,0.0
W01001654,0.0
W01001655,0.0
W01001657,0.0
W01001658,0.0
W01001659,0.0
W01001660,0.0
W01001661,0.0
W01001662,0.0
W01001663,0.0
W01001664,0.0
W01001665,0.0
W01001666,0.0
W01001667,0.0
W01001668,0.0
W01001669,0.0
W01001670,0.0
W01001671,0.0
W01001672,0.0
W01001673,0.0
W01001674,0.0
W01001675,0.0
W01001676,0.0
W01001677,0.0
W01001678,0.0
W01001679,0.0
W01001680,0.0
W01001681,0.0
W01001682,0.0
W01001683,0.0
W01001684,0.0
W01001685,0.0
W01001686,0.0
W01001687,3.0
W01001688,0.0
W01001689,0.0
W01001690,0.0
W01001691,0.0
W01001692,0.0
W01001693,0.0
W01001694,1.0
W01001695,0.0
W01001696,0.0
W01001697,0.0
W01001698,0.0
W01001699,0.0
W01001702,0.0
W01001703,0.0
W01001704,0.0
W01001705,0.0
W01001706,0.0
W01001707,0.0
W01001708,0.0
W01001709,1.0
W01001710,0.0
W01001711,0.0
W01001712,0.0
W01001713,0.0
W01001714,0.0
W01001715,0.0
W01001716,0.0
W01001717,1.0
W01001718,0.0
W01001719,0.0
W01001720,0.0
W01001721,0.0
W01001722,0.0
W01001724,0.0
W01001725,0.0
W01001726,0.0
W01001727,0.0
W01001728,0.0
W01001729,0.0
W01001730,0.0
W01001731,0.0
W01001732,0.0
W01001733,0.0
W01001734,0.0
W01001735,0.0
W01001736,0.0
W01001737,0.0
W01001738,0.0
W01001739,0.0
W01001740,0.0
W01001741,0.0
W01001742,0.0
W01001743,0.0
W01001744,0.0
W01001745,0.0
W01001746,0.0
W01001747,0.0
W01001748,0.0
W01001749,0.0
W01001750,0.0
W01001751,0.0
W01001752,0.0
W01001753,0.0
W01001754,0.0
W01001755,0.0
W01001756,1.0
W01001757,0.0
W01001758,0.0
W01001759,0.0
W01001760,0.0
W01001761,0.0
W01001762,0.0
W01001764,1.0
W01001765,0.0
W01001766,0.0
W01001767,0.0
W01001768,0.0
W01001769,0.0
W01001770,0.0
W01001771,0.0
W01001772,0.0
W01001773,0.0
W01001774,0.0
W01001775,0.0
W01001776,0.0
W01001777,0.0
W01001778,0.0
W01001779,1.0
W01001780,0.0
W01001781,0.0
W01001782,0.0
W01001783,0.0
W01001784,0.0
W01001785,0.0
W01001786,0.0
W01001787,0.0
W01001788,0.0
W01001789,0.0
W01001790,0.0
W01001791,1.0
W01001792,0.0
W01001793,1.0
W01001794,0.0
W01001795,0.0
W01001796,0.0
W01001797,0.0
W01001798,0.0
W01001799,0.0
W01001800,0.0
W01001802,0.0
W01001803,0.0
W01001804,0.0
W01001805,0.0
W01001806,0.0
W01001807,0.0
W01001808,0.0
W01001809,0.0
W01001810,0.0
W01001811,0.0
W01001812,0.0
W01001813,0.0
W01001814,0.0
W01001815,0.0
W01001816,0.0
W01001817,0.0
W01001818,0.0
W01001819,0.0
W01001820,1.0
W01001821,1.0
W01001822,0.0
W01001823,0.0
W01001824,0.0
W01001825,0.0
W01001826,0.0
W01001827,0.0
W01001828,0.0
W01001829,0.0
W01001830,0.0
W01001831,0.0
W01001832,0.0
W01001833,0.0
W01001834,0.0
W01001835,0.0
W01001836,0.0
W01001837,0.0
W01001838,0.0
W01001839,0.0
W01001840,0.0
W01001841,0.0
W01001842,0.0
W01001843,0.0
W01001844,0.0
W01001846,0.0
W01001847,0.0
W01001848,0.0
W01001849,0.0
W01001850,0.0
W01001851,0.0
W01001852,0.0
W01001853,0.0
W01001854,0.0
W01001855,0.0
W01001856,0.0
W01001857,0.0
W01001858,0.0
W01001859,0.0
W01001860,1.0
W01001861,0.0
W01001862,0.0
W01001863,0.0
W01001864,0.0
W01001865,0.0
W01001866,0.0
W01001867,0.0
W01001868,0.0
W01001869,0.0
W01001870,0.0
W01001871,0.0
W01001872,0.0
W01001873,0.0
W01001874,0.0
W01001875,1.0
W01001876,0.0
W01001877,0.0
W01001878,0.0
W01001879,0.0
W01001880,0.0
W01001881,0.0
W01001882,0.0
W01001883,0.0
W01001884,0.0
W01001885,0.0
W01001886,0.0
W01001887,0.0
W01001888,0.0
W01001889,0.0
W01001890,0.0
W01001891,0.0
W01001892,0.0
W01001893,0.0
W01001894,0.0
W01001895,0.0
W01001896,0.0
W01001897,0.0
W01001898,0.0
W01001899,0.0
W01001900,1.0
W01001901,0.0
W01001902,0.0
W01001903,0.0
W01001904,0.0
W01001905,0.0
W01001906,0.0
W01001907,1.0
W01001908,0.0
W01001909,0.0
W01001910,0.0
W01001911,0.0
W01001912,0.0
W01001913,0.0
W01001914,0.0
W01001915,0.0
W01001916,0.0
W01001917,0.0
W01001918,0.0
W01001919,0.0
W01001920,0.0
W01001921,0.0
W01001922,0.0
W01001923,0.0
W01001924,0.0
W01001925,0.0
W01001926,0.0
W01001927,0.0
W01001928,0.0
W01001929,0.0
W01001930,0.0
W01001931,0.0
W01001932,0.0
W01001933,0.0
W01001934,0.0
W01001935,0.0
W01001936,0.0
W01001937,0.0
W01001938,0.0
W01001939,8.0
W01001940,0.0
W01001941,0.0
W01001942,0.0
W01001943,0.0
W01001944,0.0
W01001945,0.0
W01001946,0.0
W01001947,1.0
W01001948,0.0
W01001949,0.0
W01001950,0.0
W01001951,0.0
W01001952,0.0
W01001953,0.0
W01001954,0.0
W01001955,3.0
W01001956,0.0
W01001957,0.0
W01001958,0.0
