area_code,groupCount
W01000366,0.0
W01000367,0.0
W01000368,0.0
W01000369,0.0
W01000370,0.0
W01000371,0.0
W01000372,0.0
W01000373,0.0
W01000374,0.0
W01000375,0.0
W01000376,0.0
W01000377,0.0
W01000378,0.0
W01000379,0.0
W01000380,0.0
W01000381,0.0
W01000382,1.0
W01000383,0.0
W01000384,0.0
W01000385,0.0
W01000386,0.0
W01000387,0.0
W01000388,0.0
W01000389,0.0
W01000390,0.0
W01000391,0.0
W01000392,0.0
W01000393,0.0
W01000394,0.0
W01000395,0.0
W01000396,0.0
W01000397,0.0
W01000398,0.0
W01000399,0.0
W01000400,0.0
W01000401,0.0
W01000402,3.0
W01000403,0.0
W01000404,1.0
W01000405,0.0
W01000406,0.0
W01000407,0.0
W01000408,0.0
W01000409,0.0
W01000410,0.0
W01000411,0.0
W01000412,0.0
W01000413,0.0
W01000414,0.0
W01000415,0.0
W01000416,0.0
W01000417,0.0
W01000418,1.0
W01000419,0.0
W01000420,0.0
W01000422,0.0
W01000423,0.0
W01000424,0.0
W01000425,0.0
W01000426,0.0
W01000427,0.0
W01000428,1.0
W01000429,0.0
W01000430,0.0
W01000431,0.0
W01000432,0.0
W01000433,1.0
W01000434,0.0
W01000438,0.0
W01000439,2.0
W01000440,0.0
W01000441,0.0
W01000442,1.0
W01000443,0.0
W01000444,0.0
W01000445,0.0
W01000446,0.0
W01000447,0.0
W01000448,0.0
W01000449,0.0
W01000450,0.0
W01000451,0.0
W01000452,1.0
W01000453,0.0
W01000454,1.0
W01000455,0.0
W01000456,0.0
W01000457,0.0
W01000458,1.0
W01000459,0.0
W01000460,1.0
W01000461,0.0
W01000464,1.0
W01000465,0.0
W01000466,0.0
W01000467,1.0
W01000470,0.0
W01000471,1.0
W01000472,0.0
W01000473,1.0
W01000474,0.0
W01000475,0.0
W01000476,0.0
W01000477,1.0
W01000478,0.0
W01000479,0.0
W01000480,1.0
W01000481,0.0
W01000482,0.0
W01000483,0.0
W01000484,0.0
W01000485,0.0
W01000486,1.0
W01000487,1.0
W01000488,1.0
W01000489,0.0
W01000492,1.0
W01000493,0.0
W01000494,0.0
W01000496,0.0
W01000497,0.0
W01000498,0.0
W01000499,1.0
W01000500,0.0
W01000501,0.0
W01000502,0.0
W01000503,0.0
W01000504,0.0
W01000505,0.0
W01000506,0.0
W01000507,0.0
W01000508,0.0
W01000509,0.0
W01000510,0.0
W01000511,1.0
W01000512,0.0
W01000513,1.0
W01000515,0.0
W01000516,0.0
W01000517,0.0
W01000518,0.0
W01000519,0.0
W01000522,0.0
W01000523,0.0
W01000524,0.0
W01000525,0.0
W01000527,1.0
W01000528,0.0
W01000529,0.0
W01000531,0.0
W01000532,0.0
W01000533,0.0
W01000534,0.0
W01000535,0.0
W01000536,0.0
W01000537,0.0
W01000538,1.0
W01000539,0.0
W01000540,0.0
W01000541,0.0
W01000542,0.0
W01000543,0.0
W01000544,0.0
W01000545,0.0
W01000546,0.0
W01000547,0.0
W01000548,0.0
W01000549,0.0
W01000550,2.0
W01000551,0.0
W01000552,0.0
W01000553,1.0
W01000554,0.0
W01000555,1.0
W01000556,0.0
W01000557,0.0
W01000558,0.0
W01000559,0.0
W01000560,0.0
W01000561,0.0
W01000562,0.0
W01000563,0.0
W01000564,0.0
W01000565,1.0
W01000566,0.0
W01000567,1.0
W01000568,1.0
W01000569,0.0
W01000570,0.0
W01000571,0.0
W01000572,0.0
W01000573,0.0
W01000574,0.0
W01000575,0.0
W01000576,0.0
W01000577,0.0
W01000578,0.0
W01000579,0.0
W01000580,0.0
W01000581,0.0
W01000582,0.0
W01000583,0.0
W01000584,0.0
W01000585,0.0
W01000586,0.0
W01000587,0.0
W01000588,0.0
W01000589,0.0
W01000590,0.0
W01000591,0.0
W01000592,0.0
W01000593,0.0
W01000594,0.0
W01000595,1.0
W01000596,0.0
W01000597,1.0
W01000598,0.0
W01000599,0.0
W01000600,0.0
W01000601,0.0
W01000602,0.0
W01000603,0.0
W01000604,0.0
W01000605,0.0
W01000606,0.0
W01000607,0.0
W01000608,0.0
W01000609,2.0
W01000610,0.0
W01000611,0.0
W01000612,1.0
W01000613,0.0
W01000614,2.0
W01000615,0.0
W01000616,0.0
W01000617,0.0
W01000618,0.0
W01000619,0.0
W01000620,1.0
W01000621,1.0
W01000622,0.0
W01000623,0.0
W01000624,2.0
W01000625,0.0
W01000626,1.0
W01000627,0.0
W01000628,0.0
W01000629,0.0
W01000630,0.0
W01000631,0.0
W01000632,0.0
W01000633,0.0
W01000634,0.0
W01000635,0.0
W01000636,0.0
W01000637,0.0
W01000638,0.0
W01000639,0.0
W01000640,0.0
W01000641,3.0
W01000642,0.0
W01000643,0.0
W01000644,0.0
W01000645,0.0
W01000646,0.0
W01000647,0.0
W01000648,0.0
W01000649,0.0
W01000650,0.0
W01000651,0.0
W01000652,0.0
W01000653,0.0
W01000654,0.0
W01000655,0.0
W01000656,0.0
W01000657,0.0
W01000658,0.0
W01000659,0.0
W01000660,0.0
W01000662,0.0
W01000663,0.0
W01000664,0.0
W01000665,0.0
W01000666,0.0
W01000667,0.0
W01000670,1.0
W01000671,0.0
W01000672,0.0
W01000673,0.0
W01000674,0.0
W01000675,0.0
W01000676,0.0
W01000677,1.0
W01000678,0.0
W01000679,0.0
W01000680,0.0
W01000681,0.0
W01000682,0.0
W01000683,0.0
W01000684,0.0
W01000685,0.0
W01000686,0.0
W01000687,0.0
W01000688,0.0
W01000689,0.0
W01000690,0.0
W01000691,0.0
W01000692,0.0
W01000693,0.0
W01000694,0.0
W01000695,1.0
W01000696,0.0
W01000697,0.0
W01000698,0.0
W01000699,0.0
W01000700,0.0
W01000701,0.0
W01000702,0.0
W01000703,0.0
W01000704,0.0
W01000705,0.0
W01000706,0.0
W01000707,0.0
W01000708,0.0
W01000709,0.0
W01000710,0.0
W01000711,0.0
W01000712,0.0
W01000713,0.0
W01000714,0.0
W01000715,0.0
W01000716,0.0
W01000717,0.0
W01000718,0.0
W01000719,0.0
W01000720,0.0
W01000721,0.0
W01000722,0.0
W01000723,0.0
W01000724,0.0
W01000725,0.0
W01000726,0.0
W01000727,0.0
W01000728,1.0
W01000729,0.0
W01000730,0.0
W01000731,0.0
W01000732,0.0
W01000733,1.0
W01000734,0.0
W01000735,0.0
W01000736,0.0
W01000737,0.0
W01000738,0.0
W01000739,0.0
W01000740,0.0
W01000741,1.0
W01000742,0.0
W01000744,0.0
W01000745,1.0
W01000746,0.0
W01000747,0.0
W01000749,0.0
W01000750,0.0
W01000751,0.0
W01000752,0.0
W01000753,0.0
W01000754,0.0
W01000755,0.0
W01000756,0.0
W01000757,0.0
W01000758,0.0
W01000759,0.0
W01000760,0.0
W01000761,0.0
W01000762,0.0
W01000763,0.0
W01000764,0.0
W01000765,0.0
W01000766,0.0
W01000767,0.0
W01000768,0.0
W01000769,0.0
W01000770,0.0
W01000771,0.0
W01000772,0.0
W01000773,0.0
W01000774,0.0
W01000775,0.0
W01000776,2.0
W01000777,0.0
W01000778,0.0
W01000779,0.0
W01000781,0.0
W01000782,0.0
W01000784,0.0
W01000785,0.0
W01000786,0.0
W01000787,0.0
W01000788,0.0
W01000789,0.0
W01000790,0.0
W01000791,0.0
W01000792,0.0
W01000793,1.0
W01000794,0.0
W01000795,0.0
W01000796,0.0
W01000797,0.0
W01000798,0.0
W01000799,0.0
W01000800,0.0
W01000801,0.0
W01000802,0.0
W01000803,0.0
W01000804,0.0
W01000805,0.0
W01000806,0.0
W01000807,0.0
W01000808,0.0
W01000809,0.0
W01000810,0.0
W01000811,0.0
W01000812,0.0
W01000813,0.0
W01000814,0.0
W01000815,0.0
W01000816,0.0
W01000817,0.0
W01000818,0.0
W01000819,0.0
W01000820,0.0
W01000821,0.0
W01000822,0.0
W01000823,0.0
W01000824,0.0
W01000825,1.0
W01000826,0.0
W01000827,0.0
W01000828,0.0
W01000829,1.0
W01000830,0.0
W01000831,0.0
W01000832,0.0
W01000833,0.0
W01000834,0.0
W01000835,0.0
W01000836,0.0
W01000837,0.0
W01000838,0.0
W01000839,0.0
W01000840,0.0
W01000841,0.0
W01000842,1.0
W01000843,0.0
W01000844,0.0
W01000845,0.0
W01000846,1.0
W01000847,0.0
W01000848,0.0
W01000849,0.0
W01000850,0.0
W01000851,0.0
W01000852,0.0
W01000853,0.0
W01000854,0.0
W01000855,0.0
W01000856,0.0
W01000857,0.0
W01000858,0.0
W01000859,0.0
W01000860,0.0
W01000861,0.0
W01000862,0.0
W01000863,0.0
W01000864,0.0
W01000865,0.0
W01000866,0.0
W01000867,0.0
W01000868,0.0
W01000869,0.0
W01000870,0.0
W01000871,0.0
W01000872,0.0
W01000873,0.0
W01000874,0.0
W01000875,0.0
W01000876,0.0
W01000877,0.0
W01000878,0.0
W01000879,0.0
W01000880,0.0
W01000881,0.0
W01000882,0.0
W01000883,0.0
W01000884,0.0
W01000885,0.0
W01000886,0.0
W01000887,1.0
W01000888,1.0
W01000889,0.0
W01000890,0.0
W01000891,0.0
W01000892,0.0
W01000893,0.0
W01000894,0.0
W01000895,0.0
W01000896,0.0
W01000897,0.0
W01000898,0.0
W01000899,0.0
W01000900,0.0
W01000901,0.0
W01000902,1.0
W01000903,0.0
W01000904,0.0
W01000905,0.0
W01000906,0.0
W01000907,0.0
W01000908,0.0
W01000909,1.0
W01000910,0.0
W01000911,0.0
W01000912,0.0
W01000913,0.0
W01000914,0.0
W01000915,0.0
W01000916,0.0
W01000917,0.0
W01000918,1.0
W01000919,0.0
W01000920,0.0
W01000921,0.0
W01000922,0.0
W01000923,0.0
W01000924,0.0
W01000925,0.0
W01000926,0.0
W01000927,0.0
W01000928,0.0
W01000929,0.0
W01000930,0.0
W01000931,0.0
W01000932,0.0
W01000933,0.0
W01000934,0.0
W01000935,2.0
W01000936,0.0
W01000937,1.0
W01000938,0.0
W01000939,1.0
W01000940,0.0
W01000941,0.0
W01000942,0.0
W01000943,0.0
W01000944,0.0
W01000945,0.0
W01000946,0.0
W01000947,0.0
W01000948,0.0
W01000949,0.0
W01000950,0.0
W01000951,0.0
W01000952,0.0
W01000953,1.0
W01000954,0.0
W01000955,0.0
W01000956,0.0
W01000957,0.0
W01000958,0.0
W01000959,0.0
W01000960,0.0
W01000961,0.0
W01000962,0.0
W01000963,0.0
W01000964,0.0
W01000965,0.0
W01000966,0.0
W01000967,0.0
W01000968,0.0
W01000969,0.0
W01000970,0.0
W01000971,0.0
W01000973,0.0
W01000974,0.0
W01000975,0.0
W01000976,0.0
W01000977,0.0
W01000978,0.0
W01000979,0.0
W01000980,0.0
W01000981,0.0
W01000982,0.0
W01000983,0.0
W01000984,0.0
W01000985,0.0
W01000986,0.0
W01000987,0.0
W01000989,0.0
W01000990,0.0
W01000991,0.0
W01000992,0.0
W01000993,0.0
W01000994,0.0
W01000995,0.0
W01000996,0.0
W01000997,0.0
W01000998,0.0
W01000999,0.0
W01001000,0.0
W01001001,0.0
W01001002,0.0
W01001003,0.0
W01001004,1.0
W01001005,0.0
W01001006,0.0
W01001007,0.0
W01001008,0.0
W01001009,0.0
W01001010,0.0
W01001011,0.0
W01001012,0.0
W01001013,0.0
W01001014,0.0
W01001015,0.0
W01001016,0.0
W01001017,0.0
W01001018,0.0
W01001019,0.0
W01001020,0.0
W01001021,0.0
W01001022,0.0
W01001023,0.0
W01001024,0.0
W01001025,0.0
W01001026,0.0
W01001027,0.0
W01001028,1.0
W01001029,0.0
W01001030,0.0
W01001031,0.0
W01001032,0.0
W01001033,0.0
W01001034,0.0
W01001035,2.0
W01001036,0.0
W01001037,0.0
W01001038,0.0
W01001039,0.0
W01001040,0.0
W01001041,0.0
W01001042,0.0
W01001043,0.0
W01001044,0.0
W01001045,0.0
W01001046,1.0
W01001047,0.0
W01001048,0.0
W01001049,0.0
W01001050,0.0
W01001051,0.0
W01001052,0.0
W01001053,0.0
W01001054,0.0
W01001055,0.0
W01001056,0.0
W01001057,0.0
W01001058,0.0
W01001059,0.0
W01001060,0.0
W01001061,1.0
W01001062,0.0
W01001063,0.0
W01001064,0.0
W01001065,0.0
W01001066,0.0
W01001067,0.0
W01001068,0.0
W01001069,0.0
W01001070,0.0
W01001071,0.0
W01001072,0.0
W01001073,0.0
W01001075,0.0
W01001076,0.0
W01001077,0.0
W01001078,0.0
W01001079,0.0
W01001080,0.0
W01001081,0.0
W01001082,0.0
W01001083,1.0
W01001084,1.0
W01001085,0.0
W01001086,0.0
W01001087,0.0
W01001088,0.0
W01001089,0.0
W01001090,0.0
W01001091,0.0
W01001092,0.0
W01001093,0.0
W01001094,0.0
W01001095,0.0
W01001096,0.0
W01001097,0.0
W01001098,0.0
W01001099,0.0
W01001100,0.0
W01001101,1.0
W01001102,0.0
W01001103,0.0
W01001104,1.0
W01001105,0.0
W01001106,0.0
W01001107,1.0
W01001108,0.0
W01001109,0.0
W01001110,0.0
W01001111,0.0
W01001112,0.0
W01001113,0.0
W01001114,0.0
W01001115,0.0
W01001116,0.0
W01001117,0.0
W01001118,1.0
W01001119,0.0
W01001120,0.0
W01001121,0.0
W01001122,0.0
W01001123,0.0
W01001124,1.0
W01001125,0.0
W01001126,1.0
W01001127,1.0
W01001128,1.0
W01001129,0.0
W01001130,0.0
W01001131,0.0
W01001132,0.0
W01001133,0.0
W01001134,0.0
W01001135,0.0
W01001136,0.0
W01001137,0.0
W01001138,0.0
W01001139,0.0
W01001140,0.0
W01001141,0.0
W01001142,0.0
W01001143,0.0
W01001144,0.0
W01001145,0.0
W01001146,0.0
W01001147,0.0
W01001148,0.0
W01001149,0.0
W01001150,0.0
W01001151,0.0
W01001152,0.0
W01001153,0.0
W01001154,0.0
W01001155,0.0
W01001156,0.0
W01001157,0.0
W01001158,0.0
W01001159,0.0
W01001160,0.0
W01001161,0.0
W01001162,0.0
W01001164,0.0
W01001165,0.0
W01001166,0.0
W01001167,0.0
W01001168,0.0
W01001169,0.0
W01001170,0.0
W01001171,0.0
W01001172,0.0
W01001173,0.0
W01001174,0.0
W01001175,0.0
W01001176,0.0
W01001177,0.0
W01001178,1.0
W01001179,0.0
W01001180,1.0
W01001181,0.0
W01001182,0.0
W01001183,0.0
W01001184,0.0
W01001185,0.0
W01001186,0.0
W01001187,0.0
W01001188,0.0
W01001189,0.0
W01001190,0.0
W01001191,0.0
W01001192,0.0
W01001193,0.0
W01001194,0.0
W01001195,0.0
W01001196,0.0
W01001197,1.0
W01001198,0.0
W01001199,0.0
W01001200,0.0
W01001201,0.0
W01001202,0.0
W01001203,0.0
W01001204,0.0
W01001205,1.0
W01001206,0.0
W01001207,0.0
W01001208,0.0
W01001209,0.0
W01001210,0.0
W01001211,0.0
W01001212,0.0
W01001213,0.0
W01001214,0.0
W01001215,0.0
W01001216,0.0
W01001217,0.0
W01001218,0.0
W01001219,0.0
W01001220,0.0
W01001221,0.0
W01001222,0.0
W01001223,0.0
W01001224,0.0
W01001225,2.0
W01001226,0.0
W01001227,0.0
W01001228,0.0
W01001229,1.0
W01001230,0.0
W01001231,0.0
W01001232,0.0
W01001233,0.0
W01001234,0.0
W01001235,0.0
W01001236,0.0
W01001237,0.0
W01001238,0.0
W01001239,0.0
W01001240,0.0
W01001241,0.0
W01001242,0.0
W01001243,0.0
W01001244,1.0
W01001245,0.0
W01001246,0.0
W01001247,0.0
W01001248,0.0
W01001249,0.0
W01001250,0.0
W01001251,0.0
W01001252,0.0
W01001253,0.0
W01001255,0.0
W01001256,0.0
W01001257,0.0
W01001258,0.0
W01001259,0.0
W01001260,0.0
W01001261,0.0
W01001262,0.0
W01001263,0.0
W01001264,0.0
W01001265,0.0
W01001266,0.0
W01001267,0.0
W01001268,0.0
W01001269,0.0
W01001270,0.0
W01001271,0.0
W01001272,0.0
W01001273,0.0
W01001274,0.0
W01001275,0.0
W01001276,2.0
W01001277,0.0
W01001278,0.0
W01001279,0.0
W01001280,0.0
W01001281,0.0
W01001282,0.0
W01001283,0.0
W01001284,0.0
W01001285,0.0
W01001286,0.0
W01001287,0.0
W01001288,0.0
W01001289,0.0
W01001290,0.0
W01001291,0.0
W01001292,0.0
W01001293,0.0
W01001294,0.0
W01001295,0.0
W01001296,0.0
W01001297,0.0
W01001298,0.0
W01001299,0.0
W01001300,0.0
W01001301,0.0
W01001302,0.0
W01001303,0.0
W01001304,0.0
W01001305,0.0
W01001306,0.0
W01001307,2.0
W01001308,0.0
W01001309,0.0
W01001310,0.0
W01001311,0.0
W01001312,0.0
W01001313,0.0
W01001314,0.0
W01001315,0.0
W01001316,0.0
W01001317,0.0
W01001318,0.0
W01001319,0.0
W01001320,0.0
W01001321,0.0
W01001322,0.0
W01001324,0.0
W01001325,0.0
W01001326,0.0
W01001327,0.0
W01001328,0.0
W01001329,0.0
W01001330,0.0
W01001331,0.0
W01001332,0.0
W01001333,0.0
W01001334,0.0
W01001335,0.0
W01001336,0.0
W01001337,1.0
W01001338,0.0
W01001339,0.0
W01001340,0.0
W01001341,1.0
W01001342,0.0
W01001343,0.0
W01001344,0.0
W01001345,0.0
W01001346,0.0
W01001347,0.0
W01001348,0.0
W01001349,0.0
W01001350,0.0
W01001351,0.0
W01001352,0.0
W01001353,0.0
W01001354,0.0
W01001355,0.0
W01001356,0.0
W01001357,0.0
W01001358,0.0
W01001359,0.0
W01001360,1.0
W01001361,0.0
W01001362,0.0
W01001363,0.0
W01001364,0.0
W01001365,0.0
W01001366,0.0
W01001367,0.0
W01001368,0.0
W01001369,0.0
W01001370,0.0
W01001371,0.0
W01001372,0.0
W01001373,2.0
W01001374,0.0
W01001375,0.0
W01001376,0.0
W01001377,0.0
W01001378,0.0
W01001379,0.0
W01001380,0.0
W01001381,0.0
W01001382,0.0
W01001383,0.0
W01001384,0.0
W01001385,0.0
W01001386,0.0
W01001387,0.0
W01001388,0.0
W01001389,0.0
W01001390,0.0
W01001391,0.0
W01001392,0.0
W01001393,0.0
W01001394,0.0
W01001395,0.0
W01001396,0.0
W01001397,0.0
W01001398,0.0
W01001399,0.0
W01001400,0.0
W01001401,0.0
W01001402,0.0
W01001403,0.0
W01001404,0.0
W01001405,0.0
W01001406,0.0
W01001407,0.0
W01001408,0.0
W01001409,0.0
W01001410,0.0
W01001411,0.0
W01001412,0.0
W01001413,0.0
W01001414,0.0
W01001415,0.0
W01001416,1.0
W01001417,0.0
W01001418,0.0
W01001419,0.0
W01001420,0.0
W01001421,0.0
W01001422,0.0
W01001423,0.0
W01001424,0.0
W01001425,0.0
W01001426,0.0
W01001427,0.0
W01001428,0.0
W01001429,0.0
W01001430,0.0
W01001431,0.0
W01001432,0.0
W01001433,0.0
W01001434,0.0
W01001435,0.0
W01001436,0.0
W01001437,0.0
W01001438,0.0
W01001439,1.0
W01001440,0.0
W01001441,0.0
W01001442,0.0
W01001443,0.0
W01001444,0.0
W01001445,0.0
W01001446,0.0
W01001447,0.0
W01001448,0.0
W01001449,0.0
W01001450,0.0
W01001451,0.0
W01001452,0.0
W01001453,0.0
W01001454,0.0
W01001455,0.0
W01001456,0.0
W01001457,0.0
W01001458,0.0
W01001459,0.0
W01001460,1.0
W01001461,0.0
W01001462,0.0
W01001463,0.0
W01001464,0.0
W01001465,0.0
W01001466,0.0
W01001467,0.0
W01001468,0.0
W01001469,0.0
W01001470,0.0
W01001471,0.0
W01001472,0.0
W01001473,0.0
W01001474,0.0
W01001475,0.0
W01001476,0.0
W01001477,0.0
W01001478,0.0
W01001479,0.0
W01001480,0.0
W01001481,0.0
W01001482,0.0
W01001483,0.0
W01001484,0.0
W01001485,0.0
W01001486,0.0
W01001487,0.0
W01001488,0.0
W01001489,1.0
W01001490,0.0
W01001491,3.0
W01001492,1.0
W01001493,0.0
W01001494,0.0
W01001495,1.0
W01001496,0.0
W01001497,0.0
W01001498,0.0
W01001499,0.0
W01001500,0.0
W01001501,0.0
W01001502,0.0
W01001503,0.0
W01001504,0.0
W01001505,0.0
W01001506,0.0
W01001507,0.0
W01001508,0.0
W01001509,0.0
W01001510,1.0
W01001511,0.0
W01001512,0.0
W01001513,0.0
W01001514,0.0
W01001515,0.0
W01001516,0.0
W01001517,0.0
W01001518,0.0
W01001519,0.0
W01001520,0.0
W01001521,0.0
W01001522,0.0
W01001523,0.0
W01001524,0.0
W01001525,0.0
W01001526,0.0
W01001527,0.0
W01001528,2.0
W01001529,0.0
W01001530,0.0
W01001531,0.0
W01001532,0.0
W01001533,0.0
W01001534,0.0
W01001535,1.0
W01001536,0.0
W01001537,0.0
W01001538,0.0
W01001539,0.0
W01001540,0.0
W01001541,0.0
W01001542,1.0
W01001543,0.0
W01001545,0.0
W01001546,0.0
W01001548,1.0
W01001549,1.0
W01001551,0.0
W01001552,0.0
W01001553,0.0
W01001554,2.0
W01001555,0.0
W01001556,0.0
W01001557,0.0
W01001558,0.0
W01001559,0.0
W01001560,0.0
W01001561,0.0
W01001562,0.0
W01001563,0.0
W01001564,0.0
W01001565,0.0
W01001566,0.0
W01001567,0.0
W01001568,0.0
W01001569,0.0
W01001571,0.0
W01001572,0.0
W01001573,0.0
W01001574,1.0
W01001575,0.0
W01001576,0.0
W01001577,0.0
W01001578,0.0
W01001579,0.0
W01001580,1.0
W01001581,1.0
W01001582,1.0
W01001583,0.0
W01001584,0.0
W01001585,0.0
W01001586,0.0
W01001587,1.0
W01001588,0.0
W01001589,0.0
W01001590,1.0
W01001591,0.0
W01001592,0.0
W01001593,0.0
W01001594,0.0
