LSOA11CD,LSOA11NM,welsh_speakers_percent,wimd_2019,population_count,pop_density_persqkm,over_65_count
W01000004,Isle of Anglesey 001B,54.3,1100,1257,81.04605504942069,409
W01001089,The Vale of Glamorgan 006D,8.8,1724,1484,412.4513618677042,416
W01001181,Rhondda Cynon Taf 015B,13.2,463,1421,1254.9677647266624,283
W01001100,The Vale of Glamorgan 010C,11.0,1795,1578,2436.6893143915995,408
W01001182,Rhondda Cynon Taf 021A,12.0,642,1378,482.20596983588206,211
W01001103,The Vale of Glamorgan 010D,11.3,1863,1204,2337.4102116093964,282
W01001183,Rhondda Cynon Taf 021B,11.2,268,977,3332.1964529331512,123
W01001102,The Vale of Glamorgan 013F,11.8,1151,1633,9315.459212778094,222
W01001184,Rhondda Cynon Taf 026A,11.6,1130,2070,504.92730998146163,490
W01001105,The Vale of Glamorgan 001A,14.8,1575,2804,66.11040248597746,668
W01001180,Rhondda Cynon Taf 015A,10.2,51,1576,1632.3148627654066,213
W01001101,The Vale of Glamorgan 013E,11.7,803,1574,7846.460618145563,213
W01001319,Merthyr Tydfil 007B,13.8,1662,1804,1322.1929053063616,345
W01000689,Carmarthenshire 003C,53.8,1096,1621,39.14333802602634,489
W01001178,Rhondda Cynon Taf 023A,9.2,823,1669,639.0963048056673,309
W01000685,Carmarthenshire 001A,56.8,673,1568,41.53147306943543,361
W01001812,Cardiff 017C,6.6,570,1283,6509.386098427193,266
W01001001,Bridgend 010C,11.7,723,1652,3435.94009983361,383
W01001762,Cardiff 046D,9.5,73,1890,11510.35322777101,186
W01001021,Bridgend 014A,7.7,397,1600,3726.1294829995345,277
W01000603,Pembrokeshire 013D,9.5,746,1917,1540.6252511452224,367
W01001485,Torfaen 002D,12.8,285,1340,149.91329641438722,287
W01001407,Caerphilly 016A,8.7,1225,1359,2323.474098136434,256
W01001486,Torfaen 002E,9.5,837,1525,676.9053220293844,273
W01001862,Cardiff 042D,7.0,327,1752,9636.963696369638,147
W01001464,Blaenau Gwent 009A,5.9,215,1535,977.8938650697582,274
W01001273,Rhondda Cynon Taf 010E,15.9,860,1735,5997.23470445904,417
W01001503,Torfaen 009B,10.9,271,1355,6555.394291243347,182
W01001259,Rhondda Cynon Taf 018E,8.9,554,1703,1009.3048064955847,359
W01000075,Gwynedd 002C,45.3,753,1505,1509.074501153113,201
W01000736,Swansea 028A,8.4,1895,1709,595.532634073248,531
W01000651,Carmarthenshire 020A,28.3,1201,1588,841.2353657890553,325
W01000650,Carmarthenshire 002B,46.7,793,1580,9.703478881422257,451
W01001494,Torfaen 008B,12.2,1551,1544,2102.9692181966766,411
W01001046,Bridgend 018C,8.9,524,1824,4729.064039408867,611
W01000688,Carmarthenshire 003B,55.1,546,1745,92.34367723635748,423
W01001027,Bridgend 017C,9.5,1354,1560,4935.147105346409,480
W01000684,Carmarthenshire 005D,51.6,1146,1895,38.28244159149907,529
W01000655,Carmarthenshire 020C,28.1,360,2099,880.8594569642032,402
W01000654,Carmarthenshire 023B,24.7,478,1801,2985.2478037460637,311
W01000657,Carmarthenshire 010B,59.4,557,1128,139.35732552536973,276
W01001500,Torfaen 011D,9.3,1743,1290,1623.2540581351457,267
W01000070,Gwynedd 012A,74.3,1177,1339,24.03647656488413,343
W01001256,Rhondda Cynon Taf 019C,14.0,682,1286,4946.153846153846,247
W01000979,Bridgend 015A,8.8,1332,1649,3973.493975903615,188
W01001651,Newport 002A,9.2,1710,1399,3627.171376717656,407
W01001493,Torfaen 008A,9.1,795,1914,5135.497719345318,421
W01001821,Cardiff 024A,9.9,1654,1932,6295.210166177908,373
W01000929,Neath Port Talbot 020D,50.7,411,1269,327.7799302595893,270
W01001624,Newport 001B,13.4,1698,1233,1041.2092551933797,268
W01001331,Caerphilly 018B,16.1,633,1800,2817.783343769568,232
W01001338,Caerphilly 004C,9.3,456,1734,6199.4994637111195,285
W01001333,Caerphilly 018D,15.9,358,1555,1380.8720362312406,201
W01001330,Caerphilly 018A,15.4,713,1509,369.5902422297876,305
W01001335,Caerphilly 005B,11.5,710,1269,87.2794800371402,205
W01001332,Caerphilly 018C,15.8,340,1995,267.1684165416756,269
W01001337,Caerphilly 004B,11.1,704,1511,4120.534496863921,267
W01001334,Caerphilly 005A,10.5,213,1499,1320.3558530784815,262
W01001339,Caerphilly 004D,9.8,29,1452,1240.7075108946424,251
W01001006,Bridgend 009C,11.6,1709,2332,2480.5871715774915,611
W01001861,Cardiff 034D,22.2,1121,1725,4596.322941646682,186
W01000329,Flintshire 015D,7.8,545,1525,637.7551020408164,201
W01001846,Cardiff 006C,13.9,1745,1827,2470.5882352941176,216
W01000585,Pembrokeshire 007B,18.0,1203,1413,16.993978142352532,390
W01001467,Blaenau Gwent 005D,8.4,249,1935,409.8621084069391,301
W01001526,Torfaen 010B,10.6,302,1408,5818.181818181818,235
W01000977,Bridgend 003B,7.3,392,1410,221.78529296106962,258
W01000637,Carmarthenshire 007A,34.1,614,1416,675.604752135121,268
W01001675,Newport 007A,12.1,865,1571,10006.369426751591,233
W01001674,Newport 009E,9.2,1127,1500,3296.7032967032965,325
W01001676,Newport 007B,9.0,330,1743,4236.752552260574,170
W01001677,Newport 007C,8.9,1276,1423,2509.700176366843,320
W01001672,Newport 009C,11.1,1249,2605,2369.2587539790816,397
W01000428,Powys 005A,9.5,1235,1341,28.404577775800828,400
W01001777,Cardiff 001A,9.1,1827,1477,435.75748635491965,434
W01000844,Swansea 005F,14.7,305,1518,487.5228827440023,216
W01001418,Caerphilly 008E,11.0,325,1443,165.358391107546,300
W01000294,Flintshire 005C,11.5,1685,1907,492.56121500154967,428
W01000215,Denbighshire 002C,16.5,1764,1413,2736.250968241673,420
W01000214,Denbighshire 002B,14.2,389,1061,467.462660263471,236
W01000295,Flintshire 005D,12.0,1515,1632,5361.3666228646525,380
W01000217,Denbighshire 008C,19.3,845,1990,1248.5099441621182,467
W01000296,Flintshire 003C,10.6,247,1566,365.8023826208829,283
W01001428,Caerphilly 001E,9.4,8,1271,1387.5545851528384,217
W01000212,Denbighshire 003A,18.7,1591,2126,2415.634586978752,595
W01000703,Carmarthenshire 022A,25.5,499,1808,4346.153846153846,333
W01000702,Carmarthenshire 001D,61.6,854,1210,225.969708853904,289
W01000784,Swansea 007A,14.8,1469,1305,4467.648065730914,345
W01000705,Carmarthenshire 022C,24.6,395,1967,2891.796530432226,351
W01001480,Blaenau Gwent 003E,8.4,217,1594,1643.9768976897692,356
W01001401,Caerphilly 011A,9.5,664,2058,814.7590957678451,508
W01001400,Caerphilly 019F,12.0,90,1480,2544.7042640990367,185
W01000782,Swansea 023C,7.1,1757,1072,3544.973544973545,309
W01000928,Neath Port Talbot 020C,60.0,662,1626,871.7563800128671,357
W01001458,Blaenau Gwent 004E,6.9,951,1522,2717.857142857143,299
W01001459,Blaenau Gwent 007D,8.9,130,1210,1678.6903440621534,174
W01000778,Swansea 012C,13.2,1525,1874,2784.960618219646,305
W01000779,Swansea 012D,12.9,1147,1467,246.25249693653168,257
W01001007,Bridgend 009D,11.5,822,1896,860.9963216929294,326
W01001120,The Vale of Glamorgan 014D,10.2,1787,1361,348.55430634875916,299
W01001123,The Vale of Glamorgan 005B,10.8,1684,1537,3978.7729743722493,466
W01000002,Isle of Anglesey 007B,50.2,1324,1241,114.40634996727294,319
W01000636,Carmarthenshire 025B,31.1,728,2002,1497.7182613899906,345
W01000771,Swansea 020D,8.3,1516,1310,249.1868140229404,349
W01000947,Neath Port Talbot 004C,28.2,589,2134,3011.1471708762524,373
W01000946,Neath Port Talbot 004B,34.3,744,1614,59.58423934110317,374
W01001512,Torfaen 005C,7.1,1848,1251,4092.24730127576,483
W01001594,Monmouthshire 007E,10.8,1248,1477,58.12626425608614,386
W01001514,Torfaen 006A,8.3,1562,1100,3181.949667341625,310
W01001515,Torfaen 006B,10.9,1239,1422,1649.460619417701,264
W01001596,Monmouthshire 006E,9.0,1517,1418,1199.6615905245349,435
W01001595,Monmouthshire 007F,8.5,1512,1322,72.57515536133864,363
W01000945,Neath Port Talbot 014E,16.0,593,1121,56.03094947717776,237
W01001593,Monmouthshire 008E,10.5,1028,1735,999.4239631336404,248
W01000944,Neath Port Talbot 002B,19.1,508,1197,110.56408930105391,279
W01001648,Newport 015G,9.9,750,1496,5660.234581914491,344
W01001649,Newport 004D,9.0,913,2400,61.70379606895399,413
W01000531,Ceredigion 010C,54.7,891,1787,59.865194436255464,602
W01000533,Ceredigion 010D,63.5,755,1427,241.7947371096464,407
W01001589,Monmouthshire 010E,9.9,932,1499,3257.279443720121,371
W01001507,Torfaen 008D,11.2,1282,2003,995.6752994979373,501
W01000560,Pembrokeshire 001C,62.5,1017,1266,18.565663201858328,343
W01000563,Pembrokeshire 011B,12.4,848,1162,46.9392536577878,318
W01000562,Pembrokeshire 002A,49.7,1218,1683,16.760878138556595,515
W01000565,Pembrokeshire 002B,34.3,989,1936,875.1469125757164,655
W01001689,Newport 019D,9.7,39,1802,2566.5859564164653,392
W01000113,Gwynedd 009C,78.5,862,1903,67.12522045855378,421
W01001383,Caerphilly 010D,8.4,798,1562,1120.2754070142723,295
W01001302,Merthyr Tydfil 006B,8.6,385,1175,1527.3625373716363,185
W01001384,Caerphilly 002C,6.6,578,1653,653.024137794809,276
W01001305,Merthyr Tydfil 003C,8.8,731,1204,4161.769789146215,254
W01001385,Caerphilly 002D,7.0,246,1531,235.95592201587425,348
W01001304,Merthyr Tydfil 006D,12.0,967,1439,476.14320693534506,293
W01001386,Caerphilly 002E,8.3,59,1616,2601.8354532281437,295
W01001307,Merthyr Tydfil 004C,7.2,153,1573,5075.830913197806,315
W01001382,Caerphilly 010C,9.1,1110,1621,1317.4577373211962,401
W01001303,Merthyr Tydfil 006C,9.1,34,1037,231.08120153311353,143
W01001527,Torfaen 010C,6.4,584,1225,4819.040125885129,344
W01000975,Bridgend 004A,7.8,143,2299,490.58939012419444,336
W01000963,Neath Port Talbot 016E,7.9,124,1924,5020.876826722339,360
W01000962,Neath Port Talbot 016D,8.6,55,1627,6798.997074801505,211
W01000965,Neath Port Talbot 002C,22.9,522,2088,179.19516653650413,459
W01000964,Neath Port Talbot 016F,7.8,115,1728,2782.1606826597967,350
W01000967,Neath Port Talbot 019C,6.6,182,1522,5061.523112736947,272
W01000966,Neath Port Talbot 018E,6.7,523,1458,306.4828050113512,365
W01001220,Rhondda Cynon Taf 018D,9.9,730,1478,1637.8546099290784,281
W01001223,Rhondda Cynon Taf 031C,12.2,1755,1674,556.6825180406372,381
W01001225,Rhondda Cynon Taf 031E,15.6,1884,1660,251.00932968412133,437
W01001222,Rhondda Cynon Taf 001E,9.8,15,1650,936.5421727778407,266
W01001224,Rhondda Cynon Taf 031D,20.0,1904,2105,1523.7061165399928,296
W01001221,Rhondda Cynon Taf 001D,11.2,101,1502,760.1214574898787,326
W01000241,Denbighshire 004F,15.8,11,1462,3228.7985865724377,164
W01001569,Monmouthshire 003E,8.3,1370,1493,179.61334408045906,437
W01001568,Monmouthshire 005C,9.5,1269,1790,18.653683425108067,450
W01001122,The Vale of Glamorgan 014F,8.1,1569,3130,512.4594780444677,203
W01001125,The Vale of Glamorgan 005D,11.2,1643,1596,5283.018867924528,331
W01001908,Monmouthshire 010G,8.9,998,2108,4386.183936745734,506
W01001124,The Vale of Glamorgan 005C,10.2,1420,1494,8217.821782178218,241
W01001127,The Vale of Glamorgan 001B,10.8,1650,1466,104.72326199388522,369
W01001126,The Vale of Glamorgan 005E,10.9,1571,2621,4974.378439931676,362
W01000253,Flintshire 003A,12.3,940,1876,546.38124362895,364
W01001314,Merthyr Tydfil 005A,9.5,706,2283,1405.8747459818956,426
W01000681,Carmarthenshire 011B,56.9,491,1987,178.32142728937072,460
W01001607,Newport 015A,9.9,72,1526,5660.237388724036,111
W01000112,Gwynedd 008D,70.7,569,2016,174.5635910224439,390
W01000503,Powys 020C,17.1,1264,1086,7.076804177790693,266
W01001669,Newport 009A,9.8,1890,1248,1686.0308024858148,327
W01000825,Swansea 031C,9.4,1719,1435,3960.80596191002,383
W01000139,Conwy 007A,23.9,1550,1422,2851.9855595667877,328
W01001829,Cardiff 033A,8.8,634,1764,13174.010455563852,80
W01000003,Isle of Anglesey 001A,64.5,550,2611,975.8194117427215,598
W01000480,Powys 008A,12.0,379,2104,263.28961858043846,420
W01001791,Cardiff 005A,12.3,1492,1614,1752.8236316246744,428
W01001710,Cardiff 040B,19.7,669,1827,11592.63959390863,207
W01001713,Cardiff 040E,19.1,670,1713,12029.494382022473,153
W01000424,Wrexham 012E,10.5,931,1227,4755.813953488372,247
W01001732,Cardiff 019A,10.9,1775,1661,3737.6237623762377,365
W01000805,Swansea 028D,12.0,1906,1190,1374.4513744513745,342
W01000883,Neath Port Talbot 016A,8.0,1407,1380,1521.667217995369,442
W01001735,Cardiff 019D,12.0,1798,1646,2621.854093660401,449
W01000884,Neath Port Talbot 017A,9.6,122,1298,4704.603117071403,187
W01001734,Cardiff 019C,14.2,1889,1582,3737.302149775573,353
W01000885,Neath Port Talbot 017B,7.0,129,1441,1818.9851047715226,253
W01000804,Swansea 028C,12.1,1858,1466,401.8199758798378,570
W01000807,Swansea 003B,10.8,1618,1331,3506.322444678609,287
W01001737,Cardiff 039A,8.2,42,1608,5499.3160054719565,223
W01000802,Swansea 007D,15.0,966,2393,2298.9720434239607,417
W01001711,Cardiff 040C,10.0,324,1869,1694.9306248299629,282
W01001790,Cardiff 023F,10.2,608,1273,5357.744107744107,234
W01000698,Carmarthenshire 015B,68.6,972,1917,550.6089154411766,392
W01000619,Pembrokeshire 016B,11.6,1284,2078,891.0042020409916,675
W01000618,Pembrokeshire 003D,24.4,1170,1931,38.58157275353748,427
W01000699,Carmarthenshire 015C,54.4,1385,1557,49.66855728312672,374
W01001765,Cardiff 044B,10.0,323,1512,12352.94117647059,126
W01001764,Cardiff 044A,8.8,347,2063,8730.427422767669,146
W01001767,Cardiff 044D,11.7,426,1792,11027.692307692307,142
W01001766,Cardiff 044C,12.9,256,1823,14365.642237982664,144
W01001406,Caerphilly 001D,7.8,315,1932,795.3235633130249,411
W01000787,Swansea 016C,9.3,490,1422,1756.2060022230453,216
W01001404,Caerphilly 011D,11.0,1713,1322,3846.377654931627,426
W01001484,Torfaen 002C,10.4,1048,1679,1043.6998818922114,346
W01000446,Powys 015D,9.0,1578,1523,1016.824676191748,470
W01001427,Caerphilly 024F,15.0,1878,2003,6062.3486682808725,182
W01001426,Caerphilly 024E,14.1,1697,1322,346.6995358107576,310
W01001424,Caerphilly 024C,14.5,739,1421,4142.857142857143,362
W01001365,Caerphilly 012C,14.0,677,2064,3359.9218622822727,309
W01001155,Rhondda Cynon Taf 002D,10.0,576,1565,2167.890289513783,367
W01000706,Carmarthenshire 025C,25.7,693,1553,2308.6071056934743,279
W01000324,Flintshire 012D,19.0,1865,1435,1030.0768071208097,356
W01000758,Swansea 017D,9.2,1163,1982,3679.227770558753,353
W01000196,Denbighshire 012B,38.3,1730,1485,803.7889039242218,252
W01001468,Blaenau Gwent 005E,8.0,376,1365,1211.287603159109,271
W01000509,Ceredigion 009C,58.8,899,1833,299.6811902231669,621
W01000584,Pembrokeshire 014C,11.4,1136,2044,82.63660914986174,574
W01001487,Torfaen 001A,12.1,626,1685,263.1126934307709,338
W01000997,Bridgend 012A,7.4,1216,1651,2249.9318615426546,459
W01000916,Neath Port Talbot 010E,11.8,1099,1242,873.5405823603882,246
W01001631,Newport 017C,8.1,1524,1352,6341.463414634146,280
W01001630,Newport 017B,6.6,314,1507,4197.771587743733,406
W01001633,Newport 019A,11.0,166,1644,4463.752375780614,186
W01001219,Rhondda Cynon Taf 018C,7.3,110,1252,437.5786383335663,276
W01001298,Merthyr Tydfil 002D,6.6,352,1813,1276.7605633802816,286
W01001218,Rhondda Cynon Taf 018B,11.0,698,1563,3212.7440904419323,274
W01001299,Merthyr Tydfil 008A,5.4,56,1663,2750.578895137281,255
W01000744,Swansea 016B,7.0,290,1663,7037.663986457893,186
W01000747,Swansea 024A,10.4,643,2099,13956.117021276597,178
W01000950,Neath Port Talbot 018B,10.8,609,1524,3628.571428571429,275
W01000953,Neath Port Talbot 005B,10.6,571,1759,157.04656042140977,349
W01000745,Swansea 025B,6.9,321,2488,7199.074074074074,166
W01000951,Neath Port Talbot 018C,7.8,281,1592,4689.248895434463,266
W01001572,Monmouthshire 011A,11.3,1580,1684,2194.136807817589,426
W01001575,Monmouthshire 005D,8.8,1291,1251,28.02708164371777,340
W01001574,Monmouthshire 011C,11.0,1720,1376,1538.289547233091,276
W01001577,Monmouthshire 004E,8.0,425,1366,592.6247288503254,442
W01001573,Monmouthshire 011B,11.4,1614,1479,135.23151195962257,299
W01000819,Swansea 009C,12.5,1589,1494,2883.056734851409,498
W01001788,Cardiff 023D,7.0,200,1433,5000.0,190
W01001709,Cardiff 040A,16.5,786,2071,3374.06321277289,250
W01001789,Cardiff 023E,14.3,1389,1584,3235.2941176470586,241
W01001697,Cardiff 036D,9.8,238,1619,9029.559397657558,169
W01001616,Newport 005C,8.5,1353,1436,4399.509803921568,329
W01000479,Powys 009B,14.4,512,1406,2722.168441432721,228
W01000478,Powys 009A,15.3,412,1873,4837.293388429752,190
W01001696,Cardiff 036C,8.6,64,1708,9267.498643516006,136
W01001617,Newport 003A,6.7,47,1306,4708.002883922134,257
W01001758,Cardiff 025D,12.1,1362,2152,9990.71494893222,155
W01000868,Swansea 024B,11.3,1783,1250,3461.6449736914983,258
W01000869,Swansea 024C,10.2,868,1559,4089.716684155299,279
W01000839,Swansea 030C,9.3,1781,1065,136.67864476386035,337
W01000838,Swansea 004E,12.5,419,1294,498.42076881596176,243
W01000366,Wrexham 014A,11.0,977,1445,3396.0047003525265,270
W01001554,Monmouthshire 004C,5.3,1427,1883,415.2424636690409,463
W01001557,Monmouthshire 001C,10.4,851,1853,1642.8761415019062,394
W01001556,Monmouthshire 006B,11.3,1301,1234,418.4753119913185,287
W01000388,Wrexham 008E,13.0,1572,1088,4286.840031520883,253
W01000309,Flintshire 019C,15.7,1181,2185,186.31580742534575,440
W01000389,Wrexham 017D,13.5,1337,2047,384.1894859330719,410
W01000308,Flintshire 020C,12.2,1236,1233,818.6163856061612,269
W01000380,Wrexham 004D,13.6,1217,1374,1326.2548262548262,342
W01000301,Flintshire 006E,20.7,1179,1682,66.57483930211204,414
W01001555,Monmouthshire 006A,11.9,1587,1111,58.84783253527692,317
W01001745,Cardiff 043D,11.1,1594,1328,3219.393939393939,286
W01001744,Cardiff 043C,8.0,92,1762,3728.3114684722814,282
W01001742,Cardiff 043A,8.2,50,1554,6903.598400710794,197
W01001315,Merthyr Tydfil 004D,8.7,337,1762,3136.9058216129606,350
W01001280,Rhondda Cynon Taf 017E,9.4,121,1559,643.7892302609846,319
W01001201,Rhondda Cynon Taf 014B,8.9,159,1240,1198.8784685294404,264
W01001200,Rhondda Cynon Taf 014A,9.4,534,989,638.3940098115156,186
W01000351,Wrexham 005A,10.7,1049,2208,1059.6026490066224,422
W01000350,Wrexham 011B,9.2,445,1532,2096.619679759135,162
W01000353,Wrexham 010B,7.4,156,1370,5497.592295345105,169
W01000352,Wrexham 010A,9.5,507,990,4964.894684052156,241
W01000355,Wrexham 017B,10.7,562,1702,1950.492780197112,369
W01000354,Wrexham 017A,13.1,1153,1819,334.0863592117105,425
W01000356,Wrexham 017C,9.8,513,1637,1250.7640586797067,315
W01000069,Gwynedd 013A,47.4,1339,1534,33.67454235331049,555
W01000359,Wrexham 019C,11.8,1160,1172,236.2046031682051,259
W01000842,Swansea 005D,18.3,1388,1424,293.7717904812988,390
W01001023,Bridgend 014C,7.3,299,1674,3295.275590551181,362
W01000440,Powys 020A,12.7,1480,1365,14.415552321590376,394
W01001498,Torfaen 011B,9.6,371,1203,5088.832487309644,250
W01000023,Isle of Anglesey 007D,66.9,985,1539,71.1883693284055,302
W01000022,Isle of Anglesey 004A,64.4,857,1580,44.44081917368203,438
W01000025,Isle of Anglesey 009B,75.8,1300,2096,61.93249476262658,436
W01000024,Isle of Anglesey 007E,34.6,1050,1449,105.28380852733456,109
W01000027,Isle of Anglesey 009C,65.1,954,1870,68.0598927055809,427
W01000026,Isle of Anglesey 005D,48.4,946,1158,125.09317172764686,424
W01000179,Conwy 010F,20.4,1584,1697,1659.1709034024245,757
W01000178,Conwy 010E,21.8,313,1875,2954.151567669765,498
W01000021,Isle of Anglesey 002C,58.9,1044,2224,48.26724078060976,658
W01000020,Isle of Anglesey 002B,64.7,1424,1337,24.471761381107875,407
W01000233,Denbighshire 017C,14.9,917,1285,5031.323414252152,308
W01001864,Cardiff 022B,6.8,1521,1504,5286.46748681898,407
W01001501,Torfaen 009A,10.0,264,1347,4659.287443791075,176
W01001771,Cardiff 018C,14.4,1813,1612,3994.053518334985,338
W01000828,Swansea 018B,12.2,1667,1763,162.97665819274326,551
W01000506,Ceredigion 005A,59.9,1257,1331,840.9148344705585,496
W01000987,Bridgend 007B,9.6,581,2633,1656.5999748332706,361
W01000906,Neath Port Talbot 007A,12.6,1475,1046,1485.3734734450436,364
W01000986,Bridgend 007A,13.3,1135,1474,201.6084910821753,183
W01000907,Neath Port Talbot 007B,11.9,446,1779,4351.761252446184,381
W01000985,Bridgend 015C,10.6,1785,1293,3814.159292035399,156
W01000904,Neath Port Talbot 006C,13.2,1853,1566,3689.0459363957593,360
W01000984,Bridgend 016D,10.5,1507,2376,6518.518518518516,287
W01001492,Torfaen 012A,10.5,1238,2484,3339.607421349825,479
W01001815,Cardiff 008D,7.6,1361,1314,4120.413922859831,257
W01001082,The Vale of Glamorgan 002A,11.8,1768,1619,2099.597976916094,627
W01000508,Ceredigion 009B,45.2,871,1168,330.1766784452297,330
W01000905,Neath Port Talbot 006D,11.5,1336,1560,5141.727092946605,250
W01000983,Bridgend 015B,9.4,1639,1507,4842.544987146529,180
W01000902,Neath Port Talbot 006A,12.7,1350,1015,207.78742220766458,344
W01000982,Bridgend 016C,8.4,1302,1412,2857.721109087229,401
W01000903,Neath Port Talbot 006B,15.0,1766,1084,1246.5501379944803,338
W01000900,Neath Port Talbot 014C,14.7,244,1598,660.276010247087,355
W01000981,Bridgend 016B,10.9,60,1186,5012.679628064243,131
W01000466,Powys 010C,15.7,1532,1357,776.6712454212454,393
W01000340,Flintshire 002C,20.7,1617,2290,106.91342347053111,601
W01000076,Gwynedd 001B,34.8,1132,1188,2190.6693711967546,203
W01000049,Gwynedd 016B,39.1,1037,1074,1077.6640577965081,253
W01000336,Flintshire 009E,11.7,98,1588,3531.243050922837,199
W01000041,Isle of Anglesey 006D,80.7,308,1647,781.8285388778128,261
W01000048,Gwynedd 016A,43.5,907,1367,91.09203827598157,402
W01000043,Isle of Anglesey 004E,58.9,915,1267,483.9202505538156,338
W01000040,Isle of Anglesey 004D,33.8,1325,1118,70.57635250299855,433
W01000044,Isle of Anglesey 004F,50.2,1716,1141,187.159635194541,371
W01000042,Isle of Anglesey 008D,59.2,1442,2179,866.4015904572565,417
W01000337,Flintshire 009F,9.4,1022,2309,2649.150986691143,382
W01000334,Flintshire 009C,8.7,870,2018,2722.244705247538,317
W01000009,Isle of Anglesey 007C,71.2,819,1960,82.78984895076537,435
