LSOA11CD,LSOA11NM,pop_density_persqkm
W01001367,Caerphilly 019B,901.8504102042037
W01001543,Monmouthshire 009B,1500.5448906027327
W01001157,Rhondda Cynon Taf 028A,6345.702207609207
W01001540,Torfaen 004E,3167.8607983623338
W01001541,Torfaen 004F,162.4002202036884
W01000582,Pembrokeshire 004A,17.864545714859627
W01001038,Bridgend 011C,3185.4246253305905
W01001039,Bridgend 009E,441.3815295505738
W01001757,Cardiff 025C,7971.569163477311
W01000368,Wrexham 008A,3650.4267425320054
W01001900,Neath Port Talbot 020G,251.2887665964959
W01000151,Conwy 005C,1758.4214542679604
W01000653,Carmarthenshire 023A,4070.5818965517246
W01001632,Newport 017D,1240.1776563033823
W01001635,Newport 016A,1316.8500163380895
W01000652,Carmarthenshire 020B,3644.629664709225
W01000008,Isle of Anglesey 008A,790.9514727696546
W01001906,Powys 001F,10.229755058060412
W01001059,The Vale of Glamorgan 015A,2443.85110727187
W01001058,Bridgend 006C,2755.298651252409
W01001051,Bridgend 008E,2501.918649270913
W01001050,Bridgend 008D,1862.6528692380055
W01001053,Bridgend 018E,3618.320610687023
W01001052,Bridgend 008F,3408.309076475258
W01001055,Bridgend 007C,3155.9728742827333
W01001054,Bridgend 018F,700.4479609052302
W01001387,Caerphilly 007C,1546.6514024041214
W01001306,Merthyr Tydfil 003D,1036.8395871779098
W01001348,Caerphilly 009A,5668.217054263566
W01001349,Caerphilly 009B,4856.770833333333
W01001627,Newport 001E,540.5215682145238
W01000438,Powys 012A,38.960373199364334
W01001368,Caerphilly 019C,1873.8404452690168
W01000209,Denbighshire 016D,498.57683525695165
W01000288,Flintshire 004A,2466.8762631933528
W01000208,Denbighshire 016C,26.48372978813016
W01001226,Rhondda Cynon Taf 031F,2608.3718158796364
W01001227,Rhondda Cynon Taf 021C,3717.834960070985
W01000240,Denbighshire 004E,5022.679165406713
W01000243,Denbighshire 014B,681.7158659720882
W01001561,Monmouthshire 003A,404.33513964151734
W01001560,Monmouthshire 006C,33.15275291784744
W01001158,Rhondda Cynon Taf 028B,376.59270920450626
W01001860,Cardiff 034C,9516.129032258064
W01001203,Rhondda Cynon Taf 009D,769.4420035149384
W01001282,Rhondda Cynon Taf 015C,801.2332826139184
W01001283,Rhondda Cynon Taf 015D,89.75668868507341
W01001202,Rhondda Cynon Taf 009C,202.40246383235032
W01000060,Gwynedd 015B,7.9139159996943595
W01000063,Gwynedd 005A,119.93884138399682
W01000062,Gwynedd 001A,4709.981167608286
W01001281,Rhondda Cynon Taf 017F,862.4943356326468
W01000278,Flintshire 007D,6130.756578947368
W01000065,Gwynedd 009B,447.2292481030122
W01000279,Flintshire 008C,2207.382674828418
W01000064,Gwynedd 002A,1754.5777534845588
W01000067,Gwynedd 016D,34.914552839298025
W01000066,Gwynedd 010A,14.566405501315504
W01000109,Gwynedd 012E,1245.7092928914687
W01000271,Flintshire 006C,89.4068583344045
W01000270,Flintshire 006B,53.83937207371457
W01000068,Gwynedd 016E,642.1749329758713
W01000061,Gwynedd 011B,266.51992206671923
W01001587,Monmouthshire 008C,2338.47637415622
W01000173,Conwy 003B,255.92658679581953
W01000172,Conwy 013E,499.2492492492493
W01000175,Conwy 003D,1076.6239860561777
W01000174,Conwy 003C,4392.258064516129
W01000177,Conwy 011E,587.4468478461822
W01000176,Conwy 011D,2393.9019365471777
W01000171,Conwy 013D,193.64276823180668
W01000170,Conwy 013C,229.39304137855342
W01000115,Gwynedd 003E,77.99937686448236
W01001392,Caerphilly 009D,778.2977985786099
W01001868,Cardiff 022D,5340.241796200346
W01001522,Torfaen 007D,4257.048514097029
W01001425,Caerphilly 024D,886.8083315800548
W01000297,Flintshire 003D,3926.3062518876472
W01001690,Newport 013D,9313.492063492064
W01001611,Newport 011A,9562.594268476621
W01001691,Newport 011D,6994.127068873465
W01001610,Newport 015C,3831.8611026500153
W01000549,Ceredigion 001E,65.02094737164002
W01000548,Ceredigion 001D,125.50919299790819
W01001241,Rhondda Cynon Taf 026D,1410.9319701140384
W01001466,Blaenau Gwent 009C,1957.6122397792826
W01001878,Cardiff 011B,4834.968777876895
W01001879,Cardiff 013A,4277.728085867621
W01001411,Caerphilly 017A,657.4697978549499
W01000502,Powys 021C,538.7550993551783
W01001776,Cardiff 021C,4274.300932090546
W01000846,Swansea 001B,2056.7734114557024
W01001065,The Vale of Glamorgan 012B,6211.7202268431
W01001064,The Vale of Glamorgan 013B,5315.379163713678
W01001067,The Vale of Glamorgan 009A,6783.149832455721
W01001066,The Vale of Glamorgan 015D,4742.625795257374
W01001188,Rhondda Cynon Taf 001C,459.90383123933617
W01001109,The Vale of Glamorgan 011C,896.9825553983969
W01001189,Rhondda Cynon Taf 029C,3428.7545396282844
W01001108,The Vale of Glamorgan 014A,174.65929350617958
W01001063,The Vale of Glamorgan 012A,9475.123018042646
W01001062,The Vale of Glamorgan 013A,7200.630252100841
W01001773,Cardiff 012A,7574.750830564784
W01000363,Wrexham 006D,2404.05616224649
W01001903,Powys 018F,347.38897960490505
W01000152,Conwy 005D,2525.0637213254035
W01001620,Newport 003D,739.7556687553531
W01001177,Rhondda Cynon Taf 009B,556.4431460263843
W01000448,Powys 011B,96.18458544721662
W01000047,Gwynedd 011A,52.35728320749637
W01001084,The Vale of Glamorgan 002C,169.17711656896935
W01000254,Flintshire 003B,359.70054726448956
W01000609,Pembrokeshire 014D,334.25585082086144
W01001026,Bridgend 012D,3531.1469720631612
W01000605,Pembrokeshire 013F,1520.0273878808625
W01000157,Conwy 004C,3890.92815941269
W01001897,Powys 020D,9.284885895719713
W01001004,Bridgend 009A,1097.0379974070013
W01001866,Cardiff 016A,3681.306047367211
W01000078,Gwynedd 011C,35.88141255516819
W01001257,Rhondda Cynon Taf 019D,856.1764498625889
W01001441,Blaenau Gwent 001B,837.4641273154188
W01000957,Neath Port Talbot 017D,3800.268096514745
W01000954,Neath Port Talbot 005C,75.43893706052371
W01000956,Neath Port Talbot 004F,2015.4647839973106
W01001440,Blaenau Gwent 001A,1146.6666666666667
W01000746,Swansea 025C,6587.8378378378375
W01000955,Neath Port Talbot 004E,79.80764311659078
W01000952,Neath Port Talbot 018D,4513.409961685824
W01001576,Monmouthshire 004D,4959.92456388496
W01000899,Neath Port Talbot 014B,3219.619823489477
W01000818,Swansea 009B,2574.105621805792
W01001708,Cardiff 045D,5488.357050452781
W01000898,Neath Port Talbot 014A,89.34807076274856
W01000471,Powys 014E,7.486583573540095
W01000470,Powys 001D,46.95743974471967
W01000473,Powys 004C,439.8948678932079
W01001211,Rhondda Cynon Taf 008C,3178.536585365854
W01000439,Powys 007B,41.73599877148069
W01001317,Merthyr Tydfil 005C,290.05452676689373
W01000321,Flintshire 014D,1331.1845286059631
W01000450,Powys 014C,6.098934263037937
W01000451,Powys 012B,22.052996772260773
W01000831,Swansea 013D,5849.693251533742
W01000830,Swansea 011A,4710.365853658536
W01000833,Swansea 011C,4837.0273794002605
W01000648,Carmarthenshire 006D,18.893129521299908
W01000649,Carmarthenshire 006E,35.27005593121296
W01000303,Flintshire 018A,186.41975308641975
W01000382,Wrexham 012B,2813.918305597579
W01000302,Flintshire 013F,640.2995698325751
W01000383,Wrexham 020A,92.53431536658856
W01000305,Flintshire 003F,1370.4166360496731
W01000384,Wrexham 020B,1227.400336889388
W01000304,Flintshire 003E,2173.820654483638
W01000385,Wrexham 014C,3815.355628827131
W01000381,Wrexham 012A,5099.0099009901
W01000300,Flintshire 019B,91.84206535110633
W01000629,Carmarthenshire 024B,8546.835443037975
W01000628,Carmarthenshire 024A,1179.916317991632
W01000773,Swansea 005A,1620.3962834434121
W01000772,Swansea 018A,177.1349927627364
W01000775,Swansea 030A,33.508105597363695
W01001516,Torfaen 006C,2169.6625670135604
W01000770,Swansea 020C,4018.4940554821665
W01001597,Monmouthshire 006F,1012.0856120451016
W01001517,Torfaen 006D,2608.251633986928
W01001746,Cardiff 041D,5475.775531544092
W01001747,Cardiff 027A,3299.583085169744
W01000535,Ceredigion 008C,27.84951546700561
W01000534,Ceredigion 011B,44.41554335213562
W01000532,Ceredigion 007B,28.43434245020992
W01001950,Cardiff 049D,22672.064777327934
W01001953,Cardiff 005G,3600.528517947589
W01000567,Pembrokeshire 002D,570.3163281973104
W01000566,Pembrokeshire 002C,877.4124374553253
W01001505,Torfaen 013B,402.19345232691154
W01001250,Rhondda Cynon Taf 024B,114.76429180068628
W01001311,Merthyr Tydfil 002F,7937.665782493369
W01000256,Flintshire 015B,633.5329341317365
W01001172,Rhondda Cynon Taf 020A,1722.6003285613706
W01000442,Powys 004A,9.220676871664327
W01001003,Bridgend 015D,206.74566465500786
W01001275,Rhondda Cynon Taf 013C,910.7151719688322
W01001502,Torfaen 011E,595.756772115931
W01000119,Gwynedd 004D,412.08977488473016
W01000751,Swansea 002B,335.0865084842571
W01001496,Torfaen 004B,211.8168345732976
W01001828,Cardiff 024D,2570.3753351206433
W01001460,Blaenau Gwent 007E,325.6879912624662
W01001712,Cardiff 040D,8531.791907514451
W01001793,Cardiff 002A,5883.550488599349
W01001715,Cardiff 035B,7683.341427877611
W01001794,Cardiff 001C,4819.850441876274
W01001795,Cardiff 002B,3430.2976057283513
W01001792,Cardiff 005B,3870.5445003280124
W01000879,Swansea 029A,2349.365036476628
W01001924,Carmarthenshire 026H,4112.203585887796
W01000133,Conwy 002A,767.8353117482352
W01001668,Newport 010D,1936.2113402061855
W01000231,Denbighshire 017A,3885.241221809877
W01000005,Isle of Anglesey 005A,208.59626980788107
W01001025,Bridgend 003D,293.05755141463874
W01000602,Pembrokeshire 013C,1806.3206726587414
W01000756,Swansea 017B,619.3840718838799
W01001891,Cardiff 020C,5095.447870778267
W01001088,The Vale of Glamorgan 006C,2485.65466875326
W01001798,Cardiff 002D,4900.752908966461
W01000635,Carmarthenshire 025A,501.37649119879865
W01000576,Pembrokeshire 011D,114.36579664779323
W01000634,Carmarthenshire 021C,552.467992260508
W01000888,Neath Port Talbot 004A,609.1301074532886
W01000809,Swansea 008A,3612.1934448773777
W01000889,Neath Port Talbot 015A,539.8591939004519
W01000808,Swansea 003C,2471.2443360055768
W01000632,Carmarthenshire 021A,4766.505636070853
W01001769,Cardiff 018A,4514.124293785311
W01001768,Cardiff 044E,17766.497461928935
W01001399,Caerphilly 023E,4696.356275303644
W01000257,Flintshire 015C,4261.908769567413
W01000608,Pembrokeshire 015D,1106.0189428658723
W01001171,Rhondda Cynon Taf 017A,489.42193087008343
W01000604,Pembrokeshire 013E,1623.2300430946032
W01000616,Pembrokeshire 011F,313.710640528968
W01001692,Newport 011E,10673.125956144824
W01000816,Swansea 003F,1006.9708862984007
W01000897,Neath Port Talbot 013D,896.0525433952148
W01000647,Carmarthenshire 002A,11.334969124956071
W01001919,Bridgend 017F,4704.767919166403
W01001918,Bridgend 017E,5574.361820199778
W01000895,Neath Port Talbot 013B,1065.5002243158365
W01000390,Wrexham 020C,247.05230671836668
W01000311,Flintshire 011A,455.2023121387283
W01000391,Wrexham 003D,696.5634901291738
W01000310,Flintshire 020D,97.17414304937803
W01000392,Wrexham 003E,2468.481375358166
W01000313,Flintshire 016A,1795.212765957447
W01000312,Flintshire 011B,2905.732044198895
W01000393,Wrexham 009C,2848.502729016079
W01001087,The Vale of Glamorgan 006B,4211.076280041797
W01001644,Newport 013C,7478.334390192348
W01001645,Newport 015D,6640.159045725645
W01000639,Carmarthenshire 007C,3082.619763943532
W01000291,Flintshire 005B,1100.9022431917888
W01001429,Caerphilly 001F,86.24423749265183
W01000213,Denbighshire 002A,2259.306803594352
W01000292,Flintshire 004C,7261.269995152691
W01000293,Flintshire 004D,221.21446742616965
W01000210,Denbighshire 016E,101.17446757218944
W01001893,Cardiff 010B,455.40398740818466
W01001081,The Vale of Glamorgan 007A,5179.411764705882
W01001639,Newport 004A,792.760180995475
W01001638,Newport 016C,1750.4200397128457
W01000781,Swansea 023B,4056.4918110610015
W01000700,Carmarthenshire 027G,34.387147633674935
W01001488,Torfaen 001B,4274.318064848173
W01001489,Torfaen 001C,149.2661312655774
W01001408,Caerphilly 016B,4490.298737295966
W01000701,Carmarthenshire 001C,24.162424852433368
W01001409,Caerphilly 016C,1470.206693764594
W01001613,Newport 011C,8098.344204716507
W01001251,Rhondda Cynon Taf 024C,2838.9904264577895
W01001682,Newport 006C,2324.4312561819984
W01000074,Gwynedd 013B,31.928065231072317
W01001521,Torfaen 007C,3199.461521202603
W01001414,Caerphilly 008A,1967.0866546670095
W01000501,Powys 003D,348.59513861968964
W01000740,Swansea 014C,1914.942265919744
W01000741,Swansea 014D,831.4133045737535
W01001448,Blaenau Gwent 002C,2367.727549158727
W01000553,Pembrokeshire 011A,67.18198511220821
W01000911,Neath Port Talbot 009C,600.0705965407694
W01000552,Ceredigion 011D,28.85688503068416
W01000999,Bridgend 010A,1831.7079269817452
W01000931,Neath Port Talbot 020E,171.64018756556578
W01000930,Neath Port Talbot 011D,105.05792687839383
W01000933,Neath Port Talbot 019B,48.363558599101815
W01001579,Monmouthshire 001E,2307.201021874501
W01001578,Monmouthshire 009C,309.01333764013947
W01001807,Cardiff 007B,6518.185533306089
W01001886,Cardiff 016D,5913.832199546485
W01001806,Cardiff 015D,1797.9071979706164
W01001887,Cardiff 020A,4128.045867176303
W01000959,Neath Port Talbot 017E,3273.6618220489186
W01001885,Cardiff 011D,460.7540365204054
W01000824,Swansea 031B,959.6905783525714
W01001923,Carmarthenshire 026G,634.041243459526
W01000138,Conwy 008A,1035.0928929519316
W01001778,Cardiff 001B,400.12974676212315
W01000547,Ceredigion 009G,38.63496872660704
W01001642,Newport 013A,5900.497512437812
W01001643,Newport 013B,6274.729376633073
W01000866,Swansea 019E,5669.220369535827
W01000867,Swansea 019F,5644.481887110363
W01000864,Swansea 019C,4594.375338020552
W01000865,Swansea 019D,4586.971121558093
W01000862,Swansea 019A,4796.137339055794
W01000863,Swansea 019B,5359.922178988327
W01000255,Flintshire 015A,250.0244270499723
W01001022,Bridgend 014B,6212.381771281169
W01000730,Carmarthenshire 018D,65.66087454237179
W01000199,Denbighshire 011C,97.14622151416499
W01001041,Bridgend 013C,751.336154963082
W01001048,Bridgend 008B,1771.5019255455713
W01001043,Bridgend 004E,1407.1038251366122
W01001040,Bridgend 009F,104.63449921489841
W01001045,Bridgend 019D,2233.5823830121903
W01001042,Bridgend 004D,234.0468093618724
W01001047,Bridgend 018D,3220.1782666413806
W01001044,Bridgend 019C,1605.2448594417403
W01001049,Bridgend 008C,3625.8913878222706
W01001336,Caerphilly 004A,1578.4270650263618
W01000676,Carmarthenshire 004A,34.24454426640015
W01000677,Carmarthenshire 004B,733.3503444756316
W01001659,Newport 018A,8322.74459974587
W01001658,Newport 020D,548.28285041354
W01000715,Carmarthenshire 013E,1761.8356850850587
W01000795,Swansea 006A,456.02416637620547
W01000714,Carmarthenshire 013D,2337.7943418600707
W01000796,Swansea 006B,1305.1940153266025
W01000717,Carmarthenshire 016E,640.9052092228864
W01000581,Pembrokeshire 003B,27.07666852617158
W01000797,Swansea 010B,1468.3073105159756
W01000716,Carmarthenshire 016D,115.12111795598686
W01000794,Swansea 010A,480.19419618227965
W01000765,Swansea 015C,7526.583448913546
W01000764,Swansea 015B,3542.1583351212184
W01000767,Swansea 015E,4376.883045740893
W01000766,Swansea 015D,5059.445178335534
W01000762,Swansea 013C,4938.882421420256
W01000488,Powys 006C,20.179676026471636
W01000489,Powys 017A,654.8080200811925
W01000409,Wrexham 017E,5014.430014430014
W01000408,Wrexham 013D,65.61037008349375
W01000840,Swansea 030D,441.34005950071145
W01000423,Wrexham 012D,3873.335609423011
W01000422,Wrexham 008F,3632.819121885065
W01000425,Wrexham 010E,4697.51645085969
W01000134,Conwy 015B,522.641082954517
W01000420,Wrexham 016E,668.4578681613934
W01000881,Swansea 029C,3805.4914036438286
W01001731,Cardiff 008B,3012.0724346076454
W01000800,Swansea 006C,547.6709056418182
W01000803,Swansea 002F,32.40024771572199
W01001730,Cardiff 008A,2088.4620587041795
W01001733,Cardiff 019B,5480.556115252871
W01000882,Swansea 029D,2283.70607028754
W01000801,Swansea 006D,5317.011927181419
W01000880,Swansea 029B,2747.1184072651067
W01001799,Cardiff 001D,1976.39653815893
W01001718,Cardiff 028A,15303.60531309298
W01001719,Cardiff 028B,11384.408602150537
W01001761,Cardiff 046C,11998.710509348808
W01001760,Cardiff 046B,8398.9898989899
W01001420,Caerphilly 022D,2202.492743725457
W01001423,Caerphilly 024B,2701.525054466231
W01001422,Caerphilly 022F,5466.226138032306
W01001421,Caerphilly 022E,6370.672097759674
W01000216,Denbighshire 002D,466.56034746021516
W01000086,Gwynedd 008B,29.021769502375086
W01000786,Swansea 007C,377.7647289097671
W01000707,Carmarthenshire 025D,4717.391304347826
W01001482,Torfaen 002A,113.13236313236312
W01001403,Caerphilly 011C,2006.4762345322076
W01000322,Flintshire 014E,889.7088970889708
W01001255,Rhondda Cynon Taf 023E,1311.271824092337
W01001687,Newport 014D,4208.68211018104
W01000195,Denbighshire 012A,1541.5232358003443
W01000586,Pembrokeshire 006C,329.6134035877094
W01001469,Blaenau Gwent 005F,907.4531260425701
W01001288,Rhondda Cynon Taf 014G,453.950518754988
W01001289,Merthyr Tydfil 006A,100.00148922545384
W01001208,Rhondda Cynon Taf 006E,3134.858044164038
W01001209,Rhondda Cynon Taf 008A,2000.2780094523216
W01001410,Caerphilly 016D,2701.512259580091
W01000467,Powys 010D,400.12058428567514
W01001759,Cardiff 046A,1157.6519604196117
W01000364,Wrexham 006E,427.7714404231048
W01001902,Powys 017G,919.7188809298553
W01001312,Merthyr Tydfil 006E,87.72026858109976
W01000687,Carmarthenshire 004C,10.102437888715201
W01000752,Swansea 002C,2725.3992787223083
W01001818,Cardiff 009D,6038.812785388127
W01001276,Rhondda Cynon Taf 013D,433.08956216164876
W01001688,Newport 019C,2824.4905452542685
W01001685,Newport 014B,5278.0309936189615
W01000110,Gwynedd 006D,2794.1176470588234
W01000339,Flintshire 019D,114.59832604588026
W01000331,Flintshire 015F,1843.109203624225
W01000338,Flintshire 001C,101.06300002228511
W01000333,Flintshire 009B,449.58696715885213
W01000330,Flintshire 015E,6621.5437788018435
W01000335,Flintshire 009D,3986.904328846854
W01000332,Flintshire 009A,93.83734859576735
W01000659,Carmarthenshire 026A,2432.034284183742
W01000658,Carmarthenshire 010C,306.8907000645331
W01001465,Blaenau Gwent 009B,312.01650335224343
W01001524,Torfaen 004D,1559.7155235837488
W01000673,Carmarthenshire 027F,44.05697465071335
W01000713,Carmarthenshire 015E,359.9120153973055
W01000672,Carmarthenshire 027E,20.821394714344027
W01000792,Swansea 004B,331.4206569054215
W01000675,Carmarthenshire 012A,45.99820143884892
W01000793,Swansea 004C,165.34059481768284
W01000674,Carmarthenshire 027A,20.531754869210186
W01000712,Carmarthenshire 015D,469.84328919215864
W01000710,Carmarthenshire 021D,82.37789434603127
W01000791,Swansea 004A,4632.804917502426
W01000843,Swansea 005E,3730.4324754576814
W01000761,Swansea 013B,3140.9039118875808
W01000760,Swansea 013A,940.3343896841875
W01000763,Swansea 015A,9680.156657963445
W01001840,Cardiff 007D,3436.2783424550435
W01001842,Cardiff 003B,545.0565017224171
W01001843,Cardiff 003C,804.2151968940655
W01001847,Cardiff 006D,1533.5880933226067
W01001844,Cardiff 003D,4535.469107551487
W01001841,Cardiff 003A,1558.7605990966003
W01001670,Newport 009B,446.7188440698374
W01001673,Newport 009D,2559.019643178951
W01000429,Powys 010A,8.665394292313634
W01001671,Newport 016D,2285.922506984088
W01001739,Cardiff 039C,6151.855047454702
W01001738,Cardiff 039B,4939.759036144578
W01000006,Isle of Anglesey 006A,45.389747391229974
W01001402,Caerphilly 011B,4020.3984819734346
W01001483,Torfaen 002B,3661.567877629063
W01001405,Caerphilly 011E,1154.7865337596388
W01000704,Carmarthenshire 022B,3317.2205438066467
W01000785,Swansea 007B,1778.8106052603782
W01001481,Blaenau Gwent 006E,2106.1924580653294
W01001813,Cardiff 017D,5233.077905491699
W01001008,Bridgend 011B,1954.5454545454545
W01001270,Rhondda Cynon Taf 010B,1198.3271674441048
W01001600,Newport 012A,2378.3856623096617
W01000073,Gwynedd 008A,82.03083311503721
W01000738,Swansea 014A,382.9212549345523
W01000978,Bridgend 004B,220.5127570896768
W01000915,Neath Port Talbot 010D,4581.529581529581
W01000994,Bridgend 001D,143.97603080604458
W01000914,Neath Port Talbot 010C,2530.5064063453324
W01000995,Bridgend 001E,714.2857142857142
W01000996,Bridgend 008A,205.0616656411354
W01000917,Neath Port Talbot 010F,322.956992098425
W01000993,Bridgend 001C,4878.048780487805
W01000912,Neath Port Talbot 010A,3529.6
W01000556,Pembrokeshire 008B,46.662867754005795
W01000848,Swansea 001D,2386.634844868735
W01000823,Swansea 031A,2439.3663255292304
W01000347,Wrexham 006A,462.41333644932615
W01001915,Rhondda Cynon Taf 027F,3544.6104158255953
W01001912,Newport 020E,86.55395777461126
W01001914,Rhondda Cynon Taf 023F,399.53402079647924
W01001917,Rhondda Cynon Taf 023G,1823.0963883137797
W01001916,Rhondda Cynon Taf 027G,3025.689819219791
W01001913,Newport 020F,234.70869946644038
W01001196,Rhondda Cynon Taf 027B,1721.2176699473566
W01001114,The Vale of Glamorgan 008A,1454.630935590033
W01001197,Rhondda Cynon Taf 027C,230.0861396870068
W01001117,The Vale of Glamorgan 014B,665.3294848588622
W01001116,The Vale of Glamorgan 005A,3793.4307955192703
W01001195,Rhondda Cynon Taf 030C,242.22449763215155
W01001115,The Vale of Glamorgan 008B,1245.1688791799697
W01000236,Denbighshire 006A,3823.356231599607
W01001753,Cardiff 031C,6038.96103896104
W01000856,Swansea 022D,3691.4715719063543
W01000081,Gwynedd 005B,45.96809196248899
W01001590,Monmouthshire 009D,58.910711620071226
W01001510,Torfaen 005A,345.0987244452211
W01001591,Monmouthshire 011E,580.493364214551
W01001592,Monmouthshire 008D,4295.4891028890015
W01001513,Torfaen 005D,246.8479542849549
W01001511,Torfaen 005B,3011.6688275606593
W01000538,Ceredigion 005C,24.959853023511545
W01000539,Ceredigion 005D,25.146424216385615
W01001236,Rhondda Cynon Taf 021G,3514.72471190781
W01000259,Flintshire 017A,605.0834597875569
W01000252,Flintshire 010A,603.282028890587
W01001029,Bridgend 019A,537.8433277399982
W01000126,Conwy 009A,1933.072267710929
W01000127,Conwy 009B,2284.9056603773583
W01000124,Conwy 012A,27.341287322242064
W01000125,Conwy 013B,272.75591791720825
W01000754,Swansea 002E,2096.7524592372997
W01001890,Cardiff 021D,7097.560975609756
W01001363,Caerphilly 012A,1714.2317142317142
W01001153,Rhondda Cynon Taf 002C,3292.6572690932044
W01001863,Cardiff 022A,3673.99438727783
W01000248,Denbighshire 008D,37.6058638445209
W01000249,Flintshire 014A,2521.610794855577
W01000513,Ceredigion 002B,7575.655682582381
W01001938,Swansea 025E,4438.585607940447
W01000593,Pembrokeshire 010C,831.2619226544887
W01000512,Ceredigion 002A,2505.3840631730077
W01001729,Cardiff 014C,206.8827378340741
W01000642,Carmarthenshire 008B,341.9498499370704
W01000591,Pembrokeshire 012C,394.57824475222304
W01000510,Ceredigion 009D,568.9352574102963
W01001551,Monmouthshire 010C,4961.472602739726
W01001548,Monmouthshire 001B,18.45213480713629
W01000646,Carmarthenshire 003A,47.71307763301925
W01000896,Neath Port Talbot 013C,1193.9309125727332
W01000817,Swansea 009A,2892.512972572276
W01001741,Cardiff 039E,7655.7093425605535
W01001720,Cardiff 028C,16182.634730538923
W01001721,Cardiff 032A,9468.567725210629
W01001725,Cardiff 032D,22243.90243902439
W01001931,Wrexham 012G,4223.897264098269
W01001722,Cardiff 028D,20280.583613916948
W01001930,Wrexham 019F,18.41555687004294
W01001933,Gwynedd 017F,13.294942227657936
W01000083,Gwynedd 015D,4.994355545237671
W01001629,Newport 017A,3070.367132867133
W01001072,The Vale of Glamorgan 009E,2889.401846647933
W01001073,The Vale of Glamorgan 015E,1097.3902609739025
W01001077,The Vale of Glamorgan 004C,2017.5438596491226
W01001075,The Vale of Glamorgan 004A,5454.967502321263
W01001198,Rhondda Cynon Taf 027D,3177.344848363125
W01001076,The Vale of Glamorgan 004B,4823.15112540193
W01001199,Rhondda Cynon Taf 027E,493.28174034916674
W01001119,The Vale of Glamorgan 003B,58.16223086350637
W01001070,The Vale of Glamorgan 009C,9277.10843373494
W01001071,The Vale of Glamorgan 009D,1334.6359697561804
W01000948,Neath Port Talbot 004D,1530.6536743808363
W01000949,Neath Port Talbot 018A,466.3711035501941
W01000594,Pembrokeshire 012E,3165.3888280394303
W01000595,Pembrokeshire 007C,2389.801699716714
W01000517,Ceredigion 002D,8007.3574494175355
W01000596,Pembrokeshire 007D,63.62563497357483
W01000516,Ceredigion 003B,2342.3299366565684
W01000515,Ceredigion 003A,1123.5379492871168
W01001549,Monmouthshire 007A,26.01106815796791
W01001598,Monmouthshire 010F,4774.699132381753
W01001519,Torfaen 007A,5041.60363086233
W01001599,Monmouthshire 004F,204.97123958797275
W01000224,Denbighshire 009C,1066.5369358580945
W01000227,Denbighshire 004B,4784.394250513346
W01000226,Denbighshire 004A,1746.5351186281418
W01000225,Denbighshire 009D,852.8760433819771
W01000851,Swansea 021C,1176.7282283378347
W01001020,Bridgend 002E,2300.984983045374
W01000757,Swansea 017C,1494.8453608247423
W01001364,Caerphilly 012B,4663.823381836427
W01001454,Blaenau Gwent 008E,161.80771770921788
W01001457,Blaenau Gwent 004D,1703.9078649473372
W01001456,Blaenau Gwent 004C,1467.8196147110334
W01001154,Rhondda Cynon Taf 003D,139.3144662466932
W01001455,Blaenau Gwent 008F,5539.746365604702
W01001865,Cardiff 022C,764.2785423188234
W01001231,Rhondda Cynon Taf 017D,2392.8960897336033
W01001230,Rhondda Cynon Taf 017C,2775.07809788268
W01001233,Rhondda Cynon Taf 001F,23.830769189295566
W01001837,Cardiff 030C,16113.360323886638
W01001836,Cardiff 030B,5492.356914326342
W01001835,Cardiff 033F,6829.454406714995
W01001834,Cardiff 033E,13134.69387755102
W01000969,Neath Port Talbot 009D,180.21660649819495
W01000327,Flintshire 018C,399.4471319972357
W01001567,Monmouthshire 005B,29.555236728837876
W01001895,Cardiff 010D,1243.108137910755
W01001002,Bridgend 010D,3263.4920634920636
W01000140,Conwy 010B,169.23691066476175
W01000141,Conwy 010C,3391.6895169795403
W01000820,Swansea 009D,3533.185294843326
W01000343,Wrexham 007A,3633.417356859921
W01000219,Denbighshire 001B,4261.712439418417
W01000298,Flintshire 001B,287.7245166456927
W01000218,Denbighshire 001A,3223.3662534145824
W01000237,Denbighshire 006B,2002.8224055579678
W01001750,Cardiff 031A,3626.4455596770676
W01000089,Gwynedd 011D,35.70132719059682
W01001907,Powys 001G,11.255764925054958
W01001396,Caerphilly 023D,3808.854532677442
W01000600,Pembrokeshire 013A,4744.504710248359
W01000755,Swansea 017A,3284.627092846271
W01001369,Caerphilly 012D,294.2232267499834
W01001159,Rhondda Cynon Taf 028C,2135.934550031466
W01001470,Blaenau Gwent 001D,338.15056201001227
W01000859,Swansea 027B,1619.9770378874857
W01000858,Swansea 027A,4816.350710900475
W01001831,Cardiff 030A,12181.515403830143
W01001830,Cardiff 033B,16151.484135107472
W01000482,Powys 008C,241.0022946756163
W01000403,Wrexham 018C,45.79158384608601
W01000481,Powys 008B,307.3275984441984
W01001797,Cardiff 005C,3521.1620335587277
W01000400,Wrexham 005C,1635.514018691589
W01001717,Cardiff 035D,11578.171091445427
W01001716,Cardiff 035C,5786.914235190097
W01000939,Neath Port Talbot 008D,2534.7954449599324
W01000938,Neath Port Talbot 008C,3678.1929726715007
W01000749,Swansea 026A,9821.782178217822
W01001278,Rhondda Cynon Taf 028E,4230.0757302560405
W01001698,Cardiff 036E,11749.028317601333
W01000723,Carmarthenshire 012E,74.14187643020594
