LSOA11CD,LSOA11NM,pop_density_persqkm
W01001619,Newport 003C,4420.880913539968
W01000722,Carmarthenshire 012D,37.93845603466681
W01000725,Carmarthenshire 011D,442.03246566131975
W01001215,Rhondda Cynon Taf 011C,690.6768501448512
W01001214,Rhondda Cynon Taf 011B,372.512182234486
W01001294,Merthyr Tydfil 003B,1038.267936199891
W01001217,Rhondda Cynon Taf 018A,1959.9109131403118
W01001295,Merthyr Tydfil 002A,1628.7288223677374
W01001216,Rhondda Cynon Taf 011D,2338.5503722838475
W01001296,Merthyr Tydfil 002B,241.8233480442537
W01001293,Merthyr Tydfil 004B,1065.8011212747124
W01000892,Neath Port Talbot 015D,453.53089233983945
W01000812,Swansea 008C,2705.1083591331267
W01000893,Neath Port Talbot 003A,135.7374936226202
W01000328,Flintshire 011C,517.2751296858178
W01001252,Rhondda Cynon Taf 024D,1930.477167778348
W01001686,Newport 014C,2787.648054145516
W01000193,Denbighshire 015A,84.7508088045571
W01001880,Cardiff 013B,8092.708836310961
W01001447,Blaenau Gwent 002B,2842.6579757378236
W01001881,Cardiff 013C,6105.981533520675
W01001800,Cardiff 005D,4043.672717705867
W01001446,Blaenau Gwent 002A,305.23288725856486
W01001444,Blaenau Gwent 005B,590.0029753049687
W01001784,Cardiff 026F,5005.8388478007
W01001785,Cardiff 023A,5408.719346049046
W01001705,Cardiff 045C,3298.3301773110684
W01001704,Cardiff 041A,5607.476635514018
W01001707,Cardiff 041C,3389.0746934225194
W01000733,Carmarthenshire 026E,4829.755736491488
W01001702,Cardiff 045A,4387.827317763624
W01000976,Bridgend 003A,109.26761940362884
W01000815,Swansea 003E,901.0642030171908
W01000894,Neath Port Talbot 013A,394.4615723408941
W01000814,Swansea 008E,3767.3528003829583
W01000813,Swansea 008D,2997.635001970831
W01001728,Cardiff 014B,1778.7815895495057
W01000592,Pembrokeshire 012D,2477.744807121662
W01001939,Cardiff 032F,892.2593427614948
W01001520,Torfaen 007B,1413.4668892598775
W01001625,Newport 001C,148.95212434706352
W01000095,Gwynedd 012C,276.7996870109546
W01001640,Newport 004B,73.09595283966897
W01001641,Newport 004C,118.24465681433999
W01000860,Swansea 027C,1007.506914263137
W01000861,Swansea 027D,1584.232990208386
W01000826,Swansea 031D,1064.7148228141748
W01001608,Newport 008B,5396.373977959474
W01001925,Carmarthenshire 023F,181.7490674966145
W01000130,Conwy 012C,2083.897158322057
W01000192,Denbighshire 016A,19.559039254109422
W01000084,Gwynedd 014D,43.41945277819746
W01001628,Newport 001F,2455.3674936239277
W01001652,Newport 002B,3527.2527069187004
W01001655,Newport 002E,3571.7550274223036
W01001654,Newport 002D,5499.664654594231
W01000079,Gwynedd 013C,14.85560063461955
W01000683,Carmarthenshire 005C,9.271090863635102
W01001810,Cardiff 017B,6141.93083573487
W01001366,Caerphilly 019A,454.5818113952062
W01001156,Rhondda Cynon Taf 003E,3451.8013631937683
W01000798,Swansea 010C,3338.854708944629
W01000799,Swansea 010D,3447.9220112878397
W01000719,Carmarthenshire 010E,47.48893667923887
W01001867,Cardiff 016B,4401.799100449774
W01001580,Monmouthshire 002E,3538.7015012673032
W01000587,Pembrokeshire 010A,3123.7896618501413
W01000589,Pembrokeshire 012A,4672.559260747288
W01000578,Pembrokeshire 014B,66.38970013574102
W01000571,Pembrokeshire 006A,1988.826815642458
W01000570,Pembrokeshire 005C,5571.227080394922
W01000573,Pembrokeshire 006B,1270.1440835383303
W01000638,Carmarthenshire 007B,4505.36809815951
W01000579,Pembrokeshire 003A,42.209065610817476
W01000631,Carmarthenshire 024D,3856.5022421524664
W01000015,Isle of Anglesey 008C,847.1620633402711
W01000643,Carmarthenshire 006A,2735.668789808917
W01000454,Powys 013A,1256.0338882868682
W01000091,Gwynedd 001D,2959.8257502420133
W01000011,Isle of Anglesey 008B,1114.4883485309017
W01001826,Cardiff 024B,3526.396719630958
W01001827,Cardiff 024C,3679.0960451977403
W01000455,Powys 013B,619.4063668290473
W01001320,Merthyr Tydfil 007C,1264.1917462605873
W01001322,Merthyr Tydfil 007E,2562.7498001598724
W01001325,Caerphilly 003A,899.8431094691027
W01001324,Merthyr Tydfil 003E,554.4747081712062
W01001327,Caerphilly 014A,177.26532073624296
W01001326,Caerphilly 003B,1586.1825872400425
W01001079,The Vale of Glamorgan 012E,10386.88524590164
W01001078,The Vale of Glamorgan 004D,6234.269119070667
W01001328,Caerphilly 014B,661.943579019248
W01001321,Merthyr Tydfil 007D,310.585210036764
W01000262,Flintshire 017C,3859.253693964438
W01000265,Flintshire 012B,556.6399190341936
W01000264,Flintshire 012A,2446.1093585699264
W01000267,Flintshire 017F,1800.5613050342047
W01000263,Flintshire 017D,2358.6161011310714
W01000623,Pembrokeshire 004D,28.184615557626643
W01000622,Pembrokeshire 008E,34.28991208322472
W01000625,Carmarthenshire 013A,1379.6328773529754
W01001473,Blaenau Gwent 003B,3287.1240601503755
W01001472,Blaenau Gwent 003A,1142.6645318951714
W01001475,Blaenau Gwent 003D,1336.240635133624
W01001474,Blaenau Gwent 003C,103.847196268348
W01001832,Cardiff 033C,14296.7542503864
W01001833,Cardiff 033D,8636.363636363636
W01001451,Blaenau Gwent 007B,278.7360827975537
W01000465,Powys 018E,21.001524075953153
W01000847,Swansea 001C,123.97049961259218
W01000169,Conwy 001D,4194.227933431641
W01000168,Conwy 002B,2378.182758175003
W01000163,Conwy 009E,452.18632412092904
W01000162,Conwy 014C,15.719531220273202
W01000165,Conwy 006C,2544.4682729910432
W01000164,Conwy 009F,550.7851783089657
W01000167,Conwy 011C,717.3882084876104
W01000166,Conwy 006D,1651.9265260684024
W01000057,Gwynedd 016C,7.124506362551635
W01000056,Gwynedd 009A,73.25599262446221
W01001499,Torfaen 011C,3357.1232500686247
W01001239,Rhondda Cynon Taf 026B,2585.530005608525
W01001238,Rhondda Cynon Taf 022C,578.1372649397632
W01001264,Rhondda Cynon Taf 022F,1201.6293279022404
W01001267,Rhondda Cynon Taf 007C,105.74550581600282
W01000221,Denbighshire 003B,4671.169569854248
W01000228,Denbighshire 004C,2930.0864100549884
W01001266,Rhondda Cynon Taf 007B,268.17486034630144
W01000232,Denbighshire 017B,4421.80616740088
W01001265,Rhondda Cynon Taf 007A,4489.5591647331785
W01001756,Cardiff 025B,6871.035940803383
W01000923,Neath Port Talbot 007D,274.63589213603564
W01000922,Neath Port Talbot 007C,951.2399664550138
W01000925,Neath Port Talbot 003B,82.09009609278212
W01000924,Neath Port Talbot 011C,51.885490628998674
W01000927,Neath Port Talbot 020B,683.8163464669489
W01000926,Neath Port Talbot 003C,258.72683845891373
W01000413,Wrexham 010C,5188.6440044826295
W01000493,Powys 017E,307.52276791283737
W01000412,Wrexham 015D,155.3331706126434
W01000415,Wrexham 007C,2820.4601479046837
W01000494,Powys 015E,30.084975592117157
W01000492,Powys 017D,2071.316203460933
W01000374,Wrexham 003A,2416.9550173010384
W01000377,Wrexham 004A,852.5383642263902
W01000376,Wrexham 003C,895.2368386330651
W01000098,Gwynedd 006C,2523.031203566122
W01000019,Isle of Anglesey 005C,145.9616926684193
W01000099,Gwynedd 005C,127.34511541557583
W01000018,Isle of Anglesey 001C,89.46264133348875
W01000090,Gwynedd 002D,2234.2257710975423
W01001851,Cardiff 012D,2594.5852134675465
W01000372,Wrexham 008C,1563.9481000926785
W01000375,Wrexham 003B,1162.519851773425
W01001850,Cardiff 012C,4086.134453781512
W01000360,Wrexham 019D,2234.8816827344435
W01000153,Conwy 009D,315.81012161632015
W01001166,Rhondda Cynon Taf 016A,325.90007441812725
W01000202,Denbighshire 015B,22.19700075754902
W01000283,Flintshire 008E,564.7573878146662
W01001942,Cardiff 049B,5333.333333333333
W01000284,Flintshire 013C,2065.5119594674206
W01000205,Denbighshire 016B,12.765492493782231
W01001944,Cardiff 048C,7816.785518376302
W01000204,Denbighshire 013B,51.671025454853066
W01001945,Cardiff 048D,7253.019510684423
W01001946,Cardiff 049C,6234.729493891798
W01001947,Cardiff 048E,1955.7942937654104
W01000203,Denbighshire 013A,29.113563970823222
W01001943,Cardiff 048B,1295.1432129514321
W01001379,Caerphilly 013C,1387.9408418657565
W01001371,Caerphilly 022A,2043.062779726624
W01001378,Caerphilly 013B,770.938758649179
W01001310,Merthyr Tydfil 002E,3647.982062780269
W01001174,Rhondda Cynon Taf 020C,1567.9590967192162
W01000449,Powys 011C,130.21911626767167
W01000607,Pembrokeshire 015C,1495.860874029391
W01000433,Powys 006A,25.024500860423917
W01000432,Powys 014B,568.1482211491082
W01000434,Powys 007A,30.051042579675773
W01001531,Torfaen 003D,654.9079754601227
W01001530,Torfaen 003C,6204.0948976275595
W01001566,Monmouthshire 005A,28.96665466497869
W01001533,Torfaen 012B,152.7444445524063
W01001532,Torfaen 010E,6139.130434782609
W01001898,Merthyr Tydfil 008F,60.14976561073117
W01000849,Swansea 021A,813.9214063300618
W01000247,Denbighshire 010C,74.44849339759413
W01000235,Denbighshire 017D,4516.708587854833
W01001751,Cardiff 027D,6168.787675820496
W01001479,Blaenau Gwent 006D,775.1706272106811
W01001478,Blaenau Gwent 006C,193.85265005072523
W01001772,Cardiff 021A,4945.317840054681
W01000365,Wrexham 011C,2315.9053384700055
W01000777,Swansea 012B,1744.5636131063663
W01000776,Swansea 030B,30.07013699506562
W01000154,Conwy 003A,1345.9367945823928
W01000774,Swansea 005B,3553.3856930587986
W01001623,Newport 001A,1257.8173170087202
W01000536,Ceredigion 011E,9.029438088064515
W01000537,Ceredigion 008D,20.1501024674604
W01001268,Rhondda Cynon Taf 007D,584.7628857810705
W01001269,Rhondda Cynon Taf 010A,1409.1746678304723
W01000419,Wrexham 016D,229.7329447451377
W01000498,Powys 003A,83.00511957750952
W01000418,Wrexham 020E,117.93518152560554
W01000499,Powys 003B,684.6270598438855
W01001393,Caerphilly 019D,3769.784172661871
W01000601,Pembrokeshire 013B,789.9195256247352
W01001859,Cardiff 034B,9926.9588313413
W01001858,Cardiff 034A,1490.2518617688895
W01000445,Powys 015C,21.436885439056265
W01001899,Powys 021F,158.31497797356826
W01001817,Cardiff 009C,8005.813953488373
W01001085,The Vale of Glamorgan 002D,76.21147717766075
W01001342,Caerphilly 021A,1947.6190476190477
W01001285,Rhondda Cynon Taf 014D,1687.6208897485494
W01001204,Rhondda Cynon Taf 006A,323.1759135607624
W01000401,Wrexham 005D,3411.4722074231927
W01000427,Powys 011A,7.253319306770531
W01000426,Powys 021A,151.15370592218343
W01000348,Wrexham 006B,2356.8170299037
W01001207,Rhondda Cynon Taf 006D,835.019950268895
W01001286,Rhondda Cynon Taf 014E,8128.286014721346
W01001284,Rhondda Cynon Taf 015E,5102.040816326531
W01001205,Rhondda Cynon Taf 006B,353.8752880512902
W01000273,Flintshire 007A,3895.572666025024
W01000201,Denbighshire 008B,283.3442072886569
W01000280,Flintshire 010B,2132.3997453851052
W01000289,Flintshire 005A,376.7142149033431
W01001588,Monmouthshire 010D,865.2452908300559
W01001504,Torfaen 013A,2243.5228243333017
W01001609,Newport 015B,5495.442516906793
W01001605,Newport 014A,4797.127468581687
W01000190,Conwy 014D,11.166245219004537
W01000750,Swansea 002A,637.5695335900729
W01000136,Conwy 006B,2762.6617751961685
W01001754,Cardiff 031D,4577.235772357723
W01000829,Swansea 018C,553.2172596517789
W01000087,Gwynedd 004C,1039.4932935916543
W01000142,Conwy 010D,541.4557768634163
W01000663,Carmarthenshire 016B,326.758983535193
W01000662,Carmarthenshire 016A,93.70931268416363
W01000665,Carmarthenshire 017A,134.26256592284773
W01000660,Carmarthenshire 026B,4320.567375886525
W01001796,Cardiff 002C,4649.385177799933
W01001714,Cardiff 035A,4661.769207223753
W01001736,Cardiff 008C,3087.633087633087
W01000238,Denbighshire 006C,4193.867457962414
W01001661,Newport 018C,4917.154811715481
W01000871,Swansea 026B,10856.653340948029
W01000870,Swansea 024D,5837.466615795498
W01000878,Swansea 007F,2928.203871600098
W01000887,Neath Port Talbot 005A,250.18334206390782
W01000886,Neath Port Talbot 017C,6225.865209471767
W01000806,Swansea 003A,3036.0889634913974
W01000001,Isle of Anglesey 007A,34.63464828141382
W01000690,Carmarthenshire 019A,204.8395108451404
W01000611,Pembrokeshire 004C,57.78992804111283
W01000691,Carmarthenshire 019B,1189.8456172081906
W01001626,Newport 001D,2859.552931252636
W01001316,Merthyr Tydfil 005B,3125.3339031947858
W01000441,Powys 005B,42.4626621419097
W01000447,Powys 007C,22.696431263937274
W01001360,Caerphilly 002A,92.92420206391706
W01001150,Rhondda Cynon Taf 003B,3052.21573342494
W01000323,Flintshire 012C,161.07866609233974
W01001606,Newport 008A,3080.2707930367505
W01000114,Gwynedd 009D,9.495198214625503
W01000507,Ceredigion 009A,97.74180067792412
W01001529,Torfaen 003B,2727.6180828162596
W01000732,Carmarthenshire 026D,8771.498771498771
W01001871,Cardiff 037B,3208.8491982951086
W01001870,Cardiff 037A,5640.394088669951
W01001873,Cardiff 038C,5722.1147646679565
W01000728,Carmarthenshire 003D,16.332994331537346
W01000729,Carmarthenshire 018C,918.539120251775
W01000837,Swansea 004D,615.3215655279412
W01000834,Swansea 011D,1715.467508435833
W01000836,Swansea 011E,2191.9209135844553
W01000519,Ceredigion 010A,32.26972274501982
W01000598,Pembrokeshire 009C,1792.6431786434887
W01000599,Pembrokeshire 009D,182.78543172827716
W01000092,Gwynedd 001E,3615.6384361563846
W01000010,Isle of Anglesey 002A,361.0299973453677
W01000093,Gwynedd 006B,925.0039513197407
W01000013,Isle of Anglesey 005B,99.54207187612157
W01000094,Gwynedd 012B,125.37295737912228
W01000116,Gwynedd 017D,69.05567764392615
W01000012,Isle of Anglesey 006B,421.2385591179147
W01000734,Carmarthenshire 026F,6830.708661417323
W01001010,Bridgend 012B,2203.182374541004
W01001011,Bridgend 012C,5505.430242272348
W01001092,The Vale of Glamorgan 007B,3458.9837263367654
W01001091,The Vale of Glamorgan 010A,758.3394428152493
W01001093,The Vale of Glamorgan 013C,4532.898041185334
W01001229,Rhondda Cynon Taf 017B,980.5845657811734
W01001013,Bridgend 005B,1012.2127923825295
W01001015,Bridgend 002B,350.76800517812245
W01001012,Bridgend 005A,128.39960543439517
W01001228,Rhondda Cynon Taf 021D,732.5032633798575
W01001090,The Vale of Glamorgan 006E,163.2011605415861
W01001018,Bridgend 002D,4554.118447923757
W01001413,Caerphilly 017C,1157.1338780641106
W01000207,Denbighshire 015C,25.097589861770857
W01000369,Wrexham 020F,1194.4599367912251
W01000522,Ceredigion 010B,19.96323082033421
W01000286,Flintshire 013E,682.7468439348662
W01000206,Denbighshire 013C,46.983029199854904
W01000287,Flintshire 001A,193.88209121245828
W01000525,Ceredigion 011A,355.38096108167366
W01000524,Ceredigion 005B,48.70863448551349
W01000285,Flintshire 013D,685.6391471776087
W01000523,Ceredigion 001C,14.604319366597421
W01000158,Conwy 004D,1824.7040535692934
W01000588,Pembrokeshire 010B,475.52701720378
W01001535,Torfaen 012D,1337.4658541710442
W01001534,Torfaen 012C,1489.7503551857112
W01001537,Torfaen 007E,320.1531988348258
W01001358,Caerphilly 006C,710.9562597109092
W01001359,Caerphilly 006D,330.37954196002266
W01001350,Caerphilly 009C,2873.146102871568
W01001351,Caerphilly 005D,629.6535399182268
W01000318,Flintshire 016F,3932.129514321295
W01000399,Wrexham 013B,207.44403453537558
W01000251,Flintshire 013A,2509.6584762787825
W01001390,Caerphilly 006E,976.0181218299109
W01000341,Wrexham 009A,2809.224318658281
W01001173,Rhondda Cynon Taf 020B,1881.7835142270458
W01000544,Ceredigion 007C,423.7141122387024
W01001417,Caerphilly 008D,2274.98001598721
W01001583,Monmouthshire 007B,56.67966845441248
W01001774,Cardiff 018D,6000.0
W01001646,Newport 015E,2484.2640953528858
W01001647,Newport 015F,167.80368440207835
W01000143,Conwy 007B,9847.522236340534
W01000144,Conwy 007C,1806.8910256410259
W01000145,Conwy 008B,641.084208923405
W01000246,Denbighshire 010B,605.842567275867
W01000146,Conwy 001B,1697.6953989994258
W01000147,Conwy 001C,365.7943379706197
W01000148,Conwy 015D,918.8118811881188
W01000149,Conwy 005A,1847.920009875324
W01000244,Denbighshire 014C,652.8283948661068
W01001869,Cardiff 038A,7373.794668179241
W01001274,Rhondda Cynon Taf 013B,1729.4807370184253
W01001584,Monmouthshire 008B,3768.8139674894646
W01000104,Gwynedd 008C,259.3663892963384
W01000184,Conwy 005E,409.66831333803816
W01000186,Conwy 001E,3077.0574873318196
W01000185,Conwy 015E,24.76233957679614
W01000187,Conwy 002C,1691.153155057605
W01000107,Gwynedd 010E,12.535318562348095
W01000106,Gwynedd 010D,184.91995657095336
W01000105,Gwynedd 010C,407.14490737674146
W01000102,Gwynedd 002E,491.39710942876803
W01001683,Newport 006D,2823.076923076923
W01000118,Gwynedd 007D,32.46698344522042
W01001463,Blaenau Gwent 006B,4326.145552560646
W01000540,Ceredigion 005E,89.02053712480253
W01000971,Neath Port Talbot 004G,743.0920539106
W01000543,Ceredigion 011C,9.84768974008374
W01001497,Torfaen 011A,2951.0546795003074
W01000500,Powys 003C,123.41037627905456
W01001926,Conwy 011F,128.9063840986852
W01000135,Conwy 006A,1275.763414491738
W01000344,Wrexham 007B,3788.573174457684
W01001660,Newport 018B,502.81632092320376
W01001663,Newport 008C,3646.9038208168645
W01001662,Newport 018D,4565.217391304349
W01001665,Newport 008D,3926.5467093911757
W01000518,Ceredigion 003C,1552.0864605223655
W01000835,Swansea 013E,4353.761254719721
W01000832,Swansea 011B,3253.672869735554
W01001343,Caerphilly 021B,189.44094240664452
W01001344,Caerphilly 020C,1583.1236694406812
W01001345,Caerphilly 021C,2595.31054233041
W01001346,Caerphilly 020D,1587.3170731707319
W01001347,Caerphilly 005C,2549.8500088230103
W01001138,Rhondda Cynon Taf 005B,4586.791771923493
W01001139,Rhondda Cynon Taf 005C,8325.859491778774
W01001340,Caerphilly 020A,219.6011203399652
W01001341,Caerphilly 020B,2364.4598374850143
W01001525,Torfaen 003A,863.4948433547382
W01000970,Neath Port Talbot 005D,2012.5482625482628
W01000272,Flintshire 006D,44.789773795350584
W01000275,Flintshire 007C,200.94829532625877
W01000274,Flintshire 007B,519.1273342599867
W01001148,Rhondda Cynon Taf 002A,4794.81069631983
W01001187,Rhondda Cynon Taf 001B,1585.3379152348225
W01001149,Rhondda Cynon Taf 003A,2143.874643874644
W01001030,Bridgend 019B,1529.3047863106556
W01001031,Bridgend 018A,1599.8696643857934
W01001104,The Vale of Glamorgan 004E,1186.3254203758656
W01001185,Rhondda Cynon Taf 022A,4599.766627771295
W01001755,Cardiff 025A,6822.742474916388
W01001240,Rhondda Cynon Taf 026C,364.8604028323
W01001032,Bridgend 018B,549.2477557786744
W01001033,Bridgend 003E,192.34545811604005
W01001034,Bridgend 003F,625.5407509949819
W01001035,Bridgend 014E,3774.6124842899035
W01001107,The Vale of Glamorgan 011B,1148.2132396016405
W01001036,Bridgend 017D,2145.2420701168617
W01001243,Rhondda Cynon Taf 030E,1860.8907870652838
W01001186,Rhondda Cynon Taf 001A,3931.7180616740093
W01001037,Bridgend 013B,671.3626233683541
W01001106,The Vale of Glamorgan 011A,3392.5276752767527
W01000004,Isle of Anglesey 001B,81.04605504942069
W01001089,The Vale of Glamorgan 006D,412.45136186770424
W01001181,Rhondda Cynon Taf 015B,1254.9677647266624
W01001100,The Vale of Glamorgan 010C,2436.6893143915995
W01001182,Rhondda Cynon Taf 021A,482.205969835882
W01001103,The Vale of Glamorgan 010D,2337.4102116093964
W01001183,Rhondda Cynon Taf 021B,3332.1964529331512
W01001102,The Vale of Glamorgan 013F,9315.459212778094
W01001184,Rhondda Cynon Taf 026A,504.92730998146163
W01001105,The Vale of Glamorgan 001A,66.11040248597746
W01001180,Rhondda Cynon Taf 015A,1632.3148627654066
W01001101,The Vale of Glamorgan 013E,7846.460618145563
W01001319,Merthyr Tydfil 007B,1322.1929053063618
W01000689,Carmarthenshire 003C,39.14333802602634
W01001178,Rhondda Cynon Taf 023A,639.0963048056673
W01000685,Carmarthenshire 001A,41.53147306943543
W01001812,Cardiff 017C,6509.386098427194
W01001001,Bridgend 010C,3435.9400998336105
W01001762,Cardiff 046D,11510.35322777101
W01001021,Bridgend 014A,3726.129482999534
W01000603,Pembrokeshire 013D,1540.6252511452224
W01001485,Torfaen 002D,149.91329641438722
W01001407,Caerphilly 016A,2323.474098136434
W01001486,Torfaen 002E,676.9053220293844
W01001862,Cardiff 042D,9636.963696369638
W01001464,Blaenau Gwent 009A,977.8938650697585
W01001273,Rhondda Cynon Taf 010E,5997.234704459039
W01001503,Torfaen 009B,6555.394291243347
W01001259,Rhondda Cynon Taf 018E,1009.3048064955848
W01000075,Gwynedd 002C,1509.0745011531133
W01000736,Swansea 028A,595.532634073248
W01000651,Carmarthenshire 020A,841.2353657890554
W01000650,Carmarthenshire 002B,9.703478881422258
W01001494,Torfaen 008B,2102.9692181966766
W01001046,Bridgend 018C,4729.064039408867
W01000688,Carmarthenshire 003B,92.34367723635748
W01001027,Bridgend 017C,4935.147105346409
W01000684,Carmarthenshire 005D,38.28244159149907
W01000655,Carmarthenshire 020C,880.8594569642033
W01000654,Carmarthenshire 023B,2985.2478037460637
W01000657,Carmarthenshire 010B,139.35732552536973
W01001500,Torfaen 011D,1623.2540581351454
W01000070,Gwynedd 012A,24.036476564884126
W01001256,Rhondda Cynon Taf 019C,4946.153846153846
W01000979,Bridgend 015A,3973.4939759036147
W01001651,Newport 002A,3627.171376717656
W01001493,Torfaen 008A,5135.497719345318
W01001821,Cardiff 024A,6295.210166177908
W01000929,Neath Port Talbot 020D,327.7799302595893
W01001624,Newport 001B,1041.2092551933795
W01001331,Caerphilly 018B,2817.7833437695676
W01001338,Caerphilly 004C,6199.499463711119
W01001333,Caerphilly 018D,1380.8720362312404
W01001330,Caerphilly 018A,369.59024222978763
W01001335,Caerphilly 005B,87.2794800371402
W01001332,Caerphilly 018C,267.1684165416756
W01001337,Caerphilly 004B,4120.534496863921
W01001334,Caerphilly 005A,1320.3558530784815
W01001339,Caerphilly 004D,1240.7075108946424
W01001006,Bridgend 009C,2480.5871715774915
W01001861,Cardiff 034D,4596.322941646682
W01000329,Flintshire 015D,637.7551020408164
W01001846,Cardiff 006C,2470.5882352941176
W01000585,Pembrokeshire 007B,16.993978142352532
W01001467,Blaenau Gwent 005D,409.86210840693906
W01001526,Torfaen 010B,5818.181818181818
W01000977,Bridgend 003B,221.78529296106962
W01000637,Carmarthenshire 007A,675.604752135121
W01001675,Newport 007A,10006.369426751593
W01001674,Newport 009E,3296.7032967032965
W01001676,Newport 007B,4236.752552260574
W01001677,Newport 007C,2509.7001763668427
W01001672,Newport 009C,2369.2587539790816
W01000428,Powys 005A,28.404577775800828
W01001777,Cardiff 001A,435.7574863549196
W01000844,Swansea 005F,487.5228827440023
W01001418,Caerphilly 008E,165.358391107546
W01000294,Flintshire 005C,492.5612150015497
W01000215,Denbighshire 002C,2736.2509682416735
W01000214,Denbighshire 002B,467.462660263471
W01000295,Flintshire 005D,5361.366622864652
W01000217,Denbighshire 008C,1248.5099441621182
W01000296,Flintshire 003C,365.8023826208829
W01001428,Caerphilly 001E,1387.5545851528386
W01000212,Denbighshire 003A,2415.634586978752
W01000703,Carmarthenshire 022A,4346.153846153846
W01000702,Carmarthenshire 001D,225.96970885390402
W01000784,Swansea 007A,4467.648065730914
W01000705,Carmarthenshire 022C,2891.796530432226
W01001480,Blaenau Gwent 003E,1643.9768976897692
W01001401,Caerphilly 011A,814.7590957678451
W01001400,Caerphilly 019F,2544.704264099037
W01000782,Swansea 023C,3544.973544973545
W01000928,Neath Port Talbot 020C,871.7563800128671
W01001458,Blaenau Gwent 004E,2717.8571428571427
W01001459,Blaenau Gwent 007D,1678.6903440621531
W01000778,Swansea 012C,2784.960618219646
W01000779,Swansea 012D,246.25249693653166
W01001007,Bridgend 009D,860.9963216929294
W01001120,The Vale of Glamorgan 014D,348.55430634875916
W01001123,The Vale of Glamorgan 005B,3978.7729743722493
W01000002,Isle of Anglesey 007B,114.40634996727296
W01000636,Carmarthenshire 025B,1497.7182613899906
W01000771,Swansea 020D,249.18681402294038
W01000947,Neath Port Talbot 004C,3011.1471708762524
W01000946,Neath Port Talbot 004B,59.584239341103164
W01001512,Torfaen 005C,4092.24730127576
W01001594,Monmouthshire 007E,58.12626425608614
W01001514,Torfaen 006A,3181.9496673416256
W01001515,Torfaen 006B,1649.460619417701
W01001596,Monmouthshire 006E,1199.6615905245349
W01001595,Monmouthshire 007F,72.57515536133864
W01000945,Neath Port Talbot 014E,56.03094947717776
W01001593,Monmouthshire 008E,999.4239631336405
W01000944,Neath Port Talbot 002B,110.5640893010539
W01001648,Newport 015G,5660.234581914491
W01001649,Newport 004D,61.70379606895399
W01000531,Ceredigion 010C,59.86519443625546
W01000533,Ceredigion 010D,241.79473710964638
W01001589,Monmouthshire 010E,3257.2794437201214
W01001507,Torfaen 008D,995.6752994979372
W01000560,Pembrokeshire 001C,18.565663201858328
W01000563,Pembrokeshire 011B,46.9392536577878
W01000562,Pembrokeshire 002A,16.760878138556595
W01000565,Pembrokeshire 002B,875.1469125757164
W01001689,Newport 019D,2566.5859564164653
W01000113,Gwynedd 009C,67.12522045855378
W01001383,Caerphilly 010D,1120.2754070142723
W01001302,Merthyr Tydfil 006B,1527.3625373716363
W01001384,Caerphilly 002C,653.024137794809
W01001305,Merthyr Tydfil 003C,4161.769789146215
W01001385,Caerphilly 002D,235.95592201587422
W01001304,Merthyr Tydfil 006D,476.14320693534506
W01001386,Caerphilly 002E,2601.8354532281437
W01001307,Merthyr Tydfil 004C,5075.830913197806
W01001382,Caerphilly 010C,1317.4577373211962
W01001303,Merthyr Tydfil 006C,231.0812015331135
W01001527,Torfaen 010C,4819.040125885129
W01000975,Bridgend 004A,490.5893901241944
W01000963,Neath Port Talbot 016E,5020.876826722339
W01000962,Neath Port Talbot 016D,6798.997074801505
W01000965,Neath Port Talbot 002C,179.19516653650413
W01000964,Neath Port Talbot 016F,2782.160682659797
W01000967,Neath Port Talbot 019C,5061.523112736947
W01000966,Neath Port Talbot 018E,306.4828050113512
W01001220,Rhondda Cynon Taf 018D,1637.8546099290782
W01001223,Rhondda Cynon Taf 031C,556.6825180406372
W01001225,Rhondda Cynon Taf 031E,251.00932968412135
W01001222,Rhondda Cynon Taf 001E,936.5421727778408
W01001224,Rhondda Cynon Taf 031D,1523.7061165399928
W01001221,Rhondda Cynon Taf 001D,760.1214574898786
W01000241,Denbighshire 004F,3228.798586572438
W01001569,Monmouthshire 003E,179.61334408045906
W01001568,Monmouthshire 005C,18.653683425108067
W01001122,The Vale of Glamorgan 014F,512.4594780444677
W01001125,The Vale of Glamorgan 005D,5283.0188679245275
W01001908,Monmouthshire 010G,4386.183936745734
W01001124,The Vale of Glamorgan 005C,8217.821782178218
W01001127,The Vale of Glamorgan 001B,104.72326199388519
W01001126,The Vale of Glamorgan 005E,4974.378439931676
W01000253,Flintshire 003A,546.38124362895
W01001314,Merthyr Tydfil 005A,1405.8747459818956
W01000681,Carmarthenshire 011B,178.32142728937072
W01001607,Newport 015A,5660.237388724036
W01000112,Gwynedd 008D,174.56359102244386
W01000503,Powys 020C,7.076804177790694
W01001669,Newport 009A,1686.0308024858148
W01000825,Swansea 031C,3960.80596191002
W01000139,Conwy 007A,2851.9855595667873
W01001829,Cardiff 033A,13174.010455563852
W01000003,Isle of Anglesey 001A,975.8194117427215
W01000480,Powys 008A,263.28961858043846
W01001791,Cardiff 005A,1752.8236316246744
W01001710,Cardiff 040B,11592.63959390863
W01001713,Cardiff 040E,12029.494382022473
W01000424,Wrexham 012E,4755.813953488372
W01001732,Cardiff 019A,3737.623762376238
W01000805,Swansea 028D,1374.4513744513745
W01000883,Neath Port Talbot 016A,1521.667217995369
W01001735,Cardiff 019D,2621.8540936604013
