area_code,area_name,welsh_speakers_percent,population_count,pop_density_persqkm,wimd_2019,over_65_count
W01001067,The Vale of Glamorgan 009A,9.3,1417.0,6783.149832455721,195.0,288.0
W01001066,The Vale of Glamorgan 015D,11.6,1640.0,4742.625795257374,733.0,282.0
W01001188,Rhondda Cynon Taf 001C,12.2,1186.0,459.90383123933617,176.0,256.0
W01001109,The Vale of Glamorgan 011C,9.1,1522.0,896.9825553983969,1363.0,418.0
W01001189,Rhondda Cynon Taf 029C,13.9,1605.0,3428.7545396282844,657.0,258.0
W01001108,The Vale of Glamorgan 014A,9.1,1734.0,174.65929350617958,1429.0,291.0
W01001063,The Vale of Glamorgan 012A,12.0,1733.0,9475.123018042646,690.0,238.0
W01001062,The Vale of Glamorgan 013A,14.6,1371.0,7200.630252100841,1419.0,220.0
W01001773,Cardiff 012A,10.6,2508.0,7574.750830564784,1592.0,371.0
W01000363,Wrexham 006D,18.7,1541.0,2404.05616224649,1411.0,388.0
W01001903,Powys 018F,8.3,2170.0,347.38897960490505,1479.0,733.0
W01000152,Conwy 005D,11.2,1486.0,2525.0637213254035,681.0,368.0
W01001620,Newport 003D,8.8,1641.0,739.7556687553531,289.0,214.0
W01001177,Rhondda Cynon Taf 009B,10.9,1219.0,556.4431460263843,471.0,273.0
W01000448,Powys 011B,8.5,1384.0,96.18458544721662,1161.0,389.0
W01000047,Gwynedd 011A,79.8,1303.0,52.35728320749637,1234.0,360.0
W01001084,The Vale of Glamorgan 002C,11.2,1596.0,169.17711656896935,1786.0,520.0
W01000254,Flintshire 003B,13.5,2215.0,359.70054726448956,568.0,424.0
W01000609,Pembrokeshire 014D,11.2,2488.0,334.25585082086144,1538.0,965.0
W01001026,Bridgend 012D,6.1,2035.0,3531.1469720631612,517.0,400.0
W01000605,Pembrokeshire 013F,9.1,1776.0,1520.0273878808625,631.0,331.0
W01000157,Conwy 004C,17.1,1484.0,3890.92815941269,610.0,306.0
W01001897,Powys 020D,13.1,1879.0,9.284885895719713,1404.0,532.0
W01001004,Bridgend 009A,8.9,1100.0,1097.0379974070013,555.0,242.0
W01001866,Cardiff 016A,6.6,1601.0,3681.306047367211,304.0,375.0
W01000078,Gwynedd 011C,73.8,1726.0,35.88141255516819,800.0,362.0
W01001257,Rhondda Cynon Taf 019D,13.4,1215.0,856.1764498625889,1423.0,320.0
W01001441,Blaenau Gwent 001B,7.8,1284.0,837.4641273154188,235.0,235.0
W01000957,Neath Port Talbot 017D,6.9,1701.0,3800.268096514745,132.0,391.0
W01000954,Neath Port Talbot 005C,11.9,1399.0,75.43893706052371,1023.0,305.0
W01000956,Neath Port Talbot 004F,22.6,1199.0,2015.4647839973106,1646.0,428.0
W01001440,Blaenau Gwent 001A,8.5,1376.0,1146.6666666666667,595.0,304.0
W01000746,Swansea 025C,7.8,1755.0,6587.8378378378375,448.0,240.0
W01000955,Neath Port Talbot 004E,26.6,1248.0,79.80764311659078,1333.0,301.0
W01000952,Neath Port Talbot 018D,9.0,1178.0,4513.409961685824,607.0,206.0
W01001576,Monmouthshire 004D,9.0,1052.0,4959.92456388496,995.0,210.0
W01000899,Neath Port Talbot 014B,16.2,1897.0,3219.619823489477,1568.0,394.0
W01000818,Swansea 009B,9.5,1511.0,2574.105621805792,467.0,339.0
W01001708,Cardiff 045D,9.6,1697.0,5488.357050452781,91.0,249.0
W01000898,Neath Port Talbot 014A,15.7,1548.0,89.34807076274856,909.0,329.0
W01000471,Powys 014E,16.8,1789.0,7.486583573540095,1010.0,532.0
W01000470,Powys 001D,19.7,1966.0,46.95743974471967,1313.0,555.0
W01000473,Powys 004C,51.6,2226.0,439.8948678932079,1240.0,555.0
W01001211,Rhondda Cynon Taf 008C,9.1,1629.0,3178.536585365854,429.0,305.0
W01000439,Powys 007B,13.9,1984.0,41.73599877148069,1432.0,485.0
W01001317,Merthyr Tydfil 005C,8.6,1665.0,290.05452676689373,457.0,356.0
W01000321,Flintshire 014D,12.9,1652.0,1331.1845286059631,1880.0,444.0
W01000450,Powys 014C,13.8,1354.0,6.098934263037937,1307.0,407.0
W01000451,Powys 012B,11.6,1141.0,22.052996772260773,1288.0,318.0
W01000831,Swansea 013D,7.3,1907.0,5849.693251533742,147.0,266.0
W01000830,Swansea 011A,5.4,1854.0,4710.365853658536,31.0,140.0
W01000833,Swansea 011C,5.6,1855.0,4837.0273794002605,48.0,227.0
W01000648,Carmarthenshire 006D,52.6,1444.0,18.893129521299908,943.0,353.0
W01000649,Carmarthenshire 006E,56.0,1521.0,35.27005593121296,1440.0,460.0
W01000303,Flintshire 018A,11.5,1661.0,186.41975308641975,1866.0,349.0
W01000382,Wrexham 012B,14.3,1302.0,2813.918305597579,333.0,156.0
W01000302,Flintshire 013F,10.3,2069.0,640.2995698325751,1847.0,581.0
W01000383,Wrexham 020A,11.1,3455.0,92.53431536658856,1384.0,337.0
W01000305,Flintshire 003F,15.7,1865.0,1370.4166360496731,983.0,398.0
W01000384,Wrexham 020B,8.9,1093.0,1227.400336889388,1752.0,354.0
W01000304,Flintshire 003E,12.7,2046.0,2173.820654483638,152.0,357.0
W01000385,Wrexham 014C,17.9,1620.0,3815.355628827131,1737.0,433.0
W01000381,Wrexham 012A,11.4,1133.0,5099.0099009901,509.0,243.0
W01000300,Flintshire 019B,19.5,1635.0,91.84206535110633,1640.0,470.0
W01000629,Carmarthenshire 024B,25.8,1688.0,8546.835443037975,583.0,302.0
W01000628,Carmarthenshire 024A,26.1,1551.0,1179.916317991632,1070.0,384.0
W01000773,Swansea 005A,12.0,2895.0,1620.3962834434121,762.0,381.0
W01000772,Swansea 018A,11.7,1493.0,177.1349927627364,1718.0,386.0
W01000775,Swansea 030A,8.5,1753.0,33.508105597363695,1513.0,500.0
W01001516,Torfaen 006C,7.2,1376.0,2169.6625670135604,504.0,297.0
W01000770,Swansea 020C,6.8,1521.0,4018.4940554821665,1808.0,373.0
W01001597,Monmouthshire 006F,10.5,1499.0,1012.0856120451016,1842.0,408.0
W01001517,Torfaen 006D,9.3,2554.0,2608.251633986928,1658.0,376.0
W01001746,Cardiff 041D,6.9,1571.0,5475.775531544092,128.0,301.0
W01001747,Cardiff 027A,12.9,1662.0,3299.583085169744,1510.0,302.0
W01000535,Ceredigion 008C,56.9,2064.0,27.84951546700561,714.0,563.0
W01000534,Ceredigion 011B,54.0,1489.0,44.41554335213562,1472.0,380.0
W01000532,Ceredigion 007B,50.8,1897.0,28.43434245020992,1111.0,623.0
W01001950,Cardiff 049D,11.8,1680.0,22672.064777327934,1725.0,177.0
W01001953,Cardiff 005G,9.4,1635.0,3600.528517947589,1191.0,214.0
W01000567,Pembrokeshire 002D,28.5,2095.0,570.3163281973104,927.0,497.0
W01000566,Pembrokeshire 002C,35.0,1473.0,877.4124374553253,936.0,431.0
W01001505,Torfaen 013B,8.0,2215.0,402.19345232691154,1383.0,449.0
W01001250,Rhondda Cynon Taf 024B,12.1,1495.0,114.76429180068628,805.0,358.0
W01001311,Merthyr Tydfil 002F,7.4,1197.0,7937.665782493369,688.0,168.0
W01000256,Flintshire 015B,10.1,1587.0,633.5329341317365,1455.0,221.0
W01001172,Rhondda Cynon Taf 020A,11.3,1468.0,1722.6003285613706,853.0,313.0
W01000442,Powys 004A,57.8,2044.0,9.220676871664327,1097.0,494.0
W01001003,Bridgend 015D,9.1,1408.0,206.74566465500786,1459.0,522.0
W01001275,Rhondda Cynon Taf 013C,11.1,1835.0,910.7151719688322,198.0,292.0
W01001502,Torfaen 011E,12.7,1258.0,595.756772115931,1597.0,253.0
W01000119,Gwynedd 004D,64.3,2431.0,412.08977488473016,1564.0,481.0
W01000751,Swansea 002B,26.5,1408.0,335.0865084842571,1714.0,414.0
W01001496,Torfaen 004B,9.0,1415.0,211.8168345732976,208.0,289.0
W01001828,Cardiff 024D,12.3,1534.0,2570.3753351206433,1656.0,453.0
W01001460,Blaenau Gwent 007E,9.9,1819.0,325.6879912624662,532.0,332.0
W01001712,Cardiff 040D,21.1,1476.0,8531.791907514451,1062.0,213.0
W01001793,Cardiff 002A,10.3,1445.0,5883.550488599349,1854.0,156.0
W01001715,Cardiff 035B,22.2,1582.0,7683.341427877611,1473.0,228.0
W01001794,Cardiff 001C,12.7,1418.0,4819.850441876274,1824.0,230.0
W01001795,Cardiff 002B,12.7,1533.0,3430.2976057283513,1883.0,220.0
W01001792,Cardiff 005B,7.8,1770.0,3870.5445003280124,580.0,314.0
W01000879,Swansea 029A,10.0,1739.0,2349.365036476628,1893.0,527.0
W01001924,Carmarthenshire 026H,16.6,1422.0,4112.203585887796,68.0,229.0
W01000133,Conwy 002A,19.4,1947.0,767.8353117482352,1694.0,929.0
W01001668,Newport 010D,8.0,1202.0,1936.2113402061855,183.0,228.0
W01000231,Denbighshire 017A,14.9,1361.0,3885.241221809877,782.0,277.0
W01000005,Isle of Anglesey 005A,39.5,1785.0,208.59626980788107,1065.0,634.0
W01001025,Bridgend 003D,9.2,1244.0,293.05755141463874,655.0,222.0
W01000602,Pembrokeshire 013C,9.0,1246.0,1806.3206726587414,770.0,361.0
W01000756,Swansea 017B,9.7,1613.0,619.3840718838799,229.0,258.0
W01001891,Cardiff 020C,17.6,1735.0,5095.447870778267,1322.0,410.0
W01001088,The Vale of Glamorgan 006C,8.1,1906.0,2485.65466875326,874.0,516.0
W01001798,Cardiff 002D,11.0,1432.0,4900.752908966461,1791.0,294.0
W01000635,Carmarthenshire 025A,30.8,2404.0,501.37649119879865,1273.0,404.0
W01000576,Pembrokeshire 011D,10.9,2236.0,114.36579664779323,928.0,698.0
W01000634,Carmarthenshire 021C,35.1,1342.0,552.467992260508,1220.0,561.0
W01000888,Neath Port Talbot 004A,29.5,2670.0,609.1301074532886,1227.0,460.0
W01000809,Swansea 008A,11.9,1576.0,3612.1934448773777,686.0,261.0
W01000889,Neath Port Talbot 015A,8.3,1756.0,539.8591939004519,1133.0,437.0
W01000808,Swansea 003C,11.5,1418.0,2471.2443360055768,1271.0,426.0
W01000632,Carmarthenshire 021A,32.7,1480.0,4766.505636070853,896.0,386.0
W01001769,Cardiff 018A,14.3,1598.0,4514.124293785311,1891.0,341.0
W01001768,Cardiff 044E,8.7,1750.0,17766.497461928935,240.0,123.0
W01001399,Caerphilly 023E,11.6,1276.0,4696.356275303644,1340.0,289.0
W01000257,Flintshire 015C,8.7,2532.0,4261.908769567413,1831.0,498.0
W01000608,Pembrokeshire 015D,10.5,1448.0,1106.0189428658723,640.0,358.0
W01001171,Rhondda Cynon Taf 017A,11.4,1314.0,489.42193087008343,742.0,278.0
W01000604,Pembrokeshire 013E,9.7,1582.0,1623.2300430946032,294.0,294.0
W01000616,Pembrokeshire 011F,11.0,1077.0,313.710640528968,1430.0,374.0
W01001692,Newport 011E,9.3,2093.0,10673.125956144824,178.0,180.0
W01000816,Swansea 003F,12.2,1719.0,1006.9708862984007,1677.0,276.0
W01000897,Neath Port Talbot 013D,7.0,1337.0,896.0525433952148,263.0,288.0
W01000647,Carmarthenshire 002A,46.0,1445.0,11.334969124956071,910.0,431.0
W01001919,Bridgend 017F,13.7,1490.0,4704.767919166403,1902.0,127.0
W01001918,Bridgend 017E,11.8,2009.0,5574.361820199778,1894.0,176.0
W01000895,Neath Port Talbot 013B,8.1,1425.0,1065.5002243158365,233.0,251.0
W01000390,Wrexham 020C,9.6,1561.0,247.05230671836668,1359.0,401.0
W01000311,Flintshire 011A,11.3,1764.0,455.2023121387283,1274.0,388.0
W01000391,Wrexham 003D,11.8,1429.0,696.5634901291738,1347.0,367.0
W01000310,Flintshire 020D,14.8,1892.0,97.17414304937803,1476.0,477.0
W01000392,Wrexham 003E,11.5,1723.0,2468.481375358166,383.0,243.0
W01000313,Flintshire 016A,19.7,1620.0,1795.212765957447,1211.0,321.0
W01000312,Flintshire 011B,7.7,1683.0,2905.732044198895,876.0,361.0
W01000393,Wrexham 009C,12.5,1931.0,2848.502729016079,962.0,445.0
W01001087,The Vale of Glamorgan 006B,10.0,1612.0,4211.076280041797,1735.0,463.0
W01001644,Newport 013C,9.0,3538.0,7478.334390192348,778.0,221.0
W01001645,Newport 015D,9.5,1336.0,6640.159045725645,620.0,157.0
W01000639,Carmarthenshire 007C,37.9,1332.0,3082.619763943532,743.0,261.0
W01000291,Flintshire 005B,13.6,1330.0,1100.9022431917888,1279.0,261.0
W01001429,Caerphilly 001F,12.4,1115.0,86.24423749265183,473.0,244.0
W01000213,Denbighshire 002A,15.1,1408.0,2259.306803594352,400.0,332.0
W01000292,Flintshire 004C,13.3,1498.0,7261.269995152691,469.0,189.0
W01000293,Flintshire 004D,12.7,1800.0,221.21446742616965,678.0,274.0
W01000210,Denbighshire 016E,19.5,1343.0,101.17446757218944,1318.0,451.0
W01001893,Cardiff 010B,11.7,1953.0,455.40398740818466,1265.0,282.0
W01001081,The Vale of Glamorgan 007A,10.4,1761.0,5179.411764705882,142.0,283.0
W01001639,Newport 004A,11.5,2190.0,792.760180995475,1702.0,330.0
W01001638,Newport 016C,10.9,1146.0,1750.4200397128457,1871.0,281.0
W01000781,Swansea 023B,10.1,1709.0,4056.4918110610015,1897.0,541.0
W01000700,Carmarthenshire 027G,44.2,2024.0,34.387147633674935,1237.0,634.0
W01001488,Torfaen 001B,9.5,1661.0,4274.318064848173,252.0,308.0
W01001489,Torfaen 001C,8.5,1617.0,149.2661312655774,462.0,315.0
W01001408,Caerphilly 016B,11.9,1458.0,4490.298737295966,447.0,228.0
W01000701,Carmarthenshire 001C,56.4,1594.0,24.162424852433368,1024.0,446.0
W01001409,Caerphilly 016C,10.3,1700.0,1470.206693764594,1387.0,372.0
W01001613,Newport 011C,10.0,1614.0,8098.344204716507,1039.0,203.0
W01001251,Rhondda Cynon Taf 024C,11.3,1631.0,2838.9904264577895,87.0,230.0
W01001682,Newport 006C,7.0,1410.0,2324.4312561819984,561.0,332.0
W01000074,Gwynedd 013B,54.1,1867.0,31.928065231072317,1254.0,629.0
W01001521,Torfaen 007C,12.3,1426.0,3199.461521202603,788.0,263.0
W01001414,Caerphilly 008A,11.7,1530.0,1967.0866546670095,280.0,212.0
W01000501,Powys 003D,14.3,2428.0,348.59513861968964,1125.0,690.0
W01000740,Swansea 014C,10.3,1675.0,1914.942265919744,1158.0,606.0
W01000741,Swansea 014D,10.4,1696.0,831.4133045737535,355.0,365.0
W01001448,Blaenau Gwent 002C,7.5,1168.0,2367.727549158727,565.0,271.0
W01000553,Pembrokeshire 011A,11.6,1222.0,67.18198511220821,1079.0,368.0
W01000911,Neath Port Talbot 009C,10.2,1190.0,600.0705965407694,1630.0,270.0
W01000552,Ceredigion 011D,58.3,2053.0,28.85688503068416,1270.0,472.0
W01000999,Bridgend 010A,9.1,1465.0,1831.7079269817452,518.0,307.0
W01000931,Neath Port Talbot 020E,60.8,1358.0,171.64018756556578,617.0,272.0
W01000930,Neath Port Talbot 011D,7.0,1304.0,105.05792687839383,210.0,273.0
W01000933,Neath Port Talbot 019B,12.1,2058.0,48.363558599101815,1487.0,325.0
W01001579,Monmouthshire 001E,10.3,1445.0,2307.201021874501,1425.0,536.0
W01001578,Monmouthshire 009C,10.6,2296.0,309.01333764013947,1560.0,576.0
W01001807,Cardiff 007B,7.1,1595.0,6518.185533306089,75.0,145.0
W01001886,Cardiff 016D,5.6,1304.0,5913.832199546485,97.0,140.0
W01001806,Cardiff 015D,10.2,1701.0,1797.9071979706164,1013.0,407.0
W01001887,Cardiff 020A,26.0,1728.0,4128.045867176303,1864.0,397.0
W01000959,Neath Port Talbot 017E,8.9,1847.0,3273.6618220489186,1092.0,366.0
W01001885,Cardiff 011D,8.4,2223.0,460.7540365204054,402.0,217.0
W01000824,Swansea 031B,10.5,1588.0,959.6905783525714,1801.0,573.0
W01001923,Carmarthenshire 026G,18.7,1648.0,634.041243459526,553.0,283.0
W01000138,Conwy 008A,23.0,1755.0,1035.0928929519316,616.0,494.0
W01001778,Cardiff 001B,11.9,1727.0,400.12974676212315,1837.0,469.0
W01000547,Ceredigion 009G,60.4,1089.0,38.63496872660704,1321.0,353.0
W01001642,Newport 013A,9.1,1779.0,5900.497512437812,373.0,225.0
W01001643,Newport 013B,10.4,1681.0,6274.729376633073,171.0,104.0
W01000866,Swansea 019E,5.0,1258.0,5669.220369535827,41.0,163.0
W01000867,Swansea 019F,6.4,1340.0,5644.481887110363,58.0,198.0
W01000864,Swansea 019C,5.4,1699.0,4594.375338020552,32.0,138.0
W01000865,Swansea 019D,6.1,1366.0,4586.971121558093,362.0,209.0
W01000862,Swansea 019A,6.6,1788.0,4796.137339055794,18.0,118.0
W01000863,Swansea 019B,5.4,1653.0,5359.922178988327,16.0,205.0
W01000255,Flintshire 015A,8.5,2303.0,250.0244270499723,1478.0,440.0
W01001022,Bridgend 014B,10.6,1445.0,6212.381771281169,118.0,304.0
W01000730,Carmarthenshire 018D,45.7,1216.0,65.66087454237179,543.0,265.0
W01000199,Denbighshire 011C,38.1,1683.0,97.14622151416499,519.0,362.0
W01001041,Bridgend 013C,11.9,2432.0,751.336154963082,1721.0,618.0
W01001048,Bridgend 008B,9.3,1518.0,1771.5019255455713,1529.0,324.0
W01001043,Bridgend 004E,11.4,1133.0,1407.1038251366122,406.0,185.0
W01001040,Bridgend 009F,11.6,1526.0,104.63449921489841,1312.0,372.0
W01001045,Bridgend 019D,8.2,1704.0,2233.5823830121903,510.0,357.0
W01001042,Bridgend 004D,11.6,1287.0,234.0468093618724,526.0,201.0
W01001047,Bridgend 018D,9.7,1698.0,3220.1782666413806,1364.0,510.0
W01001044,Bridgend 019C,7.0,1616.0,1605.2448594417403,671.0,438.0
W01001049,Bridgend 008C,7.6,1322.0,3625.8913878222706,267.0,221.0
W01001336,Caerphilly 004A,9.3,1437.0,1578.4270650263618,538.0,302.0
W01000676,Carmarthenshire 004A,52.4,1559.0,34.24454426640015,1446.0,456.0
W01000677,Carmarthenshire 004B,48.1,1437.0,733.3503444756316,741.0,348.0
W01001659,Newport 018A,9.9,1965.0,8322.74459974587,21.0,265.0
W01001658,Newport 020D,9.4,2002.0,548.28285041354,1522.0,329.0
W01000715,Carmarthenshire 013E,55.7,1336.0,1761.8356850850587,1544.0,389.0
W01000795,Swansea 006A,16.1,1570.0,456.02416637620547,1547.0,249.0
W01000714,Carmarthenshire 013D,50.6,1380.0,2337.7943418600707,494.0,272.0
W01000796,Swansea 006B,15.9,3219.0,1305.1940153266025,1533.0,276.0
W01000717,Carmarthenshire 016E,68.8,1501.0,640.9052092228864,824.0,323.0
W01000581,Pembrokeshire 003B,42.1,1427.0,27.07666852617158,1262.0,424.0
W01000797,Swansea 010B,14.5,1420.0,1468.3073105159756,1431.0,346.0
W01000716,Carmarthenshire 016D,65.8,1267.0,115.12111795598686,1209.0,306.0
W01000794,Swansea 010A,15.5,2176.0,480.19419618227965,1118.0,223.0
W01000765,Swansea 015C,6.4,1628.0,7526.583448913546,719.0,283.0
W01000764,Swansea 015B,6.1,1651.0,3542.1583351212184,732.0,244.0
W01000767,Swansea 015E,6.2,1598.0,4376.883045740893,417.0,344.0
W01000766,Swansea 015D,8.4,1532.0,5059.445178335534,1057.0,256.0
W01000762,Swansea 013C,6.3,1697.0,4938.882421420256,207.0,248.0
W01000488,Powys 006C,22.1,2204.0,20.179676026471636,1304.0,557.0
W01000489,Powys 017A,11.2,2113.0,654.8080200811925,1137.0,436.0
W01000409,Wrexham 017E,11.4,2085.0,5014.430014430014,99.0,279.0
W01000408,Wrexham 013D,18.2,1152.0,65.61037008349375,846.0,229.0
W01000840,Swansea 030D,10.6,1706.0,441.34005950071145,1898.0,588.0
W01000423,Wrexham 012D,14.1,2269.0,3873.335609423011,599.0,194.0
W01000422,Wrexham 008F,10.8,2143.0,3632.819121885065,1286.0,578.0
W01000425,Wrexham 010E,7.7,2213.0,4697.51645085969,45.0,259.0
W01000134,Conwy 015B,59.6,2081.0,522.641082954517,1000.0,600.0
W01000420,Wrexham 016E,12.0,1443.0,668.4578681613934,1035.0,245.0
W01000881,Swansea 029C,6.6,1483.0,3805.4914036438286,461.0,420.0
W01001731,Cardiff 008B,11.7,1497.0,3012.0724346076454,1780.0,329.0
W01000800,Swansea 006C,16.3,1559.0,547.6709056418182,1664.0,342.0
W01000803,Swansea 002F,38.3,1873.0,32.40024771572199,1029.0,397.0
W01001730,Cardiff 008A,11.2,1544.0,2088.4620587041795,1850.0,482.0
W01001733,Cardiff 019B,12.5,2720.0,5480.556115252871,1818.0,326.0
W01000882,Swansea 029D,7.1,1787.0,2283.70607028754,591.0,397.0
W01000801,Swansea 006D,8.7,1694.0,5317.011927181419,179.0,229.0
W01000880,Swansea 029B,8.8,1573.0,2747.1184072651067,1750.0,562.0
W01001799,Cardiff 001D,13.3,1256.0,1976.39653815893,1796.0,423.0
W01001718,Cardiff 028A,9.3,1613.0,15303.60531309298,895.0,56.0
W01001719,Cardiff 028B,10.1,2541.0,11384.408602150537,1422.0,114.0
W01001761,Cardiff 046C,11.9,1861.0,11998.710509348808,219.0,219.0
W01001760,Cardiff 046B,8.3,1663.0,8398.9898989899,666.0,232.0
W01001420,Caerphilly 022D,13.6,1290.0,2202.492743725457,1496.0,328.0
W01001423,Caerphilly 024B,11.6,1364.0,2701.525054466231,1552.0,451.0
W01001422,Caerphilly 022F,8.7,1489.0,5466.226138032306,113.0,389.0
W01001421,Caerphilly 022E,9.4,1564.0,6370.672097759674,3.0,208.0
W01000216,Denbighshire 002D,16.7,1375.0,466.56034746021516,572.0,260.0
W01000086,Gwynedd 008B,74.4,2285.0,29.021769502375086,748.0,514.0
W01000786,Swansea 007C,18.0,1351.0,377.7647289097671,1636.0,387.0
W01000707,Carmarthenshire 025D,29.6,1519.0,4717.391304347826,222.0,222.0
W01001482,Torfaen 002A,11.9,1306.0,113.13236313236312,311.0,232.0
W01001403,Caerphilly 011C,11.1,1735.0,2006.4762345322076,1007.0,318.0
W01000322,Flintshire 014E,14.3,1302.0,889.7088970889708,1484.0,388.0
W01001255,Rhondda Cynon Taf 023E,10.8,1795.0,1311.271824092337,185.0,286.0
W01001687,Newport 014D,5.1,2162.0,4208.68211018104,135.0,215.0
W01000195,Denbighshire 012A,45.4,1433.0,1541.5232358003443,1870.0,412.0
W01000586,Pembrokeshire 006C,14.4,2227.0,329.6134035877094,549.0,484.0
W01001469,Blaenau Gwent 005F,8.7,1360.0,907.4531260425701,138.0,243.0
W01001288,Rhondda Cynon Taf 014G,11.0,1422.0,453.950518754988,131.0,298.0
W01001289,Merthyr Tydfil 006A,10.1,1343.0,100.00148922545384,483.0,294.0
W01001208,Rhondda Cynon Taf 006E,10.5,1590.0,3134.858044164038,359.0,327.0
W01001209,Rhondda Cynon Taf 008A,8.6,1439.0,2000.2780094523216,6.0,181.0
W01001410,Caerphilly 016D,10.8,1840.0,2701.512259580091,566.0,343.0
W01000467,Powys 010D,15.3,1460.0,400.12058428567514,1536.0,408.0
W01001759,Cardiff 046A,10.9,1556.0,1157.6519604196117,796.0,199.0
W01000364,Wrexham 006E,20.3,1650.0,427.7714404231048,1223.0,372.0
W01001902,Powys 017G,12.6,1361.0,919.7188809298553,515.0,221.0
W01001312,Merthyr Tydfil 006E,7.9,1586.0,87.72026858109976,428.0,477.0
W01000687,Carmarthenshire 004C,55.7,1944.0,10.102437888715201,883.0,535.0
W01000752,Swansea 002C,14.3,1587.0,2725.3992787223083,297.0,218.0
W01001818,Cardiff 009D,8.5,1587.0,6038.812785388127,1190.0,198.0
W01001276,Rhondda Cynon Taf 013D,8.1,1368.0,433.08956216164876,107.0,255.0
W01001688,Newport 019C,12.4,3077.0,2824.4905452542685,712.0,244.0
W01001685,Newport 014B,9.7,1737.0,5278.0309936189615,339.0,223.0
W01000110,Gwynedd 006D,90.0,1444.0,2794.1176470588234,1204.0,286.0
W01000339,Flintshire 019D,24.4,1680.0,114.59832604588026,1120.0,409.0
W01000331,Flintshire 015F,5.3,1546.0,1843.109203624225,1287.0,293.0
W01000338,Flintshire 001C,26.2,1814.0,101.06300002228511,1052.0,470.0
W01000333,Flintshire 009B,9.0,1562.0,449.58696715885213,158.0,178.0
W01000330,Flintshire 015E,6.7,2299.0,6621.5437788018435,789.0,275.0
W01000335,Flintshire 009D,7.5,1096.0,3986.904328846854,260.0,227.0
W01000332,Flintshire 009A,6.1,1551.0,93.83734859576735,575.0,229.0
W01000659,Carmarthenshire 026A,18.8,1816.0,2432.034284183742,196.0,251.0
W01000658,Carmarthenshire 010C,60.1,1284.0,306.8907000645331,525.0,253.0
W01001465,Blaenau Gwent 009B,8.4,1573.0,312.01650335224343,239.0,303.0
W01001524,Torfaen 004D,7.5,1908.0,1559.7155235837488,505.0,475.0
W01000673,Carmarthenshire 027F,20.1,1133.0,44.05697465071335,881.0,345.0
W01000713,Carmarthenshire 015E,65.6,1309.0,359.9120153973055,1061.0,287.0
W01000672,Carmarthenshire 027E,24.2,1566.0,20.821394714344027,641.0,402.0
W01000792,Swansea 004B,20.1,1675.0,331.4206569054215,1806.0,374.0
W01000675,Carmarthenshire 012A,57.8,2046.0,45.99820143884892,1278.0,591.0
W01000793,Swansea 004C,16.9,1943.0,165.34059481768284,1765.0,217.0
W01000674,Carmarthenshire 027A,48.7,2102.0,20.531754869210186,1112.0,556.0
W01000712,Carmarthenshire 015D,59.1,1625.0,469.84328919215864,1299.0,315.0
W01000710,Carmarthenshire 021D,34.9,2241.0,82.37789434603127,1586.0,618.0
W01000791,Swansea 004A,13.3,1432.0,4632.804917502426,1749.0,213.0
W01000843,Swansea 005E,14.5,1406.0,3730.4324754576814,1405.0,259.0
W01000761,Swansea 013B,9.1,1654.0,3140.9039118875808,724.0,235.0
W01000760,Swansea 013A,12.8,1721.0,940.3343896841875,624.0,259.0
W01000763,Swansea 015A,6.5,1483.0,9680.156657963445,649.0,247.0
W01001840,Cardiff 007D,8.8,1758.0,3436.2783424550435,1164.0,333.0
W01001842,Cardiff 003B,11.1,1693.0,545.0565017224171,1758.0,140.0
W01001843,Cardiff 003C,10.7,2610.0,804.2151968940655,1700.0,210.0
W01001847,Cardiff 006D,10.7,1525.0,1533.5880933226067,1836.0,501.0
W01001844,Cardiff 003D,9.6,1982.0,4535.469107551487,1616.0,258.0
W01001841,Cardiff 003A,11.9,1967.0,1558.7605990966003,1673.0,239.0
W01001670,Newport 009B,10.7,2226.0,446.7188440698374,1789.0,422.0
W01001673,Newport 009D,8.0,1420.0,2559.019643178951,1816.0,427.0
W01000429,Powys 010A,23.4,2311.0,8.665394292313634,1281.0,608.0
W01001671,Newport 016D,9.0,1882.0,2285.922506984088,804.0,356.0
W01001739,Cardiff 039C,7.2,1426.0,6151.855047454702,24.0,123.0
W01001738,Cardiff 039B,10.3,1476.0,4939.759036144578,28.0,110.0
W01000006,Isle of Anglesey 006A,73.3,1592.0,45.389747391229974,1116.0,422.0
W01001402,Caerphilly 011B,7.8,1695.0,4020.3984819734346,423.0,234.0
W01001483,Torfaen 002B,13.2,1532.0,3661.567877629063,197.0,204.0
W01001405,Caerphilly 011E,11.3,1842.0,1154.7865337596388,715.0,339.0
W01000704,Carmarthenshire 022B,35.4,1647.0,3317.2205438066467,1309.0,432.0
W01000785,Swansea 007B,18.1,1684.0,1778.8106052603782,1851.0,347.0
W01001481,Blaenau Gwent 006E,6.8,1670.0,2106.1924580653294,203.0,360.0
W01001813,Cardiff 017D,6.5,1639.0,5233.077905491699,139.0,233.0
W01001008,Bridgend 011B,9.5,2365.0,1954.5454545454545,1728.0,649.0
W01001270,Rhondda Cynon Taf 010B,15.3,1490.0,1198.3271674441048,745.0,390.0
W01001600,Newport 012A,8.8,1765.0,2378.3856623096617,1819.0,489.0
W01000073,Gwynedd 008A,81.3,1691.0,82.03083311503721,1375.0,424.0
W01000738,Swansea 014A,6.7,1843.0,382.9212549345523,81.0,261.0
