area_code,area_name,welsh_speakers_percent,population_count,pop_density_persqkm,wimd_2019,over_65_count
W01001442,Blaenau Gwent 001C,7.9,1198.0,1697.8458049886622,1462.0,295.0
W01001445,Blaenau Gwent 005C,10.3,1433.0,435.02018760814786,716.0,245.0
W01001888,Cardiff 010A,16.0,1759.0,2931.1781369771707,1483.0,280.0
W01001809,Cardiff 017A,9.6,1286.0,6862.326574172893,877.0,258.0
W01001443,Blaenau Gwent 005A,6.7,1349.0,1047.7669902912621,303.0,327.0
W01001781,Cardiff 026C,20.3,1764.0,2614.882893566558,1531.0,451.0
W01001703,Cardiff 045B,7.2,1281.0,6505.840528186896,104.0,205.0
W01001782,Cardiff 026D,15.6,1392.0,4391.167192429022,1782.0,320.0
W01001783,Cardiff 026E,11.0,1206.0,4096.467391304348,1840.0,252.0
W01001780,Cardiff 026B,16.9,1789.0,3311.1234499352213,1809.0,308.0
W01001558,Monmouthshire 002C,8.4,1589.0,4398.007196235815,676.0,388.0
W01001559,Monmouthshire 008A,7.9,1362.0,3266.187050359712,1490.0,425.0
W01001291,Merthyr Tydfil 003A,13.6,2148.0,707.6963626779126,1080.0,324.0
W01001210,Rhondda Cynon Taf 008B,8.9,1549.0,2356.2519014298755,275.0,312.0
W01001213,Rhondda Cynon Taf 011A,13.1,1417.0,6783.149832455721,579.0,280.0
W01001292,Merthyr Tydfil 004A,8.6,1812.0,2694.023193577163,65.0,226.0
W01001212,Rhondda Cynon Taf 008D,8.7,1367.0,5604.756047560475,356.0,240.0
W01001290,Merthyr Tydfil 007A,9.3,2323.0,1301.5463917525774,601.0,361.0
W01000980,Bridgend 016A,9.3,1334.0,4451.1177844511185,934.0,202.0
W01000901,Neath Port Talbot 014D,18.0,1690.0,597.4475907660762,628.0,334.0
W01000811,Swansea 008B,8.7,1514.0,4601.823708206687,309.0,232.0
W01000890,Neath Port Talbot 015B,8.4,1544.0,1416.5137614678897,1802.0,439.0
W01000810,Swansea 003D,8.2,1392.0,4773.662551440329,95.0,251.0
W01000891,Neath Port Talbot 015C,7.5,1515.0,3261.571582346609,783.0,322.0
W01000475,Powys 001E,32.7,2421.0,17.854693328495383,1104.0,682.0
W01000474,Powys 020B,25.7,1748.0,6.882794824201293,1241.0,425.0
W01000477,Powys 012D,12.2,1442.0,7.636126397485269,1098.0,431.0
W01000590,Pembrokeshire 012B,7.3,1070.0,2580.800771828268,933.0,370.0
W01000511,Ceredigion 009E,46.9,1220.0,255.93689687001762,125.0,155.0
W01000476,Powys 005C,12.4,1266.0,93.14576650283998,1577.0,369.0
W01000640,Carmarthenshire 007D,47.9,1241.0,439.7122913935442,1792.0,353.0
W01000472,Powys 012C,11.4,1244.0,41.64588278223957,1436.0,427.0
W01001749,Cardiff 027C,8.4,1456.0,3153.562919644791,638.0,255.0
W01001748,Cardiff 027B,8.8,1643.0,5545.055686803915,573.0,233.0
W01000641,Carmarthenshire 008A,35.5,2058.0,1435.2465304414534,418.0,480.0
W01000453,Powys 010B,14.2,1399.0,14.454868573317905,1263.0,387.0
W01000452,Powys 004B,52.3,1978.0,6.994772662815888,882.0,570.0
W01001901,Powys 017F,13.7,1875.0,2297.794117647059,1579.0,538.0
W01000159,Conwy 014B,65.8,1395.0,11.26290692801993,968.0,347.0
W01001329,Caerphilly 014C,11.6,1581.0,3294.4363409043553,720.0,291.0
W01000261,Flintshire 014C,11.0,1482.0,3990.3069466882066,1631.0,405.0
W01000260,Flintshire 017B,9.1,1714.0,3370.035391270154,1629.0,428.0
W01000268,Flintshire 013B,11.5,1719.0,1630.0018964536318,1867.0,364.0
W01000269,Flintshire 020A,12.6,1580.0,1352.7397260273974,1244.0,413.0
W01001471,Blaenau Gwent 001E,6.7,1788.0,3044.4406606504344,211.0,325.0
W01001318,Merthyr Tydfil 005D,6.2,1608.0,3862.5990871967333,948.0,344.0
W01001170,Rhondda Cynon Taf 004D,12.0,1145.0,1498.1028391992672,1537.0,351.0
W01000306,Flintshire 002A,17.0,2478.0,937.1454504197867,675.0,489.0
W01000387,Wrexham 008D,16.1,1160.0,4216.648491457651,1849.0,361.0
W01000059,Gwynedd 006A,86.2,2068.0,971.9872156420381,357.0,476.0
W01000051,Gwynedd 015A,78.5,2094.0,865.5038439282466,1167.0,488.0
W01000050,Gwynedd 003A,61.9,1396.0,17.09058499750252,855.0,296.0
W01000053,Gwynedd 004B,73.1,1214.0,56.468267996353276,1320.0,229.0
W01000052,Gwynedd 004A,87.3,1197.0,625.1305619385837,1606.0,268.0
W01000054,Gwynedd 007A,82.6,1138.0,113.22031200254696,1394.0,259.0
W01000307,Flintshire 020B,14.4,1470.0,130.41973862819725,1807.0,348.0
W01000386,Wrexham 015A,14.7,1481.0,2250.7598784194533,665.0,227.0
W01001957,Swansea 025G,8.2,1035.0,4840.972871842844,492.0,160.0
W01001954,Cardiff 006F,14.3,1482.0,2315.2632401187316,1839.0,415.0
W01001956,Swansea 023E,8.1,2387.0,954.6854377474702,1885.0,455.0
W01001955,Swansea 025F,5.0,1869.0,2719.732246798603,36.0,288.0
W01001952,Cardiff 049F,9.3,1818.0,3262.156827561457,547.0,163.0
W01001839,Cardiff 030E,9.9,1467.0,14670.0,827.0,108.0
W01001838,Cardiff 030D,12.8,1714.0,16003.734827264238,1095.0,106.0
W01001894,Cardiff 010C,13.3,1613.0,4832.234871180347,1732.0,362.0
W01001000,Bridgend 010B,10.9,1848.0,127.05397043657614,1335.0,443.0
W01000229,Denbighshire 017E,13.8,1648.0,4130.325814536342,587.0,578.0
W01001142,Rhondda Cynon Taf 005F,8.2,1826.0,432.32237138054313,245.0,343.0
W01001247,Rhondda Cynon Taf 016C,10.0,1654.0,3900.0235793444945,481.0,310.0
W01001140,Rhondda Cynon Taf 005D,10.0,1392.0,384.0211873758552,413.0,296.0
W01001242,Rhondda Cynon Taf 030D,15.0,1278.0,975.4235994504655,1497.0,364.0
W01001141,Rhondda Cynon Taf 005E,10.0,1671.0,355.6832694763729,288.0,315.0
W01000007,Isle of Anglesey 009A,68.3,1738.0,42.50968575118382,1036.0,499.0
W01000223,Denbighshire 009B,18.0,1288.0,121.61498659213657,1369.0,365.0
W01000222,Denbighshire 003C,13.9,1758.0,1853.843720341664,1025.0,592.0
W01000220,Denbighshire 001C,8.3,1668.0,2172.4407397759833,780.0,795.0
W01000496,Powys 021B,24.4,1971.0,17.530658640453396,847.0,559.0
W01000497,Powys 005D,14.7,1317.0,40.97825072342014,1247.0,354.0
W01000417,Wrexham 020D,8.4,1494.0,131.29448984972316,1805.0,386.0
W01000416,Wrexham 007D,9.6,1203.0,4648.377125193199,1892.0,243.0
W01000414,Wrexham 010D,8.6,1216.0,5642.691415313225,80.0,136.0
W01001398,Caerphilly 024A,15.2,2791.0,1263.4104386401702,1675.0,259.0
W01001855,Cardiff 042A,9.1,1787.0,13939.15756630265,140.0,132.0
W01001852,Cardiff 004B,13.2,1823.0,536.3184372333852,1800.0,415.0
W01001857,Cardiff 042C,7.7,1990.0,8724.243752740027,66.0,215.0
W01001854,Cardiff 004D,9.9,1562.0,4876.678114267874,1741.0,589.0
W01001856,Cardiff 042B,7.7,1851.0,12600.408441116406,108.0,109.0
W01001179,Rhondda Cynon Taf 023B,8.1,1777.0,519.2414458112964,175.0,342.0
W01001853,Cardiff 004C,11.7,1651.0,4298.359802134862,1828.0,559.0
W01000443,Powys 015B,8.7,2374.0,18.696004851195866,1461.0,714.0
W01001892,Cardiff 020D,14.0,1392.0,5157.465728047426,1771.0,387.0
W01001080,The Vale of Glamorgan 012F,11.2,1627.0,5383.8517538054275,442.0,231.0
W01001582,Monmouthshire 011D,15.6,1782.0,210.29029974038235,1295.0,262.0
W01001681,Newport 006B,7.8,1373.0,3179.712830013895,119.0,174.0
W01000072,Gwynedd 002B,51.7,1951.0,1992.2393546410701,1502.0,350.0
W01000398,Wrexham 013A,17.7,1248.0,126.87826599703138,1113.0,308.0
W01000319,Flintshire 016G,17.5,1458.0,1496.151872755259,1085.0,312.0
W01000989,Bridgend 013A,13.0,1391.0,64.35256508121562,1683.0,384.0
W01000621,Pembrokeshire 016D,10.5,1447.0,388.82171167539974,892.0,351.0
W01000908,Neath Port Talbot 006E,12.8,1625.0,391.17038178229257,1567.0,468.0
W01000620,Pembrokeshire 016C,7.7,886.0,4364.532019704433,1056.0,279.0
W01000909,Neath Port Talbot 009A,8.5,1196.0,1986.7109634551496,809.0,349.0
W01000542,Ceredigion 011F,54.3,2149.0,9.619822295157993,689.0,580.0
W01000545,Ceredigion 007D,48.5,2039.0,38.28791611585146,1055.0,639.0
W01000822,Swansea 009F,9.8,1259.0,1246.2878637893486,1230.0,424.0
W01001920,Bridgend 017G,10.8,1255.0,4052.308685824992,1874.0,149.0
W01000346,Wrexham 018B,8.6,1556.0,34.924853207879195,1290.0,381.0
W01001779,Cardiff 026A,15.8,1453.0,3084.9256900212313,1815.0,317.0
W01001909,Monmouthshire 002F,9.6,2648.0,2934.3971631205673,653.0,607.0
W01000082,Gwynedd 015C,67.1,1162.0,10.183674220580837,991.0,235.0
W01001261,Rhondda Cynon Taf 018F,8.1,1284.0,2158.7088096839275,306.0,226.0
W01000258,Flintshire 006A,17.5,2128.0,176.40573318632858,1372.0,578.0
W01001260,Rhondda Cynon Taf 014C,8.8,1153.0,1957.5551782682514,100.0,188.0
W01001028,Bridgend 014D,10.5,1894.0,2590.6168786759677,1226.0,462.0
W01000682,Carmarthenshire 005B,60.4,1377.0,41.06341419774256,1215.0,400.0
W01001811,Cardiff 009A,6.7,1567.0,1354.9502810203198,63.0,167.0
W01001362,Caerphilly 003C,9.5,2082.0,2034.3951534102011,482.0,481.0
W01001152,Rhondda Cynon Taf 002B,14.3,1912.0,214.66985527748776,1166.0,424.0
W01000325,Flintshire 010D,12.1,1575.0,445.45634527816276,1772.0,396.0
W01000759,Swansea 012A,13.0,1576.0,1450.796280953696,1539.0,535.0
W01000117,Gwynedd 017E,39.3,1535.0,522.4109178776844,747.0,440.0
W01000656,Carmarthenshire 010A,58.5,2185.0,143.9100052031535,636.0,433.0
W01001528,Torfaen 010D,10.4,1393.0,1048.3931662527282,674.0,281.0
W01000735,Carmarthenshire 027D,42.4,2367.0,105.5607832993654,1268.0,564.0
W01001491,Torfaen 004A,8.1,1787.0,4697.686645636172,375.0,373.0
W01000505,Powys 021E,44.3,1401.0,49.688956354582665,821.0,364.0
W01000821,Swansea 009E,7.0,1451.0,3844.7270800211977,859.0,333.0
W01001263,Rhondda Cynon Taf 022E,9.3,1579.0,4089.6140896140896,839.0,133.0
W01001262,Rhondda Cynon Taf 022D,10.1,1332.0,798.5132785804209,604.0,133.0
W01001272,Rhondda Cynon Taf 010D,14.4,1530.0,464.9607974229624,560.0,307.0
W01000921,Neath Port Talbot 011B,5.4,1603.0,687.068706870687,38.0,291.0
W01000920,Neath Port Talbot 011A,8.6,1233.0,57.93846211679793,398.0,260.0
W01000411,Wrexham 015C,26.5,1594.0,470.3868740224865,454.0,355.0
W01000410,Wrexham 014D,27.4,1721.0,342.24917967584764,997.0,329.0
W01001258,Rhondda Cynon Taf 019E,11.8,1301.0,2213.714480176961,541.0,259.0
W01000379,Wrexham 004C,10.8,1689.0,2750.814332247557,332.0,311.0
W01000378,Wrexham 004B,12.1,1343.0,3155.5451127819547,270.0,188.0
W01000371,Wrexham 008B,11.3,1130.0,6131.307650569724,980.0,162.0
W01000370,Wrexham 020G,9.9,1426.0,291.9678139268238,1778.0,477.0
W01000373,Wrexham 005B,10.9,1791.0,2002.9076269290986,465.0,267.0
W01001603,Newport 012C,9.4,1444.0,3763.3567891581965,838.0,242.0
W01000077,Gwynedd 001C,35.2,1537.0,5372.247465921007,938.0,166.0
W01001132,The Vale of Glamorgan 008D,10.5,1385.0,1087.8956876914617,1835.0,290.0
W01001133,The Vale of Glamorgan 008E,7.9,2271.0,847.0088020289422,1868.0,663.0
W01001134,The Vale of Glamorgan 008F,7.7,1225.0,394.76652379878186,1727.0,334.0
W01001135,The Vale of Glamorgan 003C,14.4,1773.0,60.760378612895046,1644.0,408.0
W01001136,The Vale of Glamorgan 003D,12.0,1269.0,615.9895150720839,1692.0,439.0
W01001137,Rhondda Cynon Taf 005A,9.0,2264.0,590.9067181709036,444.0,469.0
W01001168,Rhondda Cynon Taf 004B,10.6,1480.0,788.7444041782137,695.0,342.0
W01001169,Rhondda Cynon Taf 004C,9.6,2523.0,733.1957804190521,220.0,282.0
W01001160,Rhondda Cynon Taf 029A,11.8,1575.0,334.70046964319863,1602.0,371.0
W01001161,Rhondda Cynon Taf 029B,13.2,3086.0,399.32712215320913,1371.0,378.0
W01001165,Rhondda Cynon Taf 019B,14.1,1351.0,685.5779965492743,737.0,176.0
W01001130,The Vale of Glamorgan 005F,13.2,1286.0,5017.5575497463915,1843.0,233.0
W01001162,Rhondda Cynon Taf 025A,14.5,2429.0,3014.769765421373,501.0,321.0
W01001131,The Vale of Glamorgan 008C,11.0,1825.0,5035.871964679912,850.0,352.0
W01001167,Rhondda Cynon Taf 016B,10.2,1484.0,1549.545786780829,551.0,297.0
W01001164,Rhondda Cynon Taf 019A,11.8,1584.0,728.3763277693474,813.0,253.0
W01001056,Bridgend 007D,8.8,1171.0,1112.9062915795475,949.0,320.0
W01001057,Bridgend 006B,9.1,1642.0,1383.5524098415908,431.0,262.0
W01001461,Blaenau Gwent 007F,6.3,1381.0,4493.979824275952,440.0,262.0
W01000200,Denbighshire 008A,23.2,1324.0,581.4923799903378,1471.0,325.0
W01000281,Flintshire 008D,9.4,1220.0,5627.306273062731,1489.0,283.0
W01001948,Cardiff 006E,14.1,2019.0,879.7002309267572,1900.0,141.0
W01000282,Flintshire 010C,13.9,1724.0,1670.3807770564867,1882.0,109.0
W01001941,Cardiff 032G,5.9,1526.0,6005.509641873278,999.0,46.0
W01001940,Cardiff 048A,10.3,1457.0,707.8657144245251,1691.0,155.0
W01001949,Cardiff 005F,8.1,1487.0,11473.765432098764,1511.0,161.0
W01000529,Ceredigion 007A,50.7,1643.0,35.76341726743984,858.0,402.0
W01000528,Ceredigion 008B,57.8,1515.0,129.59129557080047,843.0,377.0
W01001495,Torfaen 008C,11.5,1810.0,1679.658500371195,1376.0,571.0
W01000431,Powys 014A,15.8,1264.0,1262.1068397403894,1122.0,215.0
W01001542,Monmouthshire 009A,8.7,2157.0,92.10942103869705,1505.0,493.0
W01001634,Newport 019B,8.8,1592.0,6812.152332049635,588.0,266.0
W01001637,Newport 016B,11.8,1817.0,1452.3219566781231,1509.0,401.0
W01001538,Torfaen 009D,10.8,1336.0,4261.562998405104,259.0,226.0
W01000430,Powys 015A,9.7,1349.0,19.265291200089113,1319.0,396.0
W01001562,Monmouthshire 003B,10.9,1479.0,114.01568004687054,959.0,290.0
W01001565,Monmouthshire 006D,9.0,1920.0,29.722558493066288,1348.0,504.0
W01000088,Gwynedd 007B,81.6,2105.0,133.81051668022783,1046.0,469.0
W01001564,Monmouthshire 003D,10.8,2822.0,95.3910118816232,1106.0,742.0
W01001904,Powys 018G,9.4,1681.0,33.63951091633147,1474.0,523.0
W01001539,Torfaen 009E,10.2,1444.0,4255.820807544946,449.0,231.0
W01001563,Monmouthshire 003C,7.4,1170.0,810.4176768026598,1488.0,308.0
W01000580,Pembrokeshire 009B,12.8,2448.0,165.63034932577352,1555.0,634.0
W01000030,Isle of Anglesey 003D,40.6,2331.0,1708.3180652253575,353.0,453.0
W01000031,Isle of Anglesey 001E,61.1,1533.0,40.407927650567636,864.0,422.0
W01000242,Denbighshire 014A,37.8,1955.0,770.0185119539958,1041.0,446.0
W01000032,Isle of Anglesey 002D,52.3,966.0,69.47391132367218,1053.0,344.0
W01000033,Isle of Anglesey 003E,40.4,1576.0,2340.709936135452,224.0,330.0
W01000034,Isle of Anglesey 004B,50.4,1206.0,574.1490121399667,1196.0,304.0
W01000035,Isle of Anglesey 005E,54.8,1834.0,59.429682436811405,1087.0,476.0
W01000245,Denbighshire 010A,26.3,1742.0,474.02650412256116,1556.0,486.0
W01000036,Isle of Anglesey 003F,39.8,1106.0,3942.959001782531,316.0,165.0
W01000037,Isle of Anglesey 003G,39.6,1186.0,3601.579107197085,974.0,289.0
W01000038,Isle of Anglesey 009D,59.3,2209.0,54.58256323077379,764.0,647.0
W01000039,Isle of Anglesey 004C,42.9,964.0,77.83986305351894,1409.0,362.0
W01000180,Conwy 008C,16.3,1620.0,525.5985984037376,1769.0,396.0
W01000108,Gwynedd 012D,79.1,2302.0,597.4410215151437,1078.0,496.0
W01000100,Gwynedd 010B,72.3,1069.0,30.687879292427642,1395.0,310.0
W01001929,Wrexham 012F,7.5,1267.0,5841.401567542646,488.0,153.0
W01000101,Gwynedd 013D,76.5,1488.0,229.15928726533502,1338.0,307.0
W01000182,Conwy 007D,14.8,1876.0,3661.9168455982826,202.0,758.0
W01000181,Conwy 008D,20.6,1466.0,2664.485641584878,1841.0,265.0
W01000183,Conwy 008E,15.7,1503.0,1940.1058474248098,1310.0,459.0
W01000103,Gwynedd 005D,59.3,1257.0,78.76384006616914,1109.0,235.0
W01000827,Swansea 031E,10.2,1320.0,3042.8769017980635,1826.0,375.0
W01000189,Conwy 015F,60.7,1415.0,7.9905265672302574,914.0,319.0
W01000188,Conwy 002D,24.7,1686.0,2687.280841568377,1457.0,493.0
W01001395,Caerphilly 023C,12.1,1452.0,2621.8851570964243,536.0,341.0
W01001922,Cardiff 032E,11.9,2007.0,16017.55786113328,897.0,25.0
W01000131,Conwy 012D,30.9,2065.0,1209.2996017802764,1632.0,459.0
W01001206,Rhondda Cynon Taf 006C,8.3,1402.0,1103.2420522505508,474.0,341.0
W01001287,Rhondda Cynon Taf 014F,13.8,1428.0,474.18230117881455,403.0,294.0
W01000276,Flintshire 008A,12.1,1259.0,5588.104749223258,1573.0,88.0
W01000277,Flintshire 008B,11.2,1370.0,816.1077023887532,1645.0,158.0
W01000444,Powys 002A,15.6,2321.0,40.476298432916764,1545.0,697.0
W01001586,Monmouthshire 007D,8.4,2533.0,2561.690938511327,1834.0,511.0
W01000564,Pembrokeshire 011C,12.0,1279.0,724.8101552759831,1397.0,371.0
W01001601,Newport 006A,12.0,1484.0,4038.095238095238,187.0,160.0
W01001921,Bridgend 017H,13.2,1586.0,5004.7333543704635,1585.0,134.0
W01000342,Wrexham 009B,10.1,1613.0,5101.201771030993,542.0,325.0
W01001951,Cardiff 049E,10.6,1406.0,3688.3525708289612,1143.0,52.0
W01001436,Blaenau Gwent 008B,6.7,1398.0,5443.925233644861,274.0,297.0
W01001437,Blaenau Gwent 008C,6.7,1521.0,785.113302018273,963.0,292.0
W01001434,Caerphilly 013F,14.7,1366.0,400.59825801343146,1576.0,256.0
W01001435,Blaenau Gwent 008A,7.6,1422.0,591.0224438902743,497.0,224.0
W01000541,Ceredigion 008E,59.2,1744.0,25.477148721394812,916.0,489.0
W01001752,Cardiff 031B,11.2,1527.0,3708.1107333657114,1491.0,311.0
W01001279,Rhondda Cynon Taf 028F,12.0,1071.0,4969.83758700696,149.0,252.0
W01001546,Monmouthshire 002A,10.4,1518.0,2392.81210592686,377.0,220.0
W01001432,Caerphilly 013D,13.1,2967.0,1268.8162846390694,1292.0,419.0
W01001433,Caerphilly 013E,11.8,1372.0,2677.0731707317077,659.0,306.0
W01001430,Caerphilly 015B,9.7,2581.0,406.3798967124323,887.0,385.0
W01001431,Caerphilly 015C,10.9,1616.0,206.50965458193298,1083.0,322.0
W01000504,Powys 021D,34.6,1175.0,3069.4879832810866,117.0,226.0
W01000974,Bridgend 006A,8.7,2487.0,202.56566890653636,1174.0,418.0
W01001545,Monmouthshire 001A,8.6,1519.0,225.8736059479554,1622.0,622.0
W01000845,Swansea 001A,35.2,2096.0,576.4259391672625,1653.0,386.0
W01000326,Flintshire 018B,10.7,2169.0,699.8354467137741,1763.0,419.0
W01000197,Denbighshire 012C,37.5,1711.0,116.89314286104678,1581.0,373.0
W01001438,Blaenau Gwent 004A,7.6,1437.0,802.7932960893854,597.0,350.0
W01001439,Blaenau Gwent 004B,8.1,1731.0,1952.622673434856,1176.0,351.0
W01001367,Caerphilly 019B,11.7,1506.0,901.8504102042037,987.0,295.0
W01001543,Monmouthshire 009B,12.6,1790.0,1500.5448906027327,1613.0,394.0
W01001157,Rhondda Cynon Taf 028A,11.4,1351.0,6345.702207609207,1460.0,290.0
W01001540,Torfaen 004E,8.8,1238.0,3167.8607983623338,1117.0,190.0
W01001541,Torfaen 004F,9.3,1180.0,162.4002202036884,530.0,249.0
W01000582,Pembrokeshire 004A,45.1,1672.0,17.864545714859627,873.0,482.0
W01001038,Bridgend 011C,9.5,2168.0,3185.4246253305905,924.0,458.0
W01001039,Bridgend 009E,10.6,1646.0,441.3815295505738,1439.0,343.0
W01001757,Cardiff 025C,11.5,1458.0,7971.569163477311,1285.0,112.0
W01000368,Wrexham 008A,13.3,2053.0,3650.4267425320054,1869.0,638.0
W01001900,Neath Port Talbot 020G,44.7,1516.0,251.2887665964959,485.0,282.0
W01000151,Conwy 005C,13.6,1613.0,1758.4214542679604,540.0,275.0
W01000653,Carmarthenshire 023A,33.2,1511.0,4070.5818965517246,1144.0,404.0
W01001632,Newport 017D,7.2,1452.0,1240.1776563033823,630.0,233.0
W01001635,Newport 016A,10.4,1209.0,1316.8500163380895,1663.0,237.0
W01000652,Carmarthenshire 020B,25.8,1924.0,3644.629664709225,528.0,404.0
W01000008,Isle of Anglesey 008A,73.2,1493.0,790.9514727696546,1820.0,426.0
W01001906,Powys 001F,42.1,1913.0,10.229755058060412,1038.0,569.0
W01001059,The Vale of Glamorgan 015A,13.8,1556.0,2443.85110727187,1642.0,399.0
W01001058,Bridgend 006C,8.8,2002.0,2755.298651252409,1381.0,324.0
W01001051,Bridgend 008E,10.1,1956.0,2501.918649270913,771.0,299.0
W01001050,Bridgend 008D,8.9,1584.0,1862.6528692380055,479.0,246.0
W01001053,Bridgend 018E,8.4,948.0,3618.320610687023,1706.0,406.0
W01001052,Bridgend 008F,8.5,1288.0,3408.309076475258,466.0,297.0
W01001055,Bridgend 007C,8.5,1210.0,3155.9728742827333,188.0,225.0
W01001054,Bridgend 018F,10.2,1204.0,700.4479609052302,1779.0,483.0
W01001387,Caerphilly 007C,13.4,1351.0,1546.6514024041214,472.0,241.0
W01001306,Merthyr Tydfil 003D,7.9,1517.0,1036.8395871779098,1128.0,264.0
W01001348,Caerphilly 009A,9.4,1828.0,5668.217054263566,394.0,346.0
W01001349,Caerphilly 009B,14.0,1865.0,4856.770833333333,1731.0,287.0
W01001627,Newport 001E,11.2,1540.0,540.5215682145238,1762.0,398.0
W01000438,Powys 012A,11.3,1216.0,38.960373199364334,612.0,498.0
W01001368,Caerphilly 019C,13.4,1515.0,1873.8404452690168,453.0,268.0
W01000209,Denbighshire 016D,20.0,1594.0,498.57683525695165,1058.0,408.0
W01000288,Flintshire 004A,11.6,2197.0,2466.8762631933528,320.0,374.0
W01000208,Denbighshire 016C,20.8,1157.0,26.48372978813016,625.0,321.0
W01001226,Rhondda Cynon Taf 031F,14.4,1751.0,2608.3718158796364,1171.0,272.0
W01001227,Rhondda Cynon Taf 021C,20.4,1257.0,3717.834960070985,1485.0,296.0
W01000240,Denbighshire 004E,9.4,1661.0,5022.679165406713,1.0,209.0
W01000243,Denbighshire 014B,38.4,2120.0,681.7158659720882,1447.0,453.0
W01001561,Monmouthshire 003A,7.9,1552.0,404.33513964151734,1803.0,613.0
W01001560,Monmouthshire 006C,10.5,1391.0,33.15275291784744,1391.0,373.0
W01001158,Rhondda Cynon Taf 028B,10.0,1531.0,376.59270920450626,658.0,222.0
W01001860,Cardiff 034C,19.7,1711.0,9516.129032258064,1246.0,209.0
W01001203,Rhondda Cynon Taf 009D,9.3,1401.0,769.4420035149384,52.0,267.0
W01001282,Rhondda Cynon Taf 015C,12.6,2001.0,801.2332826139184,344.0,366.0
W01001283,Rhondda Cynon Taf 015D,14.8,1511.0,89.75668868507341,705.0,359.0
W01001202,Rhondda Cynon Taf 009C,10.1,1781.0,202.40246383235032,120.0,398.0
W01000060,Gwynedd 015B,55.8,1305.0,7.9139159996943595,768.0,326.0
W01000063,Gwynedd 005A,74.4,2118.0,119.93884138399682,663.0,358.0
W01000062,Gwynedd 001A,22.8,2501.0,4709.981167608286,875.0,103.0
W01001281,Rhondda Cynon Taf 017F,13.2,1713.0,862.4943356326468,791.0,374.0
W01000278,Flintshire 007D,9.0,1491.0,6130.756578947368,225.0,189.0
W01000065,Gwynedd 009B,79.3,1167.0,447.2292481030122,679.0,270.0
W01000279,Flintshire 008C,7.5,1190.0,2207.382674828418,1468.0,362.0
W01000064,Gwynedd 002A,52.6,1926.0,1754.5777534845588,1016.0,269.0
W01000067,Gwynedd 016D,61.8,1139.0,34.914552839298025,1222.0,342.0
W01000066,Gwynedd 010A,67.6,1254.0,14.566405501315504,904.0,383.0
W01000109,Gwynedd 012E,78.3,1996.0,1245.7092928914687,1042.0,505.0
W01000271,Flintshire 006C,19.4,1252.0,89.4068583344045,1352.0,367.0
W01000270,Flintshire 006B,21.2,1258.0,53.83937207371457,1559.0,297.0
W01000068,Gwynedd 016E,67.1,1533.0,642.1749329758713,1224.0,389.0
W01000061,Gwynedd 011B,64.2,1792.0,266.51992206671923,1615.0,606.0
W01001587,Monmouthshire 008C,6.8,1940.0,2338.47637415622,1004.0,381.0
W01000173,Conwy 003B,23.0,1506.0,255.92658679581953,1599.0,295.0
W01000172,Conwy 013E,37.2,1197.0,499.2492492492493,516.0,189.0
W01000175,Conwy 003D,22.0,1606.0,1076.6239860561777,1861.0,751.0
W01000174,Conwy 003C,23.7,1702.0,4392.258064516129,1859.0,523.0
W01000177,Conwy 011E,28.9,1271.0,587.4468478461822,1197.0,289.0
W01000176,Conwy 011D,28.1,1743.0,2393.9019365471777,759.0,268.0
W01000171,Conwy 013D,31.7,1509.0,193.64276823180668,969.0,402.0
W01000170,Conwy 013C,48.4,1881.0,229.39304137855342,1408.0,500.0
W01000115,Gwynedd 003E,69.0,2178.0,77.99937686448236,1187.0,417.0
W01001392,Caerphilly 009D,9.6,1796.0,778.2977985786099,1519.0,443.0
W01001868,Cardiff 022D,6.3,1546.0,5340.241796200346,455.0,263.0
W01001522,Torfaen 007D,10.4,1676.0,4257.048514097029,603.0,331.0
W01001425,Caerphilly 024D,13.5,1686.0,886.8083315800548,1393.0,327.0
W01000297,Flintshire 003D,12.2,1300.0,3926.3062518876472,1208.0,143.0
W01001690,Newport 013D,7.2,2347.0,9313.492063492064,317.0,195.0
W01001611,Newport 011A,10.0,1268.0,9562.594268476621,834.0,208.0
W01001691,Newport 011D,9.4,1310.0,6994.127068873465,161.0,172.0
W01001610,Newport 015C,9.5,1258.0,3831.8611026500153,393.0,223.0
W01000549,Ceredigion 001E,56.5,1701.0,65.02094737164002,1604.0,382.0
W01000548,Ceredigion 001D,54.8,1824.0,125.50919299790819,1266.0,473.0
W01001241,Rhondda Cynon Taf 026D,17.1,1794.0,1410.9319701140384,1129.0,343.0
W01001466,Blaenau Gwent 009C,6.9,1561.0,1957.6122397792826,250.0,318.0
W01001878,Cardiff 011B,7.6,1626.0,4834.968777876895,965.0,316.0
W01001879,Cardiff 013A,7.9,1913.0,4277.728085867621,180.0,232.0
W01001411,Caerphilly 017A,9.4,1649.0,657.4697978549499,844.0,421.0
W01000502,Powys 021C,45.9,2047.0,538.7550993551783,1198.0,660.0
W01001776,Cardiff 021C,10.4,1284.0,4274.300932090546,1747.0,239.0
W01000846,Swansea 001B,32.6,2036.0,2056.7734114557024,820.0,300.0
W01001065,The Vale of Glamorgan 012B,12.2,1643.0,6211.7202268431,814.0,250.0
W01001064,The Vale of Glamorgan 013B,11.6,1500.0,5315.379163713678,186.0,300.0
