LSOA11CD,LSOA11NM,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
W01000029,Isle of Anglesey 003C,15,12,10,19,18,19,18,14,13,10,8,17,13,8,10,8,9,6,5,1,6,7,8,5,3,15
W01000315,Flintshire 016C,17,18,28,23,28,27,26,22,24,24,20,19,24,24,27,17,20,19,16,10,14,7,11,11,7,30
W01000394,Wrexham 016A,18,12,18,21,14,22,17,11,6,11,10,6,9,7,12,2,8,3,3,4,9,6,8,2,2,8
W01001271,Rhondda Cynon Taf 010C,19,19,8,19,13,22,19,16,16,8,10,11,11,8,10,6,9,7,8,4,6,4,0,4,4,7
W01001581,Monmouthshire 005E,19,41,23,31,27,20,41,33,33,27,37,24,27,22,19,11,28,14,15,10,16,17,18,17,4,32
W01001680,Newport 007E,12,9,14,12,15,13,17,3,5,1,5,7,4,3,5,2,3,0,2,4,2,1,1,1,1,10
W01000071,Gwynedd 003B,31,21,20,23,18,23,24,15,19,19,13,20,8,13,11,10,5,5,8,3,6,9,3,4,4,11
W01001354,Caerphilly 014D,22,17,23,25,17,14,22,15,21,14,5,14,7,8,13,8,5,6,9,11,10,7,12,4,7,19
W01001355,Caerphilly 015A,29,23,28,29,28,22,23,19,19,16,19,23,18,9,16,15,6,9,11,8,5,12,5,3,7,22
W01001356,Caerphilly 006A,8,10,14,12,15,14,19,14,13,19,9,19,9,8,6,13,9,6,8,5,6,7,3,1,2,14
W01001357,Caerphilly 006B,10,23,22,24,28,19,20,21,17,18,10,24,10,14,9,5,10,14,8,7,4,5,4,0,1,7
W01001068,The Vale of Glamorgan 009B,16,20,23,11,16,8,19,6,7,6,8,6,11,4,5,5,5,4,4,2,1,0,2,0,2,8
W01001069,The Vale of Glamorgan 012C,23,19,18,15,11,8,7,7,16,7,7,7,3,5,9,6,6,6,4,3,6,6,2,2,1,5
W01001060,The Vale of Glamorgan 015B,20,20,18,19,21,29,34,24,27,14,24,27,10,16,22,10,19,8,12,16,8,10,9,8,8,23
W01001061,The Vale of Glamorgan 015C,34,31,31,19,23,26,28,16,21,11,23,18,11,12,18,10,7,8,8,11,6,5,7,4,1,23
W01001352,Caerphilly 007A,21,19,12,21,22,22,20,10,21,20,18,15,8,8,10,15,18,9,13,5,4,3,3,1,0,9
W01001353,Caerphilly 007B,26,27,32,32,31,41,26,21,28,28,22,23,16,25,14,17,6,14,9,13,5,3,3,3,5,11
W01000739,Swansea 014B,11,18,20,11,13,14,18,13,12,9,13,9,5,4,6,9,2,4,2,4,6,7,5,1,3,5
W01001249,Rhondda Cynon Taf 024A,16,21,24,25,17,16,24,16,13,17,13,9,7,10,12,16,9,6,8,9,11,5,1,18,3,9
W01001248,Rhondda Cynon Taf 016D,18,18,25,22,15,21,28,21,16,18,24,19,12,15,12,14,14,9,14,7,12,10,11,8,7,22
W01000737,Swansea 028B,34,25,31,34,27,25,22,17,18,27,17,18,14,18,21,14,12,22,17,19,15,17,9,8,8,32
W01000546,Ceredigion 009F,26,13,30,19,30,29,21,19,26,24,23,15,8,6,17,8,14,12,11,6,10,9,8,10,0,19
